Year,REF_REGION,Area,REF_AREA,Country,Level,Measure,Value
2006,EST,Estonie,EST,Estonie,CTRY,FERT_RATIO,1.58
2006,CHE,Suisse,CHE,Suisse,CTRY,FERT_RATIO,1.44
2006,GBR,Royaume-Uni,GBR,Royaume-Uni,CTRY,FERT_RATIO,1.48
2006,PRT,Portugal,PRT,Portugal,CTRY,FERT_RATIO,1.37
2006,IRL,Irlande,IRL,Irlande,CTRY,FERT_RATIO,1.92
2006,POL,Pologne,POL,Pologne,CTRY,FERT_RATIO,1.27
2006,FIN,Finlande,FIN,Finlande,CTRY,FERT_RATIO,1.84
2006,GRC,Grèce,GRC,Grèce,CTRY,FERT_RATIO,1.4
2006,SWE,Suède,SWE,Suède,CTRY,FERT_RATIO,1.85
2006,DEU,Allemagne,DEU,Allemagne,CTRY,FERT_RATIO,1.33
2006,DNK,Danemark,DNK,Danemark,CTRY,FERT_RATIO,1.85
2006,LTU,Lituanie,LTU,Lituanie,CTRY,FERT_RATIO,1.33
2006,HUN,Hongrie,HUN,Hongrie,CTRY,FERT_RATIO,1.34
2006,ITA,Italie,ITA,Italie,CTRY,FERT_RATIO,1.37
2006,AUT,Autriche,AUT,Autriche,CTRY,FERT_RATIO,1.41
2006,ESP,Espagne,ESP,Espagne,CTRY,FERT_RATIO,1.36
2006,ISL,Islande,ISL,Islande,CTRY,FERT_RATIO,2.08
2006,SVK,République slovaque,SVK,République slovaque,CTRY,FERT_RATIO,1.25
2006,SVN,Slovénie,SVN,Slovénie,CTRY,FERT_RATIO,1.31
2006,NLD,Pays-Bas,NLD,Pays-Bas,CTRY,FERT_RATIO,1.72
2006,LUX,Luxembourg,LUX,Luxembourg,CTRY,FERT_RATIO,1.65
2006,LVA,Lettonie,LVA,Lettonie,CTRY,FERT_RATIO,1.46
2006,BEL,Belgique,BEL,Belgique,CTRY,FERT_RATIO,1.8
2007,BEL,Belgique,BEL,Belgique,CTRY,FERT_RATIO,1.82
2007,LVA,Lettonie,LVA,Lettonie,CTRY,FERT_RATIO,1.54
2007,LUX,Luxembourg,LUX,Luxembourg,CTRY,FERT_RATIO,1.61
2007,NLD,Pays-Bas,NLD,Pays-Bas,CTRY,FERT_RATIO,1.72
2007,SVN,Slovénie,SVN,Slovénie,CTRY,FERT_RATIO,1.38
2007,SVK,République slovaque,SVK,République slovaque,CTRY,FERT_RATIO,1.27
2007,ISL,Islande,ISL,Islande,CTRY,FERT_RATIO,2.09
2007,ESP,Espagne,ESP,Espagne,CTRY,FERT_RATIO,1.38
2007,AUT,Autriche,AUT,Autriche,CTRY,FERT_RATIO,1.38
2007,ITA,Italie,ITA,Italie,CTRY,FERT_RATIO,1.4
2007,HUN,Hongrie,HUN,Hongrie,CTRY,FERT_RATIO,1.32
2007,DNK,Danemark,DNK,Danemark,CTRY,FERT_RATIO,1.84
2007,LTU,Lituanie,LTU,Lituanie,CTRY,FERT_RATIO,1.36
2007,DEU,Allemagne,DEU,Allemagne,CTRY,FERT_RATIO,1.37
2007,SWE,Suède,SWE,Suède,CTRY,FERT_RATIO,1.88
2007,GRC,Grèce,GRC,Grèce,CTRY,FERT_RATIO,1.41
2007,FIN,Finlande,FIN,Finlande,CTRY,FERT_RATIO,1.83
2007,POL,Pologne,POL,Pologne,CTRY,FERT_RATIO,1.31
2007,IRL,Irlande,IRL,Irlande,CTRY,FERT_RATIO,2.01
2007,PRT,Portugal,PRT,Portugal,CTRY,FERT_RATIO,1.35
2007,GBR,Royaume-Uni,GBR,Royaume-Uni,CTRY,FERT_RATIO,1.48
2007,CHE,Suisse,CHE,Suisse,CTRY,FERT_RATIO,1.46
2007,EST,Estonie,EST,Estonie,CTRY,FERT_RATIO,1.69
2007,NOR,Norvège,NOR,Norvège,CTRY,FERT_RATIO,1.9
2007,FRA,France,FRA,France,CTRY,FERT_RATIO,1.98
2008,FRA,France,FRA,France,CTRY,FERT_RATIO,2.01
2008,NOR,Norvège,NOR,Norvège,CTRY,FERT_RATIO,1.96
2008,EST,Estonie,EST,Estonie,CTRY,FERT_RATIO,1.72
2008,CHE,Suisse,CHE,Suisse,CTRY,FERT_RATIO,1.48
2008,GBR,Royaume-Uni,GBR,Royaume-Uni,CTRY,FERT_RATIO,1.48
2008,PRT,Portugal,PRT,Portugal,CTRY,FERT_RATIO,1.39
2008,IRL,Irlande,IRL,Irlande,CTRY,FERT_RATIO,2.06
2008,POL,Pologne,POL,Pologne,CTRY,FERT_RATIO,1.39
2008,FIN,Finlande,FIN,Finlande,CTRY,FERT_RATIO,1.85
2008,GRC,Grèce,GRC,Grèce,CTRY,FERT_RATIO,1.5
2008,SWE,Suède,SWE,Suède,CTRY,FERT_RATIO,1.91
2008,DEU,Allemagne,DEU,Allemagne,CTRY,FERT_RATIO,1.38
2008,DNK,Danemark,DNK,Danemark,CTRY,FERT_RATIO,1.89
2008,LTU,Lituanie,LTU,Lituanie,CTRY,FERT_RATIO,1.45
2008,HUN,Hongrie,HUN,Hongrie,CTRY,FERT_RATIO,1.35
2008,ITA,Italie,ITA,Italie,CTRY,FERT_RATIO,1.45
2008,AUT,Autriche,AUT,Autriche,CTRY,FERT_RATIO,1.42
2008,ESP,Espagne,ESP,Espagne,CTRY,FERT_RATIO,1.45
2008,ISL,Islande,ISL,Islande,CTRY,FERT_RATIO,2.15
2008,SVK,République slovaque,SVK,République slovaque,CTRY,FERT_RATIO,1.34
2008,SVN,Slovénie,SVN,Slovénie,CTRY,FERT_RATIO,1.53
2008,NLD,Pays-Bas,NLD,Pays-Bas,CTRY,FERT_RATIO,1.77
2008,LUX,Luxembourg,LUX,Luxembourg,CTRY,FERT_RATIO,1.61
2008,LVA,Lettonie,LVA,Lettonie,CTRY,FERT_RATIO,1.58
2008,BEL,Belgique,BEL,Belgique,CTRY,FERT_RATIO,1.85
2009,BEL,Belgique,BEL,Belgique,CTRY,FERT_RATIO,1.84
2009,LVA,Lettonie,LVA,Lettonie,CTRY,FERT_RATIO,1.46
2009,LUX,Luxembourg,LUX,Luxembourg,CTRY,FERT_RATIO,1.59
2009,NLD,Pays-Bas,NLD,Pays-Bas,CTRY,FERT_RATIO,1.79
2009,SVN,Slovénie,SVN,Slovénie,CTRY,FERT_RATIO,1.53
2009,SVK,République slovaque,SVK,République slovaque,CTRY,FERT_RATIO,1.44
2009,ISL,Islande,ISL,Islande,CTRY,FERT_RATIO,2.23
2009,ESP,Espagne,ESP,Espagne,CTRY,FERT_RATIO,1.38
2009,AUT,Autriche,AUT,Autriche,CTRY,FERT_RATIO,1.39
2009,ITA,Italie,ITA,Italie,CTRY,FERT_RATIO,1.45
2009,HUN,Hongrie,HUN,Hongrie,CTRY,FERT_RATIO,1.32
2009,DNK,Danemark,DNK,Danemark,CTRY,FERT_RATIO,1.84
2009,LTU,Lituanie,LTU,Lituanie,CTRY,FERT_RATIO,1.5
2009,DEU,Allemagne,DEU,Allemagne,CTRY,FERT_RATIO,1.36
2009,SWE,Suède,SWE,Suède,CTRY,FERT_RATIO,1.94
2009,GRC,Grèce,GRC,Grèce,CTRY,FERT_RATIO,1.5
2009,FIN,Finlande,FIN,Finlande,CTRY,FERT_RATIO,1.86
2009,POL,Pologne,POL,Pologne,CTRY,FERT_RATIO,1.4
2009,IRL,Irlande,IRL,Irlande,CTRY,FERT_RATIO,2.06
2009,PRT,Portugal,PRT,Portugal,CTRY,FERT_RATIO,1.34
2009,GBR,Royaume-Uni,GBR,Royaume-Uni,CTRY,FERT_RATIO,1.48
2009,CHE,Suisse,CHE,Suisse,CTRY,FERT_RATIO,1.5
2009,EST,Estonie,EST,Estonie,CTRY,FERT_RATIO,1.7
2009,NOR,Norvège,NOR,Norvège,CTRY,FERT_RATIO,1.98
2009,FRA,France,FRA,France,CTRY,FERT_RATIO,2.0
2010,FRA,France,FRA,France,CTRY,FERT_RATIO,2.03
2010,NOR,Norvège,NOR,Norvège,CTRY,FERT_RATIO,1.95
2010,EST,Estonie,EST,Estonie,CTRY,FERT_RATIO,1.72
2010,CHE,Suisse,CHE,Suisse,CTRY,FERT_RATIO,1.52
2010,GBR,Royaume-Uni,GBR,Royaume-Uni,CTRY,FERT_RATIO,1.48
2010,PRT,Portugal,PRT,Portugal,CTRY,FERT_RATIO,1.39
2010,IRL,Irlande,IRL,Irlande,CTRY,FERT_RATIO,2.05
2010,POL,Pologne,POL,Pologne,CTRY,FERT_RATIO,1.38
2010,FIN,Finlande,FIN,Finlande,CTRY,FERT_RATIO,1.87
2010,GRC,Grèce,GRC,Grèce,CTRY,FERT_RATIO,1.48
2010,SWE,Suède,SWE,Suède,CTRY,FERT_RATIO,1.98
2010,DEU,Allemagne,DEU,Allemagne,CTRY,FERT_RATIO,1.39
2010,DNK,Danemark,DNK,Danemark,CTRY,FERT_RATIO,1.87
2010,LTU,Lituanie,LTU,Lituanie,CTRY,FERT_RATIO,1.5
2010,HUN,Hongrie,HUN,Hongrie,CTRY,FERT_RATIO,1.25
2010,ITA,Italie,ITA,Italie,CTRY,FERT_RATIO,1.46
2010,AUT,Autriche,AUT,Autriche,CTRY,FERT_RATIO,1.44
2010,ESP,Espagne,ESP,Espagne,CTRY,FERT_RATIO,1.37
2010,ISL,Islande,ISL,Islande,CTRY,FERT_RATIO,2.2
2010,SVK,République slovaque,SVK,République slovaque,CTRY,FERT_RATIO,1.43
2010,SVN,Slovénie,SVN,Slovénie,CTRY,FERT_RATIO,1.57
2010,NLD,Pays-Bas,NLD,Pays-Bas,CTRY,FERT_RATIO,1.79
2010,LUX,Luxembourg,LUX,Luxembourg,CTRY,FERT_RATIO,1.63
2010,LVA,Lettonie,LVA,Lettonie,CTRY,FERT_RATIO,1.36
2010,BEL,Belgique,BEL,Belgique,CTRY,FERT_RATIO,1.86
2011,LVA,Lettonie,LVA,Lettonie,CTRY,FERT_RATIO,1.33
2011,LUX,Luxembourg,LUX,Luxembourg,CTRY,FERT_RATIO,1.52
2011,NLD,Pays-Bas,NLD,Pays-Bas,CTRY,FERT_RATIO,1.76
2011,SVN,Slovénie,SVN,Slovénie,CTRY,FERT_RATIO,1.56
2011,SVK,République slovaque,SVK,République slovaque,CTRY,FERT_RATIO,1.45
2011,ISL,Islande,ISL,Islande,CTRY,FERT_RATIO,2.02
2011,ESP,Espagne,ESP,Espagne,CTRY,FERT_RATIO,1.34
2011,AUT,Autriche,AUT,Autriche,CTRY,FERT_RATIO,1.43
2011,ITA,Italie,ITA,Italie,CTRY,FERT_RATIO,1.44
2011,HUN,Hongrie,HUN,Hongrie,CTRY,FERT_RATIO,1.23
2011,DNK,Danemark,DNK,Danemark,CTRY,FERT_RATIO,1.75
2011,LTU,Lituanie,LTU,Lituanie,CTRY,FERT_RATIO,1.55
2011,DEU,Allemagne,DEU,Allemagne,CTRY,FERT_RATIO,1.36
2011,SWE,Suède,SWE,Suède,CTRY,FERT_RATIO,1.9
2011,GRC,Grèce,GRC,Grèce,CTRY,FERT_RATIO,1.4
