Year,REF_AREA,Country,Household_type,Measure,INCOME_PRINCIPAL,INCOME_SPOUSE,Net_average_tax_rate_pct
2015,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,24.58
2016,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,24.88
2017,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,25.0
2018,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,25.08
2019,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,24.54
2020,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,24.63
2021,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,24.4
2000,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.82
2001,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.85
2002,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.83
2003,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.54
2004,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.5
2005,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.51
2006,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.4
2007,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.7
2008,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.13
2009,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.25
2010,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.38
2011,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.46
2012,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.24
2013,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.37
2014,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,16.99
2015,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,16.95
2016,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.21
2017,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.23
2018,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.38
2019,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.5
2020,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.8
2021,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,18.19
2000,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,25.81
2001,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,25.53
2002,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,25.64
2003,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,26.72
2004,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,26.83
2005,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,26.85
2006,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,26.89
2007,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,27.01
2008,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,25.59
