Year,REF_AREA,Country,Expenditure,value_raw,Unit_mult,Currency,Value_expenditure_Share %
2020,LVA,Lettonie,Housing_Utilities,3809.071,6,EUR,22.35
2020,LVA,Lettonie,Communication,452.52,6,EUR,2.65
2020,LVA,Lettonie,Alcohol_Tobacco,1436.713,6,EUR,8.43
2020,LVA,Lettonie,Food,3397.3,6,EUR,19.93
2020,LVA,Lettonie,Health,920.08,6,EUR,5.4
2020,LVA,Lettonie,Household_Goods,715.491,6,EUR,4.2
2020,LVA,Lettonie,Transport,1732.227,6,EUR,10.16
2020,LVA,Lettonie,Education,304.153,6,EUR,1.78
2020,LVA,Lettonie,Other_Services,1104.827,6,EUR,6.48
2020,LVA,Lettonie,Recreation_Culture,1449.341,6,EUR,8.5
2020,LVA,Lettonie,Clothing_Footwear,912.789,6,EUR,5.35
2021,LVA,Lettonie,Restaurants_Hotels,852.185,6,EUR,4.56
2021,LVA,Lettonie,Communication,480.778,6,EUR,2.57
2021,LVA,Lettonie,Alcohol_Tobacco,1409.987,6,EUR,7.54
2021,LVA,Lettonie,Food,3730.287,6,EUR,19.96
2021,LVA,Lettonie,Housing_Utilities,4234.736,6,EUR,22.66
2021,LVA,Lettonie,Transport,2067.471,6,EUR,11.06
2021,LVA,Lettonie,Household_Goods,834.473,6,EUR,4.46
2021,LVA,Lettonie,Health,945.417,6,EUR,5.06
2021,LVA,Lettonie,Clothing_Footwear,991.009,6,EUR,5.3
2021,LVA,Lettonie,Other_Services,1249.173,6,EUR,6.68
2021,LVA,Lettonie,Recreation_Culture,1621.017,6,EUR,8.67
2021,LVA,Lettonie,Education,272.97,6,EUR,1.46
2000,EST,Estonie,Health,106.33,6,EUR,2.92
2000,EST,Estonie,Restaurants_Hotels,228.2,6,EUR,6.28
2000,EST,Estonie,Food,756.21,6,EUR,20.8
2000,EST,Estonie,Household_Goods,180.97,6,EUR,4.98
2000,EST,Estonie,Education,39.91,6,EUR,1.1
2000,EST,Estonie,Transport,376.96,6,EUR,10.37
2000,EST,Estonie,Recreation_Culture,297.82,6,EUR,8.19
2000,EST,Estonie,Clothing_Footwear,240.41,6,EUR,6.61
2000,EST,Estonie,Communication,110.15,6,EUR,3.03
2000,EST,Estonie,Alcohol_Tobacco,278.31,6,EUR,7.65
2000,EST,Estonie,Other_Services,234.07,6,EUR,6.44
2000,EST,Estonie,Housing_Utilities,786.43,6,EUR,21.63
2001,EST,Estonie,Health,124.54,6,EUR,3.03
2001,EST,Estonie,Restaurants_Hotels,259.37,6,EUR,6.31
2001,EST,Estonie,Household_Goods,199.73,6,EUR,4.86
2001,EST,Estonie,Education,46.31,6,EUR,1.13
2001,EST,Estonie,Transport,439.93,6,EUR,10.7
2001,EST,Estonie,Food,836.78,6,EUR,20.35
2001,EST,Estonie,Recreation_Culture,342.96,6,EUR,8.34
2001,EST,Estonie,Clothing_Footwear,274.89,6,EUR,6.68
2001,EST,Estonie,Communication,129.67,6,EUR,3.15
2001,EST,Estonie,Alcohol_Tobacco,297.44,6,EUR,7.23
2001,EST,Estonie,Other_Services,283.16,6,EUR,6.88
2001,EST,Estonie,Housing_Utilities,877.93,6,EUR,21.35
2002,EST,Estonie,Health,140.63,6,EUR,3.06
2002,EST,Estonie,Restaurants_Hotels,291.93,6,EUR,6.36
2002,EST,Estonie,Food,917.89,6,EUR,20.01
2002,EST,Estonie,Household_Goods,228.75,6,EUR,4.99
2002,EST,Estonie,Education,53.18,6,EUR,1.16
2002,EST,Estonie,Transport,493.61,6,EUR,10.76
2002,EST,Estonie,Recreation_Culture,395.15,6,EUR,8.61
2002,EST,Estonie,Clothing_Footwear,314.34,6,EUR,6.85
2002,EST,Estonie,Communication,138.19,6,EUR,3.01
2002,EST,Estonie,Alcohol_Tobacco,351.04,6,EUR,7.65
2002,EST,Estonie,Other_Services,329.93,6,EUR,7.19
2002,EST,Estonie,Housing_Utilities,933.65,6,EUR,20.35
2003,EST,Estonie,Health,161.75,6,EUR,3.21
2003,EST,Estonie,Restaurants_Hotels,331.02,6,EUR,6.56
2003,EST,Estonie,Household_Goods,252.12,6,EUR,5.0
2003,EST,Estonie,Education,61.98,6,EUR,1.23
2003,EST,Estonie,Transport,587.75,6,EUR,11.65
2003,EST,Estonie,Food,970.91,6,EUR,19.25
2003,EST,Estonie,Recreation_Culture,427.15,6,EUR,8.47
2003,EST,Estonie,Clothing_Footwear,341.02,6,EUR,6.76
2003,EST,Estonie,Communication,163.03,6,EUR,3.23
2003,EST,Estonie,Alcohol_Tobacco,378.66,6,EUR,7.51
2003,EST,Estonie,Other_Services,367.11,6,EUR,7.28
2003,EST,Estonie,Housing_Utilities,1000.93,6,EUR,19.85
2004,EST,Estonie,Health,178.35,6,EUR,3.12
2004,EST,Estonie,Restaurants_Hotels,383.71,6,EUR,6.72
2004,EST,Estonie,Food,1104.0,6,EUR,19.34
2004,EST,Estonie,Household_Goods,282.19,6,EUR,4.94
2004,EST,Estonie,Education,66.49,6,EUR,1.16
2004,EST,Estonie,Transport,652.74,6,EUR,11.43
2004,EST,Estonie,Recreation_Culture,493.1,6,EUR,8.64
2004,EST,Estonie,Clothing_Footwear,381.82,6,EUR,6.69
2004,EST,Estonie,Communication,182.29,6,EUR,3.19
2004,EST,Estonie,Alcohol_Tobacco,470.15,6,EUR,8.24
2004,EST,Estonie,Other_Services,420.22,6,EUR,7.36
2004,EST,Estonie,Housing_Utilities,1094.08,6,EUR,19.16
2005,EST,Estonie,Other_Services,517.3,6,EUR,7.98
2005,EST,Estonie,Housing_Utilities,1157.59,6,EUR,17.85
2005,EST,Estonie,Alcohol_Tobacco,532.03,6,EUR,8.2
2005,EST,Estonie,Communication,198.66,6,EUR,3.06
2005,EST,Estonie,Clothing_Footwear,427.52,6,EUR,6.59
2005,EST,Estonie,Recreation_Culture,591.05,6,EUR,9.11
2005,EST,Estonie,Food,1226.69,6,EUR,18.91
2005,EST,Estonie,Transport,783.36,6,EUR,12.08
2005,EST,Estonie,Education,72.04,6,EUR,1.11
2005,EST,Estonie,Household_Goods,326.57,6,EUR,5.04
2005,EST,Estonie,Health,200.81,6,EUR,3.1
2005,EST,Estonie,Restaurants_Hotels,452.32,6,EUR,6.97
2006,EST,Estonie,Other_Services,614.97,6,EUR,8.1
2006,EST,Estonie,Housing_Utilities,1342.0,6,EUR,17.68
2006,EST,Estonie,Alcohol_Tobacco,615.81,6,EUR,8.11
2006,EST,Estonie,Communication,232.19,6,EUR,3.06
2006,EST,Estonie,Clothing_Footwear,498.86,6,EUR,6.57
2006,EST,Estonie,Recreation_Culture,716.97,6,EUR,9.44
2006,EST,Estonie,Food,1355.49,6,EUR,17.86
2006,EST,Estonie,Transport,988.29,6,EUR,13.02
2006,EST,Estonie,Education,75.79,6,EUR,1.0
2006,EST,Estonie,Household_Goods,390.86,6,EUR,5.15
2006,EST,Estonie,Health,230.95,6,EUR,3.04
2006,EST,Estonie,Restaurants_Hotels,528.87,6,EUR,6.97
2007,EST,Estonie,Other_Services,709.28,6,EUR,8.11
2007,EST,Estonie,Housing_Utilities,1573.3,6,EUR,18.0
2007,EST,Estonie,Alcohol_Tobacco,689.08,6,EUR,7.88
2007,EST,Estonie,Communication,252.09,6,EUR,2.88
2007,EST,Estonie,Clothing_Footwear,621.1,6,EUR,7.1
2007,EST,Estonie,Recreation_Culture,814.12,6,EUR,9.31
2007,EST,Estonie,Food,1502.79,6,EUR,17.19
2007,EST,Estonie,Transport,1189.59,6,EUR,13.61
2007,EST,Estonie,Education,84.23,6,EUR,0.96
2007,EST,Estonie,Household_Goods,435.29,6,EUR,4.98
2007,EST,Estonie,Health,262.73,6,EUR,3.01
2007,EST,Estonie,Restaurants_Hotels,608.26,6,EUR,6.96
2008,EST,Estonie,Other_Services,800.7,6,EUR,8.9
2008,EST,Estonie,Housing_Utilities,1605.57,6,EUR,17.85
2008,EST,Estonie,Alcohol_Tobacco,675.65,6,EUR,7.51
2008,EST,Estonie,Communication,340.16,6,EUR,3.78
2008,EST,Estonie,Clothing_Footwear,579.24,6,EUR,6.44
2008,EST,Estonie,Recreation_Culture,734.39,6,EUR,8.16
2008,EST,Estonie,Food,1772.29,6,EUR,19.7
2008,EST,Estonie,Transport,1149.83,6,EUR,12.78
2008,EST,Estonie,Education,68.52,6,EUR,0.76
2008,EST,Estonie,Household_Goods,426.34,6,EUR,4.74
2008,EST,Estonie,Health,248.63,6,EUR,2.76
2008,EST,Estonie,Restaurants_Hotels,595.33,6,EUR,6.62
2009,EST,Estonie,Other_Services,636.42,6,EUR,8.21
2009,EST,Estonie,Housing_Utilities,1569.17,6,EUR,20.24
2009,EST,Estonie,Alcohol_Tobacco,695.63,6,EUR,8.97
2009,EST,Estonie,Communication,308.3,6,EUR,3.98
2009,EST,Estonie,Clothing_Footwear,467.13,6,EUR,6.03
2009,EST,Estonie,Recreation_Culture,558.09,6,EUR,7.2
2009,EST,Estonie,Food,1571.75,6,EUR,20.27
2009,EST,Estonie,Transport,875.45,6,EUR,11.29
2009,EST,Estonie,Education,68.38,6,EUR,0.88
2009,EST,Estonie,Household_Goods,305.37,6,EUR,3.94
2009,EST,Estonie,Health,226.4,6,EUR,2.92
2009,EST,Estonie,Restaurants_Hotels,470.92,6,EUR,6.07
2010,EST,Estonie,Housing_Utilities,1660.64,6,EUR,20.93
2010,EST,Estonie,Other_Services,603.23,6,EUR,7.6
2010,EST,Estonie,Alcohol_Tobacco,689.48,6,EUR,8.69
2010,EST,Estonie,Communication,302.22,6,EUR,3.81
2010,EST,Estonie,Clothing_Footwear,484.19,6,EUR,6.1
2010,EST,Estonie,Recreation_Culture,572.56,6,EUR,7.22
2010,EST,Estonie,Food,1572.67,6,EUR,19.82
2010,EST,Estonie,Transport,952.27,6,EUR,12.0
2010,EST,Estonie,Education,64.98,6,EUR,0.82
2010,EST,Estonie,Household_Goods,293.91,6,EUR,3.7
2010,EST,Estonie,Health,231.24,6,EUR,2.91
2010,EST,Estonie,Restaurants_Hotels,507.07,6,EUR,6.39
2011,EST,Estonie,Housing_Utilities,1705.54,6,EUR,19.91
2011,EST,Estonie,Other_Services,642.31,6,EUR,7.5
2011,EST,Estonie,Alcohol_Tobacco,767.91,6,EUR,8.97
2011,EST,Estonie,Communication,309.71,6,EUR,3.62
2011,EST,Estonie,Clothing_Footwear,524.46,6,EUR,6.12
2011,EST,Estonie,Recreation_Culture,612.79,6,EUR,7.15
2011,EST,Estonie,Health,240.31,6,EUR,2.81
2011,EST,Estonie,Restaurants_Hotels,596.01,6,EUR,6.96
2011,EST,Estonie,Household_Goods,305.09,6,EUR,3.56
2011,EST,Estonie,Education,63.73,6,EUR,0.74
2011,EST,Estonie,Transport,1083.78,6,EUR,12.65
2011,EST,Estonie,Food,1713.96,6,EUR,20.01
2012,EST,Estonie,Housing_Utilities,1832.63,6,EUR,19.65
2012,EST,Estonie,Other_Services,685.69,6,EUR,7.35
2012,EST,Estonie,Alcohol_Tobacco,846.51,6,EUR,9.08
2012,EST,Estonie,Communication,306.91,6,EUR,3.29
2012,EST,Estonie,Clothing_Footwear,601.08,6,EUR,6.44
2012,EST,Estonie,Recreation_Culture,676.68,6,EUR,7.25
2012,EST,Estonie,Transport,1209.02,6,EUR,12.96
2012,EST,Estonie,Education,65.21,6,EUR,0.7
2012,EST,Estonie,Household_Goods,352.26,6,EUR,3.78
2012,EST,Estonie,Food,1826.97,6,EUR,19.59
2012,EST,Estonie,Health,257.61,6,EUR,2.76
2012,EST,Estonie,Restaurants_Hotels,667.3,6,EUR,7.15
2013,EST,Estonie,Housing_Utilities,1908.6,6,EUR,19.12
2013,EST,Estonie,Other_Services,730.38,6,EUR,7.32
2013,EST,Estonie,Alcohol_Tobacco,899.1,6,EUR,9.01
2013,EST,Estonie,Communication,288.69,6,EUR,2.89
2013,EST,Estonie,Food,2021.33,6,EUR,20.25
2013,EST,Estonie,Transport,1245.3,6,EUR,12.48
2013,EST,Estonie,Education,67.05,6,EUR,0.67
2013,EST,Estonie,Household_Goods,382.51,6,EUR,3.83
2013,EST,Estonie,Health,284.85,6,EUR,2.85
2013,EST,Estonie,Restaurants_Hotels,737.7,6,EUR,7.39
2013,EST,Estonie,Clothing_Footwear,655.64,6,EUR,6.57
2013,EST,Estonie,Recreation_Culture,759.36,6,EUR,7.61
2014,EST,Estonie,Other_Services,760.01,6,EUR,7.28
2014,EST,Estonie,Alcohol_Tobacco,936.37,6,EUR,8.97
2014,EST,Estonie,Communication,293.2,6,EUR,2.81
2014,EST,Estonie,Housing_Utilities,1934.2,6,EUR,18.52
2014,EST,Estonie,Health,308.4,6,EUR,2.95
2014,EST,Estonie,Restaurants_Hotels,796.59,6,EUR,7.63
2014,EST,Estonie,Food,2179.93,6,EUR,20.88
2014,EST,Estonie,Education,60.58,6,EUR,0.58
2014,EST,Estonie,Transport,1257.74,6,EUR,12.04
2014,EST,Estonie,Household_Goods,407.22,6,EUR,3.9
2014,EST,Estonie,Clothing_Footwear,692.66,6,EUR,6.63
2014,EST,Estonie,Recreation_Culture,815.66,6,EUR,7.81
2015,EST,Estonie,Other_Services,851.6,6,EUR,7.91
2015,EST,Estonie,Alcohol_Tobacco,957.3,6,EUR,8.89
2015,EST,Estonie,Communication,287.0,6,EUR,2.66
2015,EST,Estonie,Housing_Utilities,1952.44,6,EUR,18.12
2015,EST,Estonie,Health,328.7,6,EUR,3.05
2015,EST,Estonie,Restaurants_Hotels,828.22,6,EUR,7.69
2015,EST,Estonie,Food,2221.83,6,EUR,20.62
2015,EST,Estonie,Education,58.77,6,EUR,0.55
2015,EST,Estonie,Transport,1214.46,6,EUR,11.27
2015,EST,Estonie,Household_Goods,465.05,6,EUR,4.32
2015,EST,Estonie,Clothing_Footwear,724.97,6,EUR,6.73
2015,EST,Estonie,Recreation_Culture,882.51,6,EUR,8.19
2016,EST,Estonie,Other_Services,902.05,6,EUR,8.01
2016,EST,Estonie,Alcohol_Tobacco,948.83,6,EUR,8.43
2016,EST,Estonie,Communication,287.53,6,EUR,2.55
2016,EST,Estonie,Housing_Utilities,2022.12,6,EUR,17.96
2016,EST,Estonie,Restaurants_Hotels,897.86,6,EUR,7.97
2016,EST,Estonie,Health,373.25,6,EUR,3.32
2016,EST,Estonie,Food,2278.02,6,EUR,20.23
2016,EST,Estonie,Transport,1272.25,6,EUR,11.3
2016,EST,Estonie,Education,57.76,6,EUR,0.51
2016,EST,Estonie,Household_Goods,489.91,6,EUR,4.35
2016,EST,Estonie,Clothing_Footwear,783.1,6,EUR,6.96
2016,EST,Estonie,Recreation_Culture,946.37,6,EUR,8.41
2017,EST,Estonie,Other_Services,1006.87,6,EUR,8.37
2017,EST,Estonie,Alcohol_Tobacco,966.75,6,EUR,8.04
2017,EST,Estonie,Communication,297.02,6,EUR,2.47
2017,EST,Estonie,Food,2406.15,6,EUR,20.01
2017,EST,Estonie,Household_Goods,521.46,6,EUR,4.34
2017,EST,Estonie,Transport,1402.63,6,EUR,11.66
2017,EST,Estonie,Education,64.01,6,EUR,0.53
2017,EST,Estonie,Housing_Utilities,2151.04,6,EUR,17.89
2017,EST,Estonie,Health,398.44,6,EUR,3.31
2017,EST,Estonie,Restaurants_Hotels,975.42,6,EUR,8.11
2017,EST,Estonie,Clothing_Footwear,789.62,6,EUR,6.57
2017,EST,Estonie,Recreation_Culture,1045.45,6,EUR,8.69
2018,EST,Estonie,Communication,312.98,6,EUR,2.42
2018,EST,Estonie,Other_Services,1148.82,6,EUR,8.89
2018,EST,Estonie,Alcohol_Tobacco,1010.01,6,EUR,7.81
2018,EST,Estonie,Food,2532.89,6,EUR,19.59
2018,EST,Estonie,Education,66.1,6,EUR,0.51
2018,EST,Estonie,Transport,1519.03,6,EUR,11.75
2018,EST,Estonie,Household_Goods,564.42,6,EUR,4.37
2018,EST,Estonie,Housing_Utilities,2328.1,6,EUR,18.01
2018,EST,Estonie,Health,428.43,6,EUR,3.31
2018,EST,Estonie,Restaurants_Hotels,1051.84,6,EUR,8.13
2018,EST,Estonie,Recreation_Culture,1135.96,6,EUR,8.79
2018,EST,Estonie,Clothing_Footwear,831.27,6,EUR,6.43
2019,EST,Estonie,Communication,331.89,6,EUR,2.41
2019,EST,Estonie,Other_Services,1255.23,6,EUR,9.11
2019,EST,Estonie,Alcohol_Tobacco,995.38,6,EUR,7.23
2019,EST,Estonie,Food,2658.07,6,EUR,19.3
2019,EST,Estonie,Education,70.61,6,EUR,0.51
2019,EST,Estonie,Transport,1624.39,6,EUR,11.79
2019,EST,Estonie,Household_Goods,609.52,6,EUR,4.42
2019,EST,Estonie,Housing_Utilities,2548.01,6,EUR,18.5
2019,EST,Estonie,Health,479.27,6,EUR,3.48
2019,EST,Estonie,Restaurants_Hotels,1124.25,6,EUR,8.16
2019,EST,Estonie,Recreation_Culture,1221.38,6,EUR,8.87
2019,EST,Estonie,Clothing_Footwear,857.18,6,EUR,6.22
2020,EST,Estonie,Communication,362.05,6,EUR,2.74
2020,EST,Estonie,Other_Services,1265.79,6,EUR,9.58
2020,EST,Estonie,Alcohol_Tobacco,1063.14,6,EUR,8.05
2020,EST,Estonie,Food,2802.94,6,EUR,21.22
2020,EST,Estonie,Education,68.31,6,EUR,0.52
2020,EST,Estonie,Transport,1302.97,6,EUR,9.86
2020,EST,Estonie,Household_Goods,664.42,6,EUR,5.03
2020,EST,Estonie,Housing_Utilities,2492.74,6,EUR,18.87
2020,EST,Estonie,Health,487.71,6,EUR,3.69
2020,EST,Estonie,Restaurants_Hotels,764.43,6,EUR,5.79
2020,EST,Estonie,Recreation_Culture,1134.89,6,EUR,8.59
2020,EST,Estonie,Clothing_Footwear,800.98,6,EUR,6.06
2021,EST,Estonie,Other_Services,1372.5,6,EUR,9.16
2021,EST,Estonie,Alcohol_Tobacco,1143.65,6,EUR,7.63
2021,EST,Estonie,Communication,388.55,6,EUR,2.59
2021,EST,Estonie,Health,559.65,6,EUR,3.73
2021,EST,Estonie,Restaurants_Hotels,849.05,6,EUR,5.66
2021,EST,Estonie,Housing_Utilities,3133.06,6,EUR,20.9
2021,EST,Estonie,Household_Goods,763.71,6,EUR,5.09
2021,EST,Estonie,Transport,1523.84,6,EUR,10.16
2021,EST,Estonie,Education,82.42,6,EUR,0.55
2021,EST,Estonie,Food,2934.73,6,EUR,19.58
2021,EST,Estonie,Clothing_Footwear,917.55,6,EUR,6.12
2021,EST,Estonie,Recreation_Culture,1322.69,6,EUR,8.82
2000,SVN,Slovénie,Clothing_Footwear,653.821,6,EUR,5.99
2000,SVN,Slovénie,Other_Services,923.673,6,EUR,8.46
2000,SVN,Slovénie,Housing_Utilities,2084.947,6,EUR,19.11
2000,SVN,Slovénie,Restaurants_Hotels,695.55,6,EUR,6.37
2000,SVN,Slovénie,Health,350.625,6,EUR,3.21
2000,SVN,Slovénie,Education,95.079,6,EUR,0.87
2000,SVN,Slovénie,Transport,1689.661,6,EUR,15.48
2000,SVN,Slovénie,Household_Goods,651.749,6,EUR,5.97
2000,SVN,Slovénie,Food,1814.52,6,EUR,16.63
2000,SVN,Slovénie,Alcohol_Tobacco,588.797,6,EUR,5.4
2000,SVN,Slovénie,Communication,247.309,6,EUR,2.27
2000,SVN,Slovénie,Recreation_Culture,1116.184,6,EUR,10.23
2001,SVN,Slovénie,Clothing_Footwear,749.187,6,EUR,6.19
2001,SVN,Slovénie,Other_Services,962.543,6,EUR,7.95
2001,SVN,Slovénie,Housing_Utilities,2328.196,6,EUR,19.24
2001,SVN,Slovénie,Restaurants_Hotels,786.622,6,EUR,6.5
2001,SVN,Slovénie,Health,395.534,6,EUR,3.27
2001,SVN,Slovénie,Education,106.178,6,EUR,0.88
2001,SVN,Slovénie,Transport,1837.728,6,EUR,15.18
2001,SVN,Slovénie,Household_Goods,726.929,6,EUR,6.01
2001,SVN,Slovénie,Communication,298.462,6,EUR,2.47
2001,SVN,Slovénie,Alcohol_Tobacco,636.69,6,EUR,5.26
2001,SVN,Slovénie,Food,2029.276,6,EUR,16.77
2001,SVN,Slovénie,Recreation_Culture,1246.366,6,EUR,10.3
2002,SVN,Slovénie,Clothing_Footwear,793.433,6,EUR,5.96
2002,SVN,Slovénie,Other_Services,1153.373,6,EUR,8.67
2002,SVN,Slovénie,Housing_Utilities,2515.685,6,EUR,18.91
2002,SVN,Slovénie,Restaurants_Hotels,856.844,6,EUR,6.44
2002,SVN,Slovénie,Health,449.579,6,EUR,3.38
2002,SVN,Slovénie,Education,120.79,6,EUR,0.91
2002,SVN,Slovénie,Transport,1961.112,6,EUR,14.74
2002,SVN,Slovénie,Household_Goods,796.518,6,EUR,5.99
2002,SVN,Slovénie,Food,2179.011,6,EUR,16.38
2002,SVN,Slovénie,Alcohol_Tobacco,677.034,6,EUR,5.09
2002,SVN,Slovénie,Communication,401.802,6,EUR,3.02
2002,SVN,Slovénie,Recreation_Culture,1400.254,6,EUR,10.52
2003,SVN,Slovénie,Clothing_Footwear,866.74,6,EUR,5.99
2003,SVN,Slovénie,Other_Services,1312.142,6,EUR,9.07
2003,SVN,Slovénie,Housing_Utilities,2646.881,6,EUR,18.29
2003,SVN,Slovénie,Restaurants_Hotels,961.907,6,EUR,6.65
2003,SVN,Slovénie,Health,494.075,6,EUR,3.41
2003,SVN,Slovénie,Education,133.75,6,EUR,0.92
2003,SVN,Slovénie,Transport,2140.179,6,EUR,14.79
2003,SVN,Slovénie,Household_Goods,855.188,6,EUR,5.91
2003,SVN,Slovénie,Communication,438.466,6,EUR,3.03
2003,SVN,Slovénie,Alcohol_Tobacco,745.234,6,EUR,5.15
2003,SVN,Slovénie,Food,2338.904,6,EUR,16.16
2003,SVN,Slovénie,Recreation_Culture,1539.992,6,EUR,10.64
2004,SVN,Slovénie,Clothing_Footwear,866.394,6,EUR,5.64
2004,SVN,Slovénie,Other_Services,1401.885,6,EUR,9.13
2004,SVN,Slovénie,Restaurants_Hotels,1025.019,6,EUR,6.68
2004,SVN,Slovénie,Household_Goods,900.2,6,EUR,5.86
2004,SVN,Slovénie,Health,520.429,6,EUR,3.39
2004,SVN,Slovénie,Housing_Utilities,2864.688,6,EUR,18.66
2004,SVN,Slovénie,Education,155.384,6,EUR,1.01
2004,SVN,Slovénie,Transport,2337.418,6,EUR,15.23
2004,SVN,Slovénie,Food,2366.246,6,EUR,15.41
2004,SVN,Slovénie,Alcohol_Tobacco,736.179,6,EUR,4.8
2004,SVN,Slovénie,Communication,501.968,6,EUR,3.27
2004,SVN,Slovénie,Recreation_Culture,1674.517,6,EUR,10.91
2005,SVN,Slovénie,Recreation_Culture,1766.214,6,EUR,10.88
2005,SVN,Slovénie,Food,2377.379,6,EUR,14.65
2005,SVN,Slovénie,Alcohol_Tobacco,806.705,6,EUR,4.97
2005,SVN,Slovénie,Communication,570.68,6,EUR,3.52
2005,SVN,Slovénie,Transport,2443.56,6,EUR,15.05
2005,SVN,Slovénie,Education,181.214,6,EUR,1.12
2005,SVN,Slovénie,Restaurants_Hotels,1062.712,6,EUR,6.55
2005,SVN,Slovénie,Household_Goods,968.082,6,EUR,5.96
2005,SVN,Slovénie,Health,565.841,6,EUR,3.49
2005,SVN,Slovénie,Housing_Utilities,3101.565,6,EUR,19.11
2005,SVN,Slovénie,Clothing_Footwear,886.139,6,EUR,5.46
2005,SVN,Slovénie,Other_Services,1501.063,6,EUR,9.25
2006,SVN,Slovénie,Recreation_Culture,1838.911,6,EUR,10.92
2006,SVN,Slovénie,Food,2412.368,6,EUR,14.33
2006,SVN,Slovénie,Alcohol_Tobacco,860.016,6,EUR,5.11
2006,SVN,Slovénie,Communication,580.474,6,EUR,3.45
2006,SVN,Slovénie,Transport,2539.678,6,EUR,15.08
2006,SVN,Slovénie,Education,195.98,6,EUR,1.16
2006,SVN,Slovénie,Restaurants_Hotels,1094.794,6,EUR,6.5
2006,SVN,Slovénie,Household_Goods,992.961,6,EUR,5.9
2006,SVN,Slovénie,Health,587.59,6,EUR,3.49
2006,SVN,Slovénie,Housing_Utilities,3242.117,6,EUR,19.26
2006,SVN,Slovénie,Clothing_Footwear,876.603,6,EUR,5.21
2006,SVN,Slovénie,Other_Services,1615.636,6,EUR,9.6
2007,SVN,Slovénie,Recreation_Culture,1985.629,6,EUR,10.64
2007,SVN,Slovénie,Food,2642.365,6,EUR,14.16
2007,SVN,Slovénie,Alcohol_Tobacco,931.578,6,EUR,4.99
2007,SVN,Slovénie,Communication,601.868,6,EUR,3.23
2007,SVN,Slovénie,Transport,2890.246,6,EUR,15.49
2007,SVN,Slovénie,Education,239.215,6,EUR,1.28
2007,SVN,Slovénie,Restaurants_Hotels,1283.812,6,EUR,6.88
2007,SVN,Slovénie,Household_Goods,1131.187,6,EUR,6.06
2007,SVN,Slovénie,Health,645.451,6,EUR,3.46
2007,SVN,Slovénie,Housing_Utilities,3420.892,6,EUR,18.33
2007,SVN,Slovénie,Other_Services,1852.087,6,EUR,9.93
2007,SVN,Slovénie,Clothing_Footwear,1036.256,6,EUR,5.55
2008,SVN,Slovénie,Recreation_Culture,2038.774,6,EUR,10.07
2008,SVN,Slovénie,Food,2936.668,6,EUR,14.51
2008,SVN,Slovénie,Alcohol_Tobacco,1004.286,6,EUR,4.96
2008,SVN,Slovénie,Communication,643.773,6,EUR,3.18
2008,SVN,Slovénie,Transport,3212.391,6,EUR,15.87
2008,SVN,Slovénie,Education,246.947,6,EUR,1.22
2008,SVN,Slovénie,Restaurants_Hotels,1441.444,6,EUR,7.12
2008,SVN,Slovénie,Household_Goods,1146.661,6,EUR,5.67
2008,SVN,Slovénie,Health,710.82,6,EUR,3.51
2008,SVN,Slovénie,Housing_Utilities,3778.704,6,EUR,18.67
2008,SVN,Slovénie,Clothing_Footwear,1100.609,6,EUR,5.44
2008,SVN,Slovénie,Other_Services,1977.253,6,EUR,9.77
2009,SVN,Slovénie,Recreation_Culture,1887.026,6,EUR,9.16
2009,SVN,Slovénie,Food,2996.614,6,EUR,14.54
2009,SVN,Slovénie,Alcohol_Tobacco,1073.301,6,EUR,5.21
2009,SVN,Slovénie,Communication,677.946,6,EUR,3.29
2009,SVN,Slovénie,Transport,3093.777,6,EUR,15.01
2009,SVN,Slovénie,Education,249.844,6,EUR,1.21
2009,SVN,Slovénie,Restaurants_Hotels,1415.215,6,EUR,6.87
2009,SVN,Slovénie,Household_Goods,1268.093,6,EUR,6.15
2009,SVN,Slovénie,Health,749.469,6,EUR,3.64
2009,SVN,Slovénie,Housing_Utilities,4095.679,6,EUR,19.87
2009,SVN,Slovénie,Clothing_Footwear,1134.918,6,EUR,5.51
2009,SVN,Slovénie,Other_Services,1967.16,6,EUR,9.55
2010,SVN,Slovénie,Recreation_Culture,1928.456,6,EUR,9.08
2010,SVN,Slovénie,Food,3045.862,6,EUR,14.33
2010,SVN,Slovénie,Alcohol_Tobacco,1117.075,6,EUR,5.26
2010,SVN,Slovénie,Communication,679.201,6,EUR,3.2
2010,SVN,Slovénie,Transport,3188.993,6,EUR,15.01
2010,SVN,Slovénie,Education,251.098,6,EUR,1.18
2010,SVN,Slovénie,Housing_Utilities,4217.656,6,EUR,19.85
2010,SVN,Slovénie,Restaurants_Hotels,1410.541,6,EUR,6.64
2010,SVN,Slovénie,Household_Goods,1378.269,6,EUR,6.49
2010,SVN,Slovénie,Health,782.303,6,EUR,3.68
2010,SVN,Slovénie,Clothing_Footwear,1179.854,6,EUR,5.55
2010,SVN,Slovénie,Other_Services,2069.002,6,EUR,9.74
2011,SVN,Slovénie,Alcohol_Tobacco,1199.581,6,EUR,5.51
2011,SVN,Slovénie,Communication,712.304,6,EUR,3.27
2011,SVN,Slovénie,Food,3238.799,6,EUR,14.88
2011,SVN,Slovénie,Recreation_Culture,1886.545,6,EUR,8.67
2011,SVN,Slovénie,Transport,3259.992,6,EUR,14.98
