STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Fréquence d'observation,REF_AREA,Zone de référence,MEASURE,Mesure,EXPENDITURE,Dépense,UNIT_MEASURE,Unité de mesure,CHAPTER,Chapitre,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,ADJUSTMENT,Ajustement,COUNTERPART_AREA,Zone de contrepartie,SECTOR,Secteur institutionnel,COUNTERPART_SECTOR,Secteur institutionnel de contrepartie,CONSOLIDATION,Statut de consolidation,ACCOUNTING_ENTRY,Ecriture comptable,TRANSACTION,Transaction,INSTR_ASSET,Instruments et actifs,MATURITY,Échéance initiale et résiduelle,PRODUCT,Produit,PENSION_FUNDTYPE,Type de fond de pension,CURRENCY_DENOM,Monnaie de libellé,VALUATION,Evaluation,PRICE_BASE,Type de prix,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Identifiant de tableau,REF_YEAR_PRICE,Prix ​​année de référence,BASE_PER,Période de base,CONF_STATUS,Statut de confidentialité,DECIMALS,Décimales,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,CURRENCY,Monnaie
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,LVA,Lettonie,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2003,,10.2734717953671,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,LTU,Lituanie,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2003,,11.2292206807422,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,LUX,Luxembourg,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2003,,18.2190022170421,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,MEX,Mexique,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2003,,1.4791731908525,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,NLD,Pays-Bas,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2003,,19.2124311275371,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,NZL,Nouvelle-Zélande,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2003,,13.3220069204152,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,NOR,Norvège,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2003,,17.3602529408686,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,POL,Pologne,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2003,,18.7982131785727,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,PRT,Portugal,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2003,,15.2987798314945,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,SVK,République slovaque,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2003,,15.2494812660046,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,SVN,Slovénie,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2003,,19.0225979040545,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,ESP,Espagne,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2003,,13.7856414051375,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,SWE,Suède,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2003,,18.1731762301909,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,CHE,Suisse,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2003,,11.4144905464607,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,GBR,Royaume-Uni,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2003,,13.8806908820739,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,USA,États-Unis,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2003,,11.6209941910452,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,AUS,Australie,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2004,,11.3373178125641,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,AUT,Autriche,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2004,,22.142831800717,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,BEL,Belgique,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2004,,21.9382001935855,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,CAN,Canada,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2004,,10.2124604430084,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,CRI,Costa Rica,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2004,,2.94152940542049,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,CZE,Tchéquie,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2004,,14.7325082089801,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,DNK,Danemark,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2004,,18.2318138316112,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,EST,Estonie,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2004,,10.6660591807258,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,FIN,Finlande,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2004,,17.8838485331452,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,FRA,France,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2004,,22.9975903063231,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,DEU,Allemagne,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2004,,25.0863046436172,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,GRC,Grèce,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2004,,15.4876625863384,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,HUN,Hongrie,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2004,,16.5897644224071,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,ISL,Islande,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2004,,8.23591898786196,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,IRL,Irlande,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2004,,10.0314891421262,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,ISR,Israël,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2004,,9.14155895723937,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,ITA,Italie,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2004,,18.7333748605866,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,KOR,Corée,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2004,,4.31434237016952,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,LVA,Lettonie,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2004,,10.0951474705352,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
