STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Zone de référence,MEASURE,Mesure,UNIT_MEASURE,Unité de mesure,HOUSEHOLD_TYPE,Type de ménage,INCOME_PRINCIPAL,Revenus du principal,INCOME_SPOUSE,Revenus du conjoint,FREQ,Fréquence d'observation,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,DECIMALS,Décimales,UNIT_MULT,Multiplicateur d'unité,OBS_STATUS,Statut d'observation,CIVIL_STATUS,État civil
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,JPN,Japon,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2005,,395029.326746,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,JPN,Japon,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2006,,407696.729822,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,JPN,Japon,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2007,,403741.130248,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,JPN,Japon,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2008,,407321.106626,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,JPN,Japon,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2009,,393832.14388,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,JPN,Japon,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2010,,415367.148662,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,JPN,Japon,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2011,,433445.404156,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,JPN,Japon,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2012,,449241.698029,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,JPN,Japon,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2013,,451699.714658,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,JPN,Japon,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2014,,470380.786869,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,JPN,Japon,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2015,,486952.776537,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,JPN,Japon,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2016,,494839.974394,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,JPN,Japon,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2017,,496786.95364,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,JPN,Japon,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2018,,504109.060345,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,JPN,Japon,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2019,,505544.654926,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,JPN,Japon,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2020,,492083.722203,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,JPN,Japon,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2021,,492545.101114,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,JPN,Japon,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2022,,500116.605746,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,JPN,Japon,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2023,,517643.177387,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,JPN,Japon,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2024,,536320.256151,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2000,,891054.33481,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2001,,938953.76041,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2002,,1041250.43911,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2003,,1175617.63864,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2004,,1273282.645329,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2005,,1372913.454497,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2006,,1469066.417547,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2007,,1590390.031617,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2008,,1709591.33947,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2009,,1752440.111359,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2010,,1924432.644805,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2011,,1870435.317846,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2012,,1985325.892969,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2013,,2091794.374652,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2014,,2154966.11654,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2015,,2229735.119623,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2016,,2332809.287471,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2017,,2400612.334021,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2018,,2556743.373976,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2019,,2695601.888091,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2020,,2811995.589269,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2021,,3012434.540135,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2022,,3234457.337862,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2023,,3379691.98391,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,KOR,Corée,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2024,,3465547.575543,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,LVA,Lettonie,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2000,,139.6548,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,LVA,Lettonie,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2001,,149.7852,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,LVA,Lettonie,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2002,,159.192,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,LVA,Lettonie,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2003,,177.282,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,LVA,Lettonie,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2004,,198.2664,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,LVA,Lettonie,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2005,,230.8284,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,LVA,Lettonie,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2006,,285.822,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,LVA,Lettonie,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2007,,372.654,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,LVA,Lettonie,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2008,,450.8028,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,LVA,Lettonie,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2009,,445.7376,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,LVA,Lettonie,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2010,,439.9488,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,LVA,Lettonie,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2011,,562.4784,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,LVA,Lettonie,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2012,,581.9352,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,LVA,Lettonie,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2013,,609.3516,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,LVA,Lettonie,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2014,,625.5522,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,LVA,Lettonie,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2015,,674.5158,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,LVA,Lettonie,EECSSC_PGE,Cotisations sociales obligatoires des salariés sur les rémunérations brutes,XDC,Monnaie nationale,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2016,,713.349,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
