STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,ACTIVITY,Economic activity,PRICES,Price base,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,REF_YEAR_PRICE,Price reference year,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CURRENCY,Currency
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,GRC,Greece,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,22768.7,,GRC,Greece,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,SWE,Sweden,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,22295.5,,SWE,Sweden,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ESP,Spain,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,22224.6,,ESP,Spain,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,SWE,Sweden,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,18119.1,,SWE,Sweden,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,GRC,Greece,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,21779.6,,GRC,Greece,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,LUX,Luxembourg,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,31419.1,,LUX,Luxembourg,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,BGR,Bulgaria,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,7120.3,,BGR,Bulgaria,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,LVA,Latvia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,10911.2,,LVA,Latvia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,LTU,Lithuania,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,13308.2,,LTU,Lithuania,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,CZE,Czechia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,13849.4,,CZE,Czechia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ESP,Spain,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,17710.1,,ESP,Spain,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,SVK,Slovak Republic,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,11671.5,,SVK,Slovak Republic,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,FRA,France,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,23196.9,,FRA,France,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,CYP,Cyprus,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,23297.9,,CYP,Cyprus,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,SVN,Slovenia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,18607.2,,SVN,Slovenia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,SVN,Slovenia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,16570.7,,SVN,Slovenia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,EST,Estonia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,11490.9,,EST,Estonia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,POL,Poland,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,11961.5,,POL,Poland,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,POL,Poland,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,11274.4,,POL,Poland,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,MLT,Malta,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,15331.9,,MLT,Malta,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,HRV,Croatia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,13285.7,,HRV,Croatia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,DNK,Denmark,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,27488.5,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,LVA,Latvia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,11053.9,,LVA,Latvia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,CYP,Cyprus,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,24498.5,,CYP,Cyprus,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,MLT,Malta,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,16093.1,,MLT,Malta,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,LUX,Luxembourg,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,35225.9,,LUX,Luxembourg,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,EST,Estonia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,12834.3,,EST,Estonia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,DNK,Denmark,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,19276.2,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,LTU,Lithuania,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,12114.4,,LTU,Lithuania,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,BGR,Bulgaria,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,7098.4,,BGR,Bulgaria,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,HUN,Hungary,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,12364.3,,HUN,Hungary,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,HRV,Croatia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,13745.3,,HRV,Croatia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,FRA,France,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,26970.6,,FRA,France,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,HUN,Hungary,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,11075.7,,HUN,Hungary,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,HUN,Hungary,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,10704.7,,HUN,Hungary,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,FRA,France,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,27445.8,,FRA,France,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,HRV,Croatia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,14789.9,,HRV,Croatia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,HUN,Hungary,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,12219.6,,HUN,Hungary,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,BGR,Bulgaria,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,7586.9,,BGR,Bulgaria,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,LTU,Lithuania,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,12807,,LTU,Lithuania,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,DNK,Denmark,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,18972.8,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,EST,Estonia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,14431,,EST,Estonia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,LUX,Luxembourg,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,35799.8,,LUX,Luxembourg,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,MLT,Malta,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,16905.1,,MLT,Malta,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,CYP,Cyprus,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,24673.2,,CYP,Cyprus,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,LVA,Latvia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,13149.3,,LVA,Latvia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,24696.6,,BEL,Belgium,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,DNK,Denmark,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,27726,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,HRV,Croatia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,14023.9,,HRV,Croatia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,MLT,Malta,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,16344.5,,MLT,Malta,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,33219.3,,AUT,Austria,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,POL,Poland,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,12809.6,,POL,Poland,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,EST,Estonia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,12426,,EST,Estonia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ROU,Romania,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,7622.1,,ROU,Romania,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,31319.6,,BEL,Belgium,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,SVN,Slovenia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,17413.3,,SVN,Slovenia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,SVN,Slovenia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,19563.4,,SVN,Slovenia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,CYP,Cyprus,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,24177,,CYP,Cyprus,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,FRA,France,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,23767.9,,FRA,France,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,SVK,Slovak Republic,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,12749.3,,SVK,Slovak Republic,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ESP,Spain,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,18122.9,,ESP,Spain,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,CZE,Czechia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,14206.4,,CZE,Czechia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,LTU,Lithuania,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,13986.6,,LTU,Lithuania,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,LVA,Latvia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,12060.5,,LVA,Latvia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,SWE,Sweden,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,19087.4,,SWE,Sweden,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,BGR,Bulgaria,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,7429.9,,BGR,Bulgaria,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,PRT,Portugal,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,17922.2,,PRT,Portugal,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,LUX,Luxembourg,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,31861.4,,LUX,Luxembourg,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,28895.4,,AUT,Austria,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,GRC,Greece,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,22309.9,,GRC,Greece,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ESP,Spain,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,22168.9,,ESP,Spain,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,SWE,Sweden,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,23764.5,,SWE,Sweden,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
