STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,ACTIVITY,Economic activity,PRICES,Price base,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,REF_YEAR_PRICE,Price reference year,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CURRENCY,Currency
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2003,,26877.8,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2004,,27013.2,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2004,,30165,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2005,,30223.3,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2005,,26987.7,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,27110,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,30409.2,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,30841.2,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,27287.8,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2008,,26627.4,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2008,,30229.2,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2009,,28962.4,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2009,,25897.1,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2010,,25289.6,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2010,,28299.9,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2011,,27947.7,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2011,,25099.4,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2012,,23624.4,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2012,,26443.3,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2013,,25953.8,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2013,,23427.1,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2014,,23521.7,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2014,,25912.6,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2015,,26297.5,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2015,,23816.8,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2016,,24157.2,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2016,,26682.8,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,27031.4,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,24441.8,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2018,,24695.3,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2018,,27378.3,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2019,,27503.7,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2019,,24783,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2020,,24287.4,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2020,,25611,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1989,,25342.4,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1989,,18940.5,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1990,,24445.2,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1990,,18561.3,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1991,,18380.1,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1991,,23581.8,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1992,,23531.4,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1992,,18574.3,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1993,,18821.9,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1993,,23936.6,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1994,,24768.3,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1994,,19211.7,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1995,,19220.3,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1995,,25018.1,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1996,,25787.9,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1996,,19808.9,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1997,,20057,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1997,,26104.7,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1998,,26932,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1998,,20454.5,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1999,,21031.4,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1999,,27899.5,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2000,,28234.5,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2000,,21814.1,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2001,,22445.5,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2001,,29036.2,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2002,,29302.6,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2002,,22324.1,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2003,,23451.4,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2003,,31010.4,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2004,,32734.9,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2004,,24551.6,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2005,,24862.5,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2005,,33340.8,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,34817.9,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,25973.2,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B6N,"Disposable income, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,27045.6,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_INC(2.0),Income - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,B5N,"Primary incomes, net",_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,36498.1,,AUS,Australia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
