STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2016,,24.62,,AUT,Austria,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2017,,25.69,,AUT,Austria,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2018,,25.24,,AUT,Austria,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2019,,25.57,,AUT,Austria,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2020,,23.83,,AUT,Austria,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2016,,30.25,,AUT,Austria,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2019,,29.68,,AUT,Austria,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2020,,30.32,,AUT,Austria,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2015,,29.64,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2010,,42.09,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2012,,29.52,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2011,,41.91,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2017,,29.07,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2014,,42.44,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2015,,41.59,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2016,,43.38,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2017,,43.63,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2018,,42.73,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2019,,43.61,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2020,,61.61,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2021,,62.87,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2016,,29.21,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2011,,30.04,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2019,,27.63,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2020,,38.39,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2021,,37.13,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2010,,29.96,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2018,,28.72,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2013,,29.52,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2012,,43.14,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2013,,42.36,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2011,,25.79,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2019,,26.5,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2010,,48.15,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2010,,26.76,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2014,,26.63,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2015,,25.73,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2012,,27.78,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2017,,25.77,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2018,,25.38,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2011,,48.74,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2013,,27.27,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2012,,46.55,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2013,,46.51,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2014,,47.32,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2015,,47.34,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2016,,46.8,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2017,,47.24,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2018,,47.71,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2019,,47.32,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,COL,Colombia,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2019,,36.3,,COL,Colombia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,COL,Colombia,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2020,,34.33,,COL,Colombia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,COL,Colombia,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2017,,39.19,,COL,Colombia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,COL,Colombia,_Z,Not applicable,HOME_OWN_MORTGAGE,Homeowners with a morgage,_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2010,,4.47,,COL,Colombia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,COL,Colombia,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2012,,42.45,,COL,Colombia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_SOC(2.2),Social statistics - Regions,I,A,Annual,CTRY,Country,COL,Colombia,_Z,Not applicable,HOME_OWN_OUTRIGHT,Outright homeowners (without a morgage),_Z,Not applicable,_T,Total,PT_POP,Percentage of population,2014,,41.22,,COL,Colombia,A,Normal value,0,Units,1,One
