STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Fréquence d'observation,REF_AREA,Zone de référence,SECTOR,Secteur institutionnel,COUNTERPART_SECTOR,Secteur institutionnel de contrepartie,TRANSACTION,Transaction,INSTR_ASSET,Instruments financiers et actifs non financiers,ACTIVITY,Activité économique,EXPENDITURE,Dépense,UNIT_MEASURE,Unité de mesure,PRICE_BASE,Type de prix,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Identifiant de tableau,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,REF_YEAR_PRICE,Prix ​​année de référence,CONF_STATUS,Statut de confidentialité,DECIMALS,Décimales,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,CURRENCY,Monnaie
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP01,Produits alimentaires et boissons non alcoolisées,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2009,,1571.75,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP07,Transports,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2009,,875.45,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP10,Enseignement,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2009,,68.38,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP05,"Meubles, articles de ménage et entretien courant du foyer",XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2009,,305.37,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP06,Santé,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2009,,226.4,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP11,Restaurants et hôtels,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2009,,470.92,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP04,"Logement, eau, gaz, électricité et autres combustibles",XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2010,,1660.64,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP12,Biens et services divers,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2010,,603.23,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP02,"Boissons alcoolisées, tabac et stupéfiants",XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2010,,689.48,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP08,Communications,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2010,,302.22,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP03,Articles d'habillement et chaussures,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2010,,484.19,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,_T,Total,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2010,,7934.46,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP09,Loisirs et culture,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2010,,572.56,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP01,Produits alimentaires et boissons non alcoolisées,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2010,,1572.67,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP07,Transports,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2010,,952.27,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP10,Enseignement,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2010,,64.98,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP05,"Meubles, articles de ménage et entretien courant du foyer",XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2010,,293.91,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP06,Santé,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2010,,231.24,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP11,Restaurants et hôtels,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2010,,507.07,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP04,"Logement, eau, gaz, électricité et autres combustibles",XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2011,,1705.54,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP12,Biens et services divers,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2011,,642.31,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP02,"Boissons alcoolisées, tabac et stupéfiants",XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2011,,767.91,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP08,Communications,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2011,,309.71,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP03,Articles d'habillement et chaussures,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2011,,524.46,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP09,Loisirs et culture,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2011,,612.79,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,_T,Total,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2011,,8565.6,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP06,Santé,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2011,,240.31,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP11,Restaurants et hôtels,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2011,,596.01,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP05,"Meubles, articles de ménage et entretien courant du foyer",XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2011,,305.09,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP10,Enseignement,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2011,,63.73,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP07,Transports,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2011,,1083.78,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP01,Produits alimentaires et boissons non alcoolisées,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2011,,1713.96,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP04,"Logement, eau, gaz, électricité et autres combustibles",XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2012,,1832.63,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP12,Biens et services divers,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2012,,685.69,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP02,"Boissons alcoolisées, tabac et stupéfiants",XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2012,,846.51,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP08,Communications,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2012,,306.91,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP03,Articles d'habillement et chaussures,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2012,,601.08,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,_T,Total,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2012,,9327.87,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP09,Loisirs et culture,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2012,,676.68,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP07,Transports,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2012,,1209.02,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP10,Enseignement,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2012,,65.21,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP05,"Meubles, articles de ménage et entretien courant du foyer",XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2012,,352.26,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP01,Produits alimentaires et boissons non alcoolisées,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2012,,1826.97,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP06,Santé,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2012,,257.61,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP11,Restaurants et hôtels,XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2012,,667.3,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),Dépenses annuelles de consommation finale des ménages (COICOP),I,A,Annuelle,EST,Estonie,S14,Ménages,S1,Economie totale,P31DC,Dépense de consommation finale des résidents et non-résidents sur le territoire économique,_Z,Non applicable,_Z,Non applicable,CP04,"Logement, eau, gaz, électricité et autres combustibles",XDC,Monnaie nationale,V,Prix courants,N,Données non transformées,T0117,Tableau 0117 - Dépenses de consommation finale des ménages par durabilité,2013,,1908.6,,,,F,Libre (libre pour publication),1,One,A,Valeur normale,6,Millions,EUR,Euro
