STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Fréquence d'observation,TERRITORIAL_LEVEL,Niveau territorial,REF_AREA,Zone de référence,TERRITORIAL_TYPE,Typologie territoriale,MEASURE,Mesure,AGE,Âge,SEX,Sexe,UNIT_MEASURE,Unité de mesure,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,COUNTRY,Pays,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,DECIMALS,Décimales
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BEL,Belgique,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,M,Sexe masculin,PS,Personnes,1999,,923814,,BEL,Belgique,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,LTU,Lituanie,_Z,N'est pas applicable,POP,Population,_T,Total,M,Sexe masculin,PS,Personnes,1999,,1657561,,LTU,Lituanie,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,MLT,Malte,_Z,N'est pas applicable,POP,Population,_T,Total,M,Sexe masculin,PS,Personnes,1999,,191120,,MLT,Malte,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,CYP,Chypre,_Z,N'est pas applicable,POP,Population,_T,Total,M,Sexe masculin,PS,Personnes,1999,,336325,,CYP,Chypre,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,CHE,Suisse,_Z,N'est pas applicable,POP,Population,_T,Total,M,Sexe masculin,PS,Personnes,1999,,3478689,,CHE,Suisse,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,SVN,Slovénie,_Z,N'est pas applicable,POP,Population,Y15T19,De 15 à 19 ans,M,Sexe masculin,PS,Personnes,1999,,74163,,SVN,Slovénie,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,KOR,Corée,_Z,N'est pas applicable,POP,Population,_T,Total,M,Sexe masculin,PS,Personnes,1999,,23457837,,KOR,Corée,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,NLD,Pays-Bas,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PS,Personnes,1999,,866421,,NLD,Pays-Bas,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,LUX,Luxembourg,_Z,N'est pas applicable,POP,Population,_T,Total,M,Sexe masculin,PS,Personnes,1999,,210341,,LUX,Luxembourg,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,POL,Pologne,_Z,N'est pas applicable,POP,Population,_T,Total,M,Sexe masculin,PS,Personnes,1999,,18798257,,POL,Pologne,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,GBR,Royaume-Uni,_Z,N'est pas applicable,POP,Population,Y15T19,De 15 à 19 ans,M,Sexe masculin,PS,Personnes,1999,,1839400,,GBR,Royaume-Uni,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,NZL,Nouvelle-Zélande,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,M,Sexe masculin,PS,Personnes,1999,,450460,,NZL,Nouvelle-Zélande,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,HUN,Hongrie,_Z,N'est pas applicable,POP,Population,_T,Total,M,Sexe masculin,PS,Personnes,1999,,4884396,,HUN,Hongrie,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,NOR,Norvège,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,M,Sexe masculin,PS,Personnes,1999,,452866,,NOR,Norvège,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,LVA,Lettonie,_Z,N'est pas applicable,POP,Population,_T,Total,M,Sexe masculin,PS,Personnes,1999,,1105438,,LVA,Lettonie,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,NLD,Pays-Bas,_Z,N'est pas applicable,POP,Population,_T,Total,M,Sexe masculin,PS,Personnes,1999,,7793271,,NLD,Pays-Bas,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,AUT,Autriche,_Z,N'est pas applicable,POP,Population,Y15T19,De 15 à 19 ans,M,Sexe masculin,PS,Personnes,1999,,245358,,AUT,Autriche,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,RUS,Russie,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PS,Personnes,1999,,5694387,,RUS,Russie,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,IRL,Irlande,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PS,Personnes,1999,,181376,,IRL,Irlande,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,ROU,Roumanie,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PS,Personnes,1999,,1214638,,ROU,Roumanie,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,JPN,Japon,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,M,Sexe masculin,PS,Personnes,1999,,9603000,,JPN,Japon,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,PER,Pérou,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PS,Personnes,1999,,548201,,PER,Pérou,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,POL,Pologne,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PS,Personnes,1999,,1749589,,POL,Pologne,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,SVN,Slovénie,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,M,Sexe masculin,PS,Personnes,1999,,168512,,SVN,Slovénie,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,ISL,Islande,_Z,N'est pas applicable,POP,Population,_T,Total,M,Sexe masculin,PS,Personnes,1999,,138086,,ISL,Islande,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,LUX,Luxembourg,_Z,N'est pas applicable,POP,Population,Y15T19,De 15 à 19 ans,M,Sexe masculin,PS,Personnes,1999,,12020,,LUX,Luxembourg,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,NZL,Nouvelle-Zélande,_Z,N'est pas applicable,POP,Population,Y15T19,De 15 à 19 ans,M,Sexe masculin,PS,Personnes,1999,,138370,,NZL,Nouvelle-Zélande,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,RUS,Russie,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,M,Sexe masculin,PS,Personnes,1999,,14695718,,RUS,Russie,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,PRT,Portugal,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,M,Sexe masculin,PS,Personnes,1999,,872935,,PRT,Portugal,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,TUR,Türkiye,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,M,Sexe masculin,PS,Personnes,1999,,10212133,,TUR,Türkiye,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,TUR,Türkiye,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PS,Personnes,1999,,1571602,,TUR,Türkiye,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BGR,Bulgarie,_Z,N'est pas applicable,POP,Population,Y15T19,De 15 à 19 ans,M,Sexe masculin,PS,Personnes,1999,,296155,,BGR,Bulgarie,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,FRA,France,_Z,N'est pas applicable,POP,Population,_T,Total,M,Sexe masculin,PS,Personnes,1999,,29214237,,FRA,France,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,ITA,Italie,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,M,Sexe masculin,PS,Personnes,1999,,4193553,,ITA,Italie,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,CZE,Tchèquie,_Z,N'est pas applicable,POP,Population,Y15T19,De 15 à 19 ans,M,Sexe masculin,PS,Personnes,1999,,375486,,CZE,Tchéquie,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,AUT,Autriche,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,M,Sexe masculin,PS,Personnes,1999,,708398,,AUT,Autriche,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,LVA,Lettonie,_Z,N'est pas applicable,POP,Population,Y15T19,De 15 à 19 ans,M,Sexe masculin,PS,Personnes,1999,,88179,,LVA,Lettonie,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,LUX,Luxembourg,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PS,Personnes,1999,,23958,,LUX,Luxembourg,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,USA,États-Unis,_Z,N'est pas applicable,POP,Population,Y15T19,De 15 à 19 ans,M,Sexe masculin,PS,Personnes,1999,,10323033,,USA,États-Unis,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,GRC,Grèce,_Z,N'est pas applicable,POP,Population,Y15T19,De 15 à 19 ans,M,Sexe masculin,PS,Personnes,1999,,385071,,GRC,Grèce,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,MKD,Macédoine du Nord,_Z,N'est pas applicable,POP,Population,_T,Total,M,Sexe masculin,PS,Personnes,1999,,1007266,,MKD,Macédoine du Nord,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,ROU,Roumanie,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,M,Sexe masculin,PS,Personnes,1999,,2178751,,ROU,Roumanie,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,DEU,Allemagne,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PS,Personnes,1999,,4890795,,DEU,Allemagne,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,USA,États-Unis,_Z,N'est pas applicable,POP,Population,_T,Total,M,Sexe masculin,PS,Personnes,1999,,136802873,,USA,États-Unis,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,MLT,Malte,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,M,Sexe masculin,PS,Personnes,1999,,40650,,MLT,Malte,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,NOR,Norvège,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PS,Personnes,1999,,285804,,NOR,Norvège,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,RUS,Russie,_Z,N'est pas applicable,POP,Population,_T,Total,M,Sexe masculin,PS,Personnes,1999,,70014893,,RUS,Russie,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,ESP,Espagne,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PS,Personnes,1999,,2753552,,ESP,Espagne,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,COL,Colombie,_Z,N'est pas applicable,POP,Population,Y15T19,De 15 à 19 ans,M,Sexe masculin,PS,Personnes,1999,,1865034,,COL,Colombie,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,MEX,Mexique,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,M,Sexe masculin,PS,Personnes,1999,,17083004,,MEX,Mexique,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,CHL,Chili,_Z,N'est pas applicable,POP,Population,Y15T19,De 15 à 19 ans,M,Sexe masculin,PS,Personnes,1999,,656230,,CHL,Chili,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,CHL,Chili,_Z,N'est pas applicable,POP,Population,_T,Total,M,Sexe masculin,PS,Personnes,1999,,7520455,,CHL,Chili,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,ISR,Israël,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PS,Personnes,1999,,256400,,ISR,Israël,A,Valeur normale,0,Units,0,Zero
