STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Fréquence d'observation,TERRITORIAL_LEVEL,Niveau territorial,REF_AREA,Zone de référence,TERRITORIAL_TYPE,Typologie territoriale,MEASURE,Mesure,AGE,Âge,SEX,Sexe,UNIT_MEASURE,Unité de mesure,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,COUNTRY,Pays,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,DECIMALS,Décimales
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,IRL,Irlande,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PT_POP,Pourcentage de la population,2016,,6.14,,IRL,Irlande,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,DEU,Allemagne,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,_T,Total,PT_POP,Pourcentage de la population,2016,,21.05,,DEU,Allemagne,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,CHL,Chili,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,_T,Total,PT_POP,Pourcentage de la population,2016,,10.93,,CHL,Chili,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,ROU,Roumanie,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,F,Sexe féminin,PT_POP,Pourcentage de la population,2016,,7.54,,ROU,Roumanie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,DNK,Danemark,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,_T,Total,PT_POP,Pourcentage de la population,2016,,18.83,,DNK,Danemark,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,LUX,Luxembourg,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,_T,Total,PT_POP,Pourcentage de la population,2016,,16.47,,LUX,Luxembourg,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,ALB,Albanie,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,F,Sexe féminin,PT_POP,Pourcentage de la population,2016,,8.82,,ALB,Albanie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,COL,Colombie,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,F,Sexe féminin,PT_POP,Pourcentage de la population,2016,,4.54,,COL,Colombie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,GRC,Grèce,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,F,Sexe féminin,PT_POP,Pourcentage de la population,2016,,11.84,,GRC,Grèce,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,FRA,France,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,_T,Total,PT_POP,Pourcentage de la population,2016,,18.86,,FRA,France,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,CHE,Suisse,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,_T,Total,PT_POP,Pourcentage de la population,2016,,14.85,,CHE,Suisse,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,LVA,Lettonie,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,_T,Total,PT_POP,Pourcentage de la population,2016,,19.63,,LVA,Lettonie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,CHE,Suisse,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PT_POP,Pourcentage de la population,2016,,7.92,,CHE,Suisse,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,POL,Pologne,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PT_POP,Pourcentage de la population,2016,,6.22,,POL,Pologne,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,RUS,Russie,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,M,Sexe masculin,PT_POP,Pourcentage de la population,2016,,8.79,,RUS,Russie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,SWE,Suède,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,F,Sexe féminin,PT_POP,Pourcentage de la population,2016,,10.67,,SWE,Suède,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,ITA,Italie,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,F,Sexe féminin,PT_POP,Pourcentage de la population,2016,,6.63,,ITA,Italie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BRA,Brésil,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,F,Sexe féminin,PT_POP,Pourcentage de la population,2016,,4.9,,BRA,Brésil,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BEL,Belgique,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,F,Sexe féminin,PT_POP,Pourcentage de la population,2016,,10.32,,BEL,Belgique,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,AUS,Australie,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,_T,Total,PT_POP,Pourcentage de la population,2016,,18.9,,AUS,Australie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,AUS,Australie,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PT_POP,Pourcentage de la population,2016,,7.09,,AUS,Australie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,ARG,Argentine,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,F,Sexe féminin,PT_POP,Pourcentage de la population,2016,,12.14,,ARG,Argentine,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,ALB,Albanie,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,F,Sexe féminin,PT_POP,Pourcentage de la population,2016,,6.61,,ALB,Albanie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,TUR,Türkiye,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,M,Sexe masculin,PT_POP,Pourcentage de la population,2016,,12.31,,TUR,Türkiye,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,AUT,Autriche,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,M,Sexe masculin,PT_POP,Pourcentage de la population,2016,,7.37,,AUT,Autriche,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,ARG,Argentine,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,F,Sexe féminin,PT_POP,Pourcentage de la population,2016,,6.4,,ARG,Argentine,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,NLD,Pays-Bas,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,_T,Total,PT_POP,Pourcentage de la population,2016,,18.17,,NLD,Pays-Bas,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,NOR,Norvège,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,M,Sexe masculin,PT_POP,Pourcentage de la population,2016,,9.17,,NOR,Norvège,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,CZE,Tchèquie,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,_T,Total,PT_POP,Pourcentage de la population,2016,,18.31,,CZE,Tchéquie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,COL,Colombie,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,_T,Total,PT_POP,Pourcentage de la population,2016,,24.71,,COL,Colombie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BRA,Brésil,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,M,Sexe masculin,PT_POP,Pourcentage de la population,2016,,11.15,,BRA,Brésil,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,EST,Estonie,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PT_POP,Pourcentage de la population,2016,,6.44,,EST,Estonie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,FRA,France,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,F,Sexe féminin,PT_POP,Pourcentage de la population,2016,,10.81,,FRA,France,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,COL,Colombie,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,_T,Total,PT_POP,Pourcentage de la population,2016,,8.32,,COL,Colombie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,DNK,Danemark,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,F,Sexe féminin,PT_POP,Pourcentage de la population,2016,,8.2,,DNK,Danemark,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,ISR,Israël,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,_T,Total,PT_POP,Pourcentage de la population,2016,,11.43,,ISR,Israël,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,ISR,Israël,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,_T,Total,PT_POP,Pourcentage de la population,2016,,27.56,,ISR,Israël,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,FRA,France,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,_T,Total,PT_POP,Pourcentage de la population,2016,,18.43,,FRA,France,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,SWE,Suède,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PT_POP,Pourcentage de la population,2016,,9.09,,SWE,Suède,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,NOR,Norvège,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PT_POP,Pourcentage de la population,2016,,7.48,,NOR,Norvège,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,LUX,Luxembourg,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,_T,Total,PT_POP,Pourcentage de la population,2016,,14.22,,LUX,Luxembourg,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,POL,Pologne,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,_T,Total,PT_POP,Pourcentage de la population,2016,,15.04,,POL,Pologne,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BGR,Bulgarie,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PT_POP,Pourcentage de la population,2004,,7.22,,BGR,Bulgarie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BGR,Bulgarie,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,F,Sexe féminin,PT_POP,Pourcentage de la population,2004,,6.85,,BGR,Bulgarie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BGR,Bulgarie,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,_T,Total,PT_POP,Pourcentage de la population,2004,,17.26,,BGR,Bulgarie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BGR,Bulgarie,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,_T,Total,PT_POP,Pourcentage de la population,2004,,14.08,,BGR,Bulgarie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BGR,Bulgarie,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,M,Sexe masculin,PT_POP,Pourcentage de la population,2004,,7.23,,BGR,Bulgarie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BGR,Bulgarie,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,F,Sexe féminin,PT_POP,Pourcentage de la population,2004,,10.04,,BGR,Bulgarie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BGR,Bulgarie,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,F,Sexe féminin,PT_POP,Pourcentage de la population,2013,,11.54,,BGR,Bulgarie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BGR,Bulgarie,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,M,Sexe masculin,PT_POP,Pourcentage de la population,2013,,7.11,,BGR,Bulgarie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BGR,Bulgarie,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,_T,Total,PT_POP,Pourcentage de la population,2013,,13.84,,BGR,Bulgarie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BGR,Bulgarie,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,_T,Total,PT_POP,Pourcentage de la population,2013,,19.41,,BGR,Bulgarie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BGR,Bulgarie,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,F,Sexe féminin,PT_POP,Pourcentage de la population,2013,,6.73,,BGR,Bulgarie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BGR,Bulgarie,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PT_POP,Pourcentage de la population,2013,,7.87,,BGR,Bulgarie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BGR,Bulgarie,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,F,Sexe féminin,PT_POP,Pourcentage de la population,2015,,12.21,,BGR,Bulgarie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BGR,Bulgarie,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,M,Sexe masculin,PT_POP,Pourcentage de la population,2015,,7.15,,BGR,Bulgarie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BGR,Bulgarie,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,_T,Total,PT_POP,Pourcentage de la population,2015,,13.9,,BGR,Bulgarie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BGR,Bulgarie,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,_T,Total,PT_POP,Pourcentage de la population,2015,,20.48,,BGR,Bulgarie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BGR,Bulgarie,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,F,Sexe féminin,PT_POP,Pourcentage de la population,2015,,6.75,,BGR,Bulgarie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BGR,Bulgarie,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PT_POP,Pourcentage de la population,2015,,8.27,,BGR,Bulgarie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BGR,Bulgarie,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PT_POP,Pourcentage de la population,2016,,8.51,,BGR,Bulgarie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,BGR,Bulgarie,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,F,Sexe féminin,PT_POP,Pourcentage de la population,2016,,6.74,,BGR,Bulgarie,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,KOR,Corée,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,F,Sexe féminin,PT_POP,Pourcentage de la population,2013,,6.96,,KOR,Corée,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,KOR,Corée,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,_T,Total,PT_POP,Pourcentage de la population,2013,,14.45,,KOR,Corée,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,KOR,Corée,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,_T,Total,PT_POP,Pourcentage de la population,2013,,11.78,,KOR,Corée,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,KOR,Corée,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,F,Sexe féminin,PT_POP,Pourcentage de la population,2013,,6.88,,KOR,Corée,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,KOR,Corée,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,M,Sexe masculin,PT_POP,Pourcentage de la population,2013,,7.49,,KOR,Corée,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,KOR,Corée,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,M,Sexe masculin,PT_POP,Pourcentage de la population,2013,,4.9,,KOR,Corée,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,KOR,Corée,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,F,Sexe féminin,PT_POP,Pourcentage de la population,2015,,6.59,,KOR,Corée,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,KOR,Corée,_Z,N'est pas applicable,POP,Population,Y_LT15,Moins de 15 ans,_T,Total,PT_POP,Pourcentage de la population,2015,,13.64,,KOR,Corée,A,Valeur normale,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(2.0),Population par tranche d'âge de 5 ans - Régions,I,A,Annuelle,CTRY,Pays,KOR,Corée,_Z,N'est pas applicable,POP,Population,Y_GE65,65 ans et plus,_T,Total,PT_POP,Pourcentage de la population,2015,,12.69,,KOR,Corée,A,Valeur normale,0,Units,2,Two
