STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Zone de référence,MEASURE,Mesure,UNIT_MEASURE,Unité de measure,SEX,Sexe,AGE,Âge,TIME_HORIZ,Horizon temporel,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,DECIMALS,Décimales
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2018,,552085,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2019,,554174,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2020,,556511,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2021,,560283,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1990,,51246,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1991,,52216,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1992,,53292,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1993,,54469,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1994,,55787,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1995,,57234,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1996,,58625,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1997,,59711,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1998,,60613,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1999,,61479,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2000,,61419,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2001,,61431,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2002,,62401,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2003,,63261,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2004,,64293,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2005,,65475,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2006,,66414,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2007,,67260,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2008,,68292,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2009,,69466,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2010,,70563,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2011,,72174,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2012,,74159,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2013,,76214,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2014,,78607,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2015,,80898,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2016,,83041,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2017,,85169,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2018,,87267,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2019,,89559,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2020,,91759,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2021,,93968,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2022,,96713,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1990,,3842500,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1991,,3931500,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1992,,4023000,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1993,,4120000,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1994,,4206000,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1995,,4282000,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1996,,4362000,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1997,,4442000,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1998,,4523000,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1999,,4603500,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2000,,4684388,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2001,,4768323,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2002,,4861196,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2003,,4911867,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2004,,4980690,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2005,,5039823,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2006,,5090600,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2007,,5120904,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2008,,5133437,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2009,,5146294,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2010,,5178696,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2011,,5252981,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2012,,5403640,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2013,,5572279,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2014,,5772255,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2015,,5968524,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2016,,6186885,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2017,,6402373,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2018,,6618694,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2019,,6835529,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,POL,Pologne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2022,,7255004,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,ESP,Espagne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1990,,5275669,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,ESP,Espagne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1991,,5415687,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,ESP,Espagne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1992,,5557238,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,ESP,Espagne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1993,,5704444,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,ESP,Espagne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1994,,5857732,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,ESP,Espagne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1995,,6015656,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,ESP,Espagne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1996,,6171390,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,ESP,Espagne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1997,,6324249,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,ESP,Espagne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1998,,6482789,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,ESP,Espagne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,1999,,6616985,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,ESP,Espagne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2000,,6749830,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,ESP,Espagne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2001,,6898556,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,ESP,Espagne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2002,,7026593,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,ESP,Espagne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2003,,7119244,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,ESP,Espagne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2004,,7154260,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,ESP,Espagne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2005,,7230328,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,ESP,Espagne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2006,,7362321,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,ESP,Espagne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2007,,7451435,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,ESP,Espagne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2008,,7577395,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,ESP,Espagne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2009,,7727114,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,ESP,Espagne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2010,,7892790,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,ESP,Espagne,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2011,,8052204,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,TUR,Türkiye,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2000,,4332095.5,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,TUR,Türkiye,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2001,,4369851.5,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,TUR,Türkiye,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2002,,4410773,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,TUR,Türkiye,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2003,,4459880,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,TUR,Türkiye,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2004,,4522403,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,TUR,Türkiye,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2005,,4601910.5,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,TUR,Türkiye,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2006,,4698588,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,TUR,Türkiye,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2008,,4946802,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,TUR,Türkiye,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2009,,4988421,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,TUR,Türkiye,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2010,,5205578,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,TUR,Türkiye,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2011,,5409230,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,TUR,Türkiye,POP,Population,PS,Personnes,_T,Total,Y_GE65,65 ans et plus,H,Historical,2012,,5586363,,A,Valeur normale,0,Units,0,Zero
