Year,REF_AREA,birth_rate,fertility,emp_rate,20-,20-64,65+,Alcohol_Tobacco,Clothing_Footwear,Communication,Education,Food,Health,Household_Goods,Housing_Utilities,Other_Services,Recreation_Culture,Restaurants_Hotels,Transport,gov_spending,"Couple, 2 children","Couple, no children","Single person, no children"
2005,GRC,9.804,1.34,64.45,20.78,60.85,18.37,4.36,6.54,2.92,2.36,15.53,4.94,4.49,17.94,8.77,5.0,14.43,12.72,0.797,24.08,23.28,24.71
2005,LVA,9.725,1.39,69.12,22.76,60.42,16.82,8.11,4.94,3.32,2.48,21.46,3.87,3.19,18.61,5.06,9.36,7.33,12.26,1.289,22.62,28.95,29.41
2005,SWE,11.246,1.77,78.2,23.91,58.82,17.27,3.57,4.82,3.26,0.28,11.85,3.0,5.4,26.86,10.06,11.51,5.34,14.05,3.133,26.07,30.4,31.19
2005,ESP,10.736,1.33,67.53,19.77,63.67,16.56,4.15,5.46,2.55,1.42,13.01,3.33,5.51,17.37,9.78,8.52,16.82,12.08,1.111,16.57,18.6,20.29
2005,SVK,10.131,1.27,64.51,24.5,63.79,11.71,5.51,4.57,3.8,1.56,14.53,1.71,5.68,31.88,7.83,8.84,6.84,7.26,1.519,13.93,20.7,22.21
2005,DEU,8.313,1.34,69.41,20.13,60.93,18.94,3.56,5.26,2.8,0.72,10.94,4.49,6.47,24.75,12.58,10.13,4.85,13.44,2.013,33.32,39.59,42.21
2005,LUX,11.645,1.63,69.01,24.31,61.61,14.08,10.82,5.12,1.64,0.46,8.59,2.3,6.66,21.37,11.37,6.76,7.24,17.68,3.569,10.02,20.51,25.89
2005,ISL,14.579,2.05,84.48,29.41,58.86,11.73,4.69,4.51,2.5,1.33,11.7,2.94,6.46,19.88,8.78,11.72,7.76,17.71,2.857,26.3,26.57,28.16
2006,ISL,14.722,2.08,85.2,29.0,59.37,11.63,4.53,4.53,2.48,1.32,11.79,2.83,6.24,20.3,9.74,11.18,7.9,17.18,2.963,25.64,26.34,27.81
2006,LUX,11.755,1.65,69.09,24.23,61.72,14.05,9.41,5.09,1.69,0.57,8.59,2.56,6.88,21.62,12.01,6.98,7.03,17.58,3.347,10.75,21.1,26.57
2006,DEU,8.16,1.33,71.12,19.84,60.63,19.53,3.51,5.23,2.71,0.74,10.7,4.5,6.73,24.88,12.47,10.0,4.89,13.65,1.707,33.7,39.9,42.51
2006,SVK,10.033,1.25,65.96,23.86,64.31,11.83,5.22,4.36,3.93,1.54,14.68,1.7,5.76,31.77,8.01,8.65,7.44,6.94,1.418,14.38,21.02,22.48
2006,ESP,10.936,1.36,68.99,19.72,63.68,16.6,3.92,5.55,2.53,1.37,12.73,3.31,5.56,18.03,10.11,8.22,16.43,12.24,1.136,16.86,18.83,20.48
2006,SWE,11.706,1.85,78.83,23.83,58.84,17.33,3.42,4.97,3.14,0.29,11.88,3.0,5.59,26.44,10.6,11.63,5.48,13.58,3.222,25.06,29.93,30.88
2006,LVA,10.266,1.46,73.16,22.22,60.58,17.2,7.45,5.35,3.32,2.1,18.88,3.74,3.84,19.87,5.56,8.68,8.6,12.61,1.179,23.08,28.3,28.87
2006,GRC,10.181,1.4,65.55,20.53,60.95,18.52,3.82,6.17,3.57,2.38,14.66,4.97,4.83,17.7,8.95,5.06,14.33,13.55,0.752,25.54,24.6,25.92
2006,CHE,9.836,1.44,80.52,21.81,62.11,16.08,4.09,2.74,2.44,0.82,9.15,13.5,3.8,23.83,11.07,8.91,9.74,9.91,1.393,11.74,17.43,17.4
2006,EST,11.014,1.58,75.61,22.39,60.54,17.08,8.11,6.57,3.06,1.0,17.86,3.04,5.15,17.68,8.1,9.44,6.97,13.02,3.115,11.27,17.8,18.73
2006,IRL,15.547,1.92,74.68,27.31,61.77,10.92,6.18,4.78,3.48,1.32,9.25,3.34,6.6,19.7,12.4,7.74,12.93,12.28,2.593,10.86,16.26,21.5
2006,NOR,12.617,1.9,79.49,25.96,59.36,14.68,4.33,5.52,3.13,0.37,12.31,2.85,6.03,21.28,9.9,12.93,5.86,15.5,2.68,24.21,27.72,29.09
2006,AUT,9.439,1.41,71.58,21.73,61.61,16.67,3.28,6.13,2.6,0.83,9.88,3.72,6.79,20.94,10.82,10.02,11.49,13.49,2.795,23.33,31.03,33.44
2006,FIN,11.196,1.84,74.03,23.3,60.46,16.23,5.17,4.88,2.66,0.44,11.88,4.32,5.36,24.0,9.38,12.07,6.7,13.14,2.805,23.54,28.05,30.59
2006,SVN,9.45,1.31,71.49,20.07,64.18,15.75,5.11,5.21,3.45,1.16,14.33,3.49,5.9,19.26,9.6,10.92,6.5,15.08,1.884,23.67,32.97,34.84
2006,ITA,9.607,1.37,62.41,19.06,61.0,19.94,4.18,6.71,3.04,0.92,14.61,3.13,6.91,20.29,10.65,6.97,8.94,13.65,1.28,23.3,27.01,28.75
2006,PRT,10.031,1.37,72.58,21.35,61.2,17.45,3.64,6.48,3.2,1.45,15.77,4.52,6.2,14.31,11.8,7.06,10.58,14.99,1.163,15.08,18.94,21.23
2006,HUN,9.911,1.34,62.65,21.52,62.62,15.87,6.91,3.2,3.94,1.69,16.49,3.9,5.85,19.15,8.59,8.55,6.11,15.62,3.262,21.78,30.47,35.24
2006,DNK,11.973,1.85,79.68,24.52,60.23,15.26,3.88,4.43,1.93,0.72,10.81,2.69,5.42,26.02,12.74,12.28,5.39,13.69,3.448,32.98,36.97,38.59
2006,NLD,11.329,1.72,73.98,24.26,61.36,14.37,2.87,5.38,4.3,0.61,10.14,2.53,6.02,20.79,16.02,10.97,7.19,13.39,1.801,26.47,30.37,32.49
2006,GBR,12.303,1.48,74.84,24.36,59.77,15.87,3.92,5.04,2.51,1.12,7.84,1.27,5.04,25.88,12.95,10.47,10.19,13.85,2.836,22.05,25.68,26.89
2006,LTU,8.999,1.33,71.28,23.85,59.68,16.47,6.86,7.79,2.43,0.76,24.04,4.31,5.91,14.68,7.93,6.81,2.72,15.75,1.66,21.2,25.95,27.11
2006,FRA,13.105,2.0,68.88,25.09,58.57,16.34,3.53,4.67,3.21,0.38,12.82,3.92,5.41,24.27,12.34,9.26,6.65,14.0,2.852,21.74,26.92,27.71
2006,POL,9.808,1.27,60.12,23.43,63.22,13.35,6.96,4.62,3.24,1.31,22.22,4.01,4.3,22.36,10.91,5.88,2.69,11.48,1.186,28.2,28.2,28.71
2007,POL,10.174,1.31,62.74,22.85,63.72,13.44,7.15,4.45,3.12,1.3,21.77,4.01,4.32,21.89,11.09,5.89,2.67,12.35,1.154,23.04,27.28,27.79
2007,FRA,12.851,1.98,69.38,24.99,58.66,16.36,3.43,4.59,3.19,0.38,12.62,3.91,5.44,24.19,12.95,9.15,6.67,14.06,2.827,21.99,26.99,27.76
2007,LTU,9.237,1.36,72.71,23.29,59.89,16.82,6.3,7.89,2.36,0.64,23.82,4.18,5.72,14.19,8.68,7.23,2.67,16.31,1.658,20.29,24.3,25.24
2007,GBR,12.59,1.48,74.92,24.26,59.85,15.89,3.61,4.92,2.42,1.23,7.81,1.68,5.02,25.67,13.14,10.28,10.09,14.09,3.111,22.66,25.83,27.01
2007,NLD,11.085,1.72,75.71,24.1,61.3,14.6,2.86,5.44,4.05,0.64,10.12,2.59,6.1,20.44,16.13,11.23,7.34,13.14,1.288,26.3,30.34,32.47
2007,DNK,11.764,1.84,79.29,24.53,60.01,15.46,3.89,4.59,1.98,0.69,10.86,2.73,5.58,25.76,12.63,12.2,5.6,13.51,3.666,33.19,37.07,38.77
2007,HUN,9.697,1.32,62.29,21.29,62.65,16.06,7.17,3.33,3.71,1.58,17.0,3.78,5.4,19.29,8.81,8.25,6.38,15.31,3.219,25.65,34.12,38.81
2007,PRT,9.731,1.35,72.54,21.17,61.2,17.63,3.12,6.26,3.07,1.44,15.73,4.74,6.13,14.45,12.78,6.79,10.57,14.92,1.153,15.18,19.0,21.55
2007,ITA,9.638,1.4,62.72,19.07,60.83,20.11,4.3,6.6,2.97,0.93,14.49,3.07,6.84,20.42,10.91,7.03,9.1,13.36,1.267,22.27,27.33,29.19
2007,SVN,9.86,1.38,72.39,19.71,64.27,16.02,4.99,5.55,3.23,1.28,14.16,3.46,6.06,18.33,9.93,10.64,6.88,15.49,1.71,23.84,31.7,32.85
2007,FIN,11.129,1.83,74.85,23.19,60.32,16.49,5.02,4.88,2.68,0.42,11.98,4.34,5.44,23.68,9.77,12.35,6.7,12.73,2.717,23.56,27.81,30.41
2007,AUT,9.206,1.38,72.84,21.5,61.46,17.04,3.32,6.09,2.49,0.85,9.94,3.78,6.85,20.61,11.21,9.89,11.6,13.39,2.664,24.02,31.48,33.84
2007,NOR,12.488,1.9,80.92,25.88,59.48,14.64,4.26,5.68,2.93,0.41,12.09,2.78,5.96,20.41,10.45,12.65,5.93,16.44,2.733,24.73,28.04,29.54
2007,IRL,16.449,2.01,75.23,26.87,62.37,10.76,6.04,4.66,3.24,1.33,9.12,3.19,6.58,20.59,12.21,7.94,12.73,12.39,2.703,9.56,15.08,20.35
2007,EST,11.747,1.69,76.61,22.03,60.6,17.37,7.88,7.1,2.88,0.96,17.19,3.01,4.98,18.0,8.11,9.31,6.96,13.61,1.611,12.6,17.95,18.69
2007,CHE,9.921,1.46,81.33,21.59,62.12,16.29,3.95,2.8,2.41,0.84,8.98,13.61,3.81,23.67,11.62,8.84,9.62,9.86,1.337,12.18,17.75,17.7
2007,GRC,10.142,1.41,65.81,20.33,61.05,18.62,3.88,6.43,3.5,2.39,14.91,4.67,4.7,17.6,9.33,5.08,13.88,13.63,0.853,24.51,24.4,25.67
2007,LVA,10.846,1.54,75.17,21.69,60.82,17.49,6.64,6.06,3.16,1.99,18.64,3.78,3.95,20.91,6.21,9.42,6.35,12.89,1.145,21.81,27.61,28.3
2007,SWE,11.787,1.88,80.13,23.76,58.8,17.43,3.4,4.93,3.0,0.3,11.85,2.98,5.75,26.04,10.76,11.83,5.56,13.62,3.183,21.83,26.52,27.6
2007,ESP,10.967,1.38,69.74,19.7,63.83,16.47,3.97,5.47,2.58,1.32,12.42,3.34,5.48,18.69,10.54,8.01,15.92,12.26,1.185,16.41,18.9,20.59
2007,SVK,10.129,1.27,67.23,23.27,64.78,11.95,5.22,4.22,3.84,1.48,15.25,1.85,6.15,31.36,8.07,9.04,6.89,6.63,1.352,14.9,21.13,22.57
2007,DEU,8.32,1.37,72.95,19.53,60.53,19.95,3.43,5.38,2.69,0.79,10.82,4.6,6.51,24.65,12.79,10.21,5.04,13.09,1.783,33.48,39.54,42.16
2007,LUX,11.502,1.61,69.57,24.13,61.86,14.01,9.07,5.02,1.7,0.69,8.72,2.43,7.17,21.67,12.17,7.16,7.03,17.17,2.929,12.18,22.13,27.7
2007,ISL,14.821,2.09,85.79,28.59,59.85,11.56,4.44,4.59,2.6,1.26,11.45,2.72,6.48,21.33,9.98,10.25,8.04,16.87,3.33,25.0,25.36,26.83
2008,ISL,15.327,2.15,84.4,28.37,60.04,11.59,4.5,4.73,2.53,1.21,12.53,2.84,5.5,23.73,10.71,9.47,7.71,14.56,3.422,24.34,25.86,27.25
2008,LUX,11.567,1.61,68.78,23.96,62.06,13.98,8.42,4.89,1.61,0.83,8.72,2.41,7.5,21.71,12.93,7.12,7.05,16.81,3.532,12.41,21.99,27.39
2008,DEU,8.301,1.38,74.01,19.21,60.55,20.25,3.31,5.14,2.76,0.78,10.8,4.83,6.16,25.29,12.19,10.51,5.0,13.24,1.866,33.3,39.24,41.85
2008,SVK,10.67,1.34,68.83,22.75,65.19,12.06,4.89,4.58,3.68,1.41,15.17,1.82,6.8,31.12,8.15,9.5,6.33,6.55,1.308,15.91,21.7,23.05
2008,ESP,11.354,1.45,68.49,19.73,63.79,16.48,3.98,5.21,2.66,1.27,12.59,3.46,5.24,19.78,10.41,7.93,15.32,12.14,1.283,14.87,17.27,19.3
2008,SWE,11.903,1.91,80.39,23.66,58.7,17.64,3.44,4.88,2.91,0.31,12.16,3.05,5.8,26.31,10.85,11.75,5.82,12.71,3.322,21.24,25.72,26.92
2008,LVA,11.131,1.58,75.45,21.22,61.07,17.71,7.15,5.23,3.13,1.56,19.22,3.89,3.76,23.1,6.57,9.39,5.92,11.08,1.98,20.04,26.28,27.18
2008,GRC,10.695,1.5,66.29,20.15,61.13,18.72,3.95,6.27,3.51,2.35,14.61,4.47,4.92,18.67,9.26,4.98,13.28,13.74,0.851,23.87,23.77,24.96
2008,CHE,10.1,1.48,82.29,21.36,62.17,16.47,3.8,2.74,2.32,0.84,9.18,13.57,3.98,24.0,11.28,8.78,9.62,9.91,1.267,10.58,16.89,17.13
2008,EST,11.975,1.72,76.93,21.66,60.9,17.44,7.51,6.44,3.78,0.76,19.7,2.76,4.74,17.85,8.9,8.16,6.62,12.78,2.103,10.09,17.15,17.87
2008,IRL,16.863,2.06,73.6,26.96,62.26,10.79,5.97,4.46,3.12,1.51,9.39,3.55,6.06,22.42,10.76,7.52,13.07,12.17,3.182,9.68,15.21,20.45
2008,NOR,12.771,1.96,81.78,25.74,59.6,14.66,4.4,5.5,2.85,0.4,12.27,2.84,5.89,21.03,10.51,12.27,6.16,15.87,2.712,24.94,28.09,29.6
2008,AUT,9.359,1.42,73.81,21.27,61.47,17.26,3.38,6.02,2.35,0.85,10.04,3.67,6.84,20.91,10.73,10.05,11.74,13.42,2.731,24.68,31.94,34.26
2008,FIN,11.231,1.85,75.85,23.06,60.31,16.63,4.94,4.78,2.62,0.41,12.35,4.35,5.37,23.73,9.8,12.23,6.58,12.84,2.781,23.74,27.78,30.36
2008,SVN,10.853,1.53,73.05,19.44,64.23,16.33,4.96,5.44,3.18,1.22,14.51,3.51,5.67,18.67,9.77,10.07,7.12,15.87,1.754,23.71,31.86,33.05
2008,ITA,9.774,1.45,62.86,19.06,60.74,20.2,4.24,6.55,2.84,0.92,14.39,3.18,6.79,20.93,10.95,6.87,9.1,13.22,1.316,22.93,27.76,29.53
2008,PRT,9.911,1.39,73.06,21.0,61.15,17.85,3.0,6.07,3.04,1.51,16.05,4.87,6.04,14.85,13.26,6.64,10.18,14.5,1.234,14.96,18.82,21.4
2008,HUN,9.87,1.35,61.54,21.08,62.66,16.26,7.43,3.17,3.75,1.39,17.26,3.81,4.98,20.17,9.1,7.77,6.44,14.73,3.243,26.01,34.19,38.26
2008,DNK,11.877,1.89,79.21,24.53,59.73,15.74,3.74,4.43,2.12,0.71,11.29,2.68,5.51,26.32,13.02,11.92,5.63,12.63,3.708,32.99,36.8,38.58
2008,NLD,11.254,1.77,77.12,23.94,61.2,14.86,2.95,5.31,3.65,0.68,10.38,2.83,6.08,20.78,15.68,11.19,7.16,13.18,1.498,26.84,30.78,32.84
2008,GBR,12.845,1.48,74.73,24.16,59.84,16.0,3.65,4.97,2.35,1.28,8.06,1.62,4.65,26.37,12.97,10.14,9.92,14.08,3.332,21.29,24.52,25.59
2008,LTU,9.816,1.45,72.01,22.81,60.09,17.1,6.36,6.76,2.25,0.56,24.95,4.48,5.46,14.84,7.92,6.69,2.89,16.83,2.316,19.32,22.68,23.39
2008,FRA,12.932,2.01,69.95,24.89,58.67,16.44,3.37,4.37,3.19,0.39,12.8,3.98,5.2,24.58,13.24,8.83,6.53,14.01,2.81,22.14,27.02,27.78
2008,POL,10.875,1.39,64.99,22.37,64.16,13.47,7.22,4.2,3.08,1.23,20.97,3.96,4.32,21.52,11.64,6.01,2.56,13.3,1.242,20.38,24.55,25.04
2009,POL,10.95,1.4,64.94,21.99,64.52,13.49,7.82,4.0,2.99,1.24,20.56,4.11,4.33,23.34,10.47,6.05,2.59,12.51,1.285,20.12,23.94,24.39
2009,FRA,12.794,2.0,69.01,24.81,58.63,16.55,3.54,4.31,3.28,0.41,13.04,4.16,5.17,25.39,12.24,8.8,6.52,13.68,3.002,22.16,27.08,27.85
2009,LTU,10.103,1.5,66.99,22.43,60.29,17.27,7.4,6.42,2.78,0.67,25.46,4.65,5.5,16.22,7.37,6.31,2.8,14.42,3.451,16.8,21.3,22.24
2009,GBR,12.688,1.48,73.39,24.09,59.73,16.18,4.03,5.13,2.33,1.45,8.5,1.64,4.57,27.48,11.93,10.1,9.6,13.58,3.681,20.7,24.1,25.24
2009,NLD,11.217,1.79,76.96,23.78,61.07,15.15,3.08,5.38,3.47,0.69,10.83,2.97,5.86,22.12,13.99,11.16,7.2,12.75,1.634,24.98,29.91,31.79
2009,DNK,11.398,1.84,76.2,24.47,59.43,16.11,3.94,4.73,1.98,0.77,11.36,2.99,5.22,27.87,13.09,11.54,5.48,11.04,4.042,32.45,36.24,37.19
2009,HUN,9.614,1.32,62.47,20.88,62.64,16.48,7.63,2.89,3.58,1.43,16.78,4.04,4.61,22.0,9.47,7.66,6.63,13.28,3.394,26.31,34.15,37.76
2009,PRT,9.419,1.34,71.08,20.83,61.06,18.11,3.09,6.11,3.04,1.67,16.4,5.23,5.99,16.22,12.23,6.67,10.55,12.81,1.446,14.36,18.49,21.13
2009,ITA,9.573,1.45,61.61,19.04,60.66,20.31,4.28,6.38,2.87,0.96,14.72,3.2,6.65,22.04,9.79,7.03,9.41,12.68,1.468,23.27,27.99,29.72
2009,SVN,10.754,1.53,71.86,19.24,64.26,16.49,5.21,5.51,3.29,1.21,14.54,3.64,6.15,19.87,9.55,9.16,6.87,15.01,2.075,23.58,31.77,32.94
2009,FIN,11.346,1.86,73.63,22.92,60.2,16.88,5.24,4.78,2.52,0.42,12.75,4.29,5.15,25.45,9.49,12.02,6.43,11.46,3.124,22.7,26.63,29.27
2009,AUT,9.159,1.39,73.41,21.02,61.44,17.53,3.42,6.01,2.29,0.77,10.02,3.7,6.92,21.19,10.59,10.21,11.91,12.96,2.94,22.16,30.36,32.79
2009,NOR,12.878,1.98,80.6,25.59,59.63,14.78,4.48,5.59,2.83,0.43,12.7,2.95,5.72,21.54,10.58,12.13,6.0,15.05,3.17,24.75,27.81,29.28
2009,IRL,16.711,2.06,68.01,27.15,61.85,11.01,6.6,4.75,3.26,1.83,9.82,4.49,5.35,21.97,8.82,7.69,14.44,10.98,3.686,12.01,17.73,22.27
2009,EST,11.801,1.7,69.94,21.29,61.28,17.43,8.97,6.03,3.98,0.88,20.27,2.92,3.94,20.24,8.21,7.2,6.07,11.29,2.56,12.62,17.81,18.56
2009,CHE,10.165,1.5,81.68,21.12,62.2,16.68,3.92,2.75,2.34,0.92,9.28,14.0,3.99,23.98,10.74,8.78,9.79,9.5,1.381,11.12,16.96,17.25
2009,GRC,10.63,1.5,65.61,19.98,61.14,18.88,4.48,6.16,4.25,2.41,15.0,4.27,4.77,19.76,9.08,5.25,12.4,12.17,0.967,23.68,23.59,24.66
2009,LVA,10.192,1.46,66.65,20.8,61.23,17.97,8.87,5.14,3.57,1.95,19.92,4.48,3.42,22.99,5.92,8.34,5.12,10.25,2.478,19.73,25.95,26.61
2009,SWE,12.078,1.94,78.34,23.51,58.55,17.94,3.64,4.83,2.91,0.31,12.48,3.13,5.75,26.78,10.84,11.55,5.81,11.97,3.499,20.02,24.39,25.4
2009,ESP,10.677,1.38,63.95,19.77,63.56,16.66,4.12,4.96,2.78,1.37,12.55,3.57,5.21,21.85,9.51,7.78,14.83,11.48,1.432,15.48,17.79,19.8
2009,SVK,11.374,1.44,66.36,22.31,65.5,12.2,4.96,4.4,3.9,1.47,15.55,2.08,6.62,31.04,8.4,9.55,5.68,6.35,1.566,13.62,19.97,21.6
2009,DEU,8.111,1.36,74.2,18.9,60.57,20.53,3.31,4.99,2.79,0.73,10.68,5.01,5.99,25.3,12.35,10.42,4.89,13.54,2.126,31.94,38.58,41.21
2009,LUX,11.425,1.59,70.39,23.77,62.27,13.96,8.87,5.05,1.64,0.88,8.93,2.61,7.88,21.98,12.15,7.35,7.29,15.37,3.766,11.63,20.98,26.24
2009,ISL,15.737,2.23,79.29,28.38,59.81,11.81,5.01,4.97,2.42,1.2,13.7,3.0,5.22,25.04,10.67,8.85,7.64,12.28,3.645,22.39,24.37,26.24
2010,ISL,15.449,2.2,79.29,28.32,59.54,12.14,4.87,4.17,2.28,1.21,13.72,3.16,5.62,25.28,9.27,9.63,7.78,13.0,3.521,24.39,25.44,27.6
2010,LUX,11.7,1.63,70.69,23.61,62.48,13.92,8.47,5.05,1.65,0.9,8.72,2.65,7.64,22.24,12.46,7.25,7.56,15.41,3.615,12.31,21.43,26.77
2010,DEU,8.288,1.39,74.92,18.6,60.77,20.63,3.34,4.96,2.66,0.77,10.35,5.17,6.33,25.27,12.99,10.43,4.91,12.83,2.136,30.14,36.97,39.2
2010,SVK,11.207,1.43,64.64,21.92,65.73,12.35,5.53,4.21,3.82,1.53,15.19,2.19,6.44,30.92,9.05,9.58,5.38,6.15,1.575,14.01,20.3,21.88
2010,ESP,10.439,1.37,62.85,19.78,63.27,16.95,4.18,4.96,2.75,1.38,12.56,3.6,5.21,22.38,9.14,7.62,14.43,11.8,1.42,17.81,20.05,21.73
2010,SWE,12.38,1.98,78.09,23.31,58.42,18.28,3.56,4.92,2.96,0.31,12.09,3.02,5.65,26.75,10.95,11.32,5.8,12.67,3.395,19.28,23.67,24.77
2010,LVA,9.328,1.36,64.27,20.34,61.41,18.24,8.92,5.34,3.38,1.96,20.27,4.48,3.67,21.11,6.06,8.22,5.42,11.16,2.198,23.27,30.11,30.53
2010,GRC,10.321,1.48,63.75,19.85,61.02,19.13,4.34,5.25,4.43,2.42,15.3,3.65,4.64,20.74,9.58,5.11,12.79,11.76,0.981,22.16,22.16,23.14
2010,CHE,10.312,1.52,79.71,20.91,62.17,16.92,3.99,2.79,2.33,0.89,8.97,14.15,3.92,24.35,10.96,8.41,9.47,9.76,1.391,11.33,17.1,17.38
2010,EST,11.869,1.72,66.79,20.98,61.58,17.44,8.69,6.1,3.81,0.82,19.82,2.91,3.7,20.93,7.6,7.22,6.39,12.0,2.557,13.67,18.74,19.48
2010,IRL,16.524,2.05,65.57,27.38,61.31,11.31,6.28,4.18,3.01,1.74,9.77,4.59,4.54,22.12,8.49,8.1,15.04,12.14,3.428,13.67,18.81,23.44
2010,NOR,12.647,1.95,79.55,25.41,59.61,14.98,4.21,5.46,2.78,0.44,12.25,2.93,5.83,22.36,10.41,11.67,5.91,15.74,3.132,24.84,27.8,29.26
2010,AUT,9.428,1.44,73.91,20.77,61.53,17.69,3.46,6.1,2.12,0.74,9.89,3.76,6.98,21.2,10.38,10.17,11.89,13.32,2.971,22.59,30.65,33.07
2010,FIN,11.395,1.87,73.03,22.77,59.97,17.26,5.11,4.77,2.53,0.4,12.1,4.42,5.35,25.68,9.09,11.89,6.31,12.34,3.102,22.9,26.74,29.42
2010,SVN,10.915,1.57,70.32,19.19,64.25,16.55,5.26,5.55,3.2,1.18,14.33,3.68,6.49,19.85,9.74,9.08,6.64,15.01,2.134,23.36,31.45,33.29
2010,ITA,9.414,1.46,60.99,18.99,60.61,20.4,4.11,6.5,2.87,0.98,14.38,3.15,6.84,22.02,9.93,7.21,9.42,12.6,1.315,24.03,28.55,30.23
2010,PRT,9.588,1.39,70.33,20.59,60.93,18.48,3.22,6.09,2.99,1.73,15.91,4.97,5.84,16.46,12.02,6.38,10.57,13.82,1.386,14.48,18.61,21.33
2010,HUN,9.021,1.25,62.23,20.63,62.69,16.67,7.17,2.71,3.71,1.46,16.54,4.3,4.48,23.67,9.59,7.58,6.69,12.07,3.367,22.35,29.96,31.39
2010,DNK,11.457,1.87,74.97,24.37,59.05,16.58,3.75,4.58,2.01,0.79,11.31,2.96,5.06,29.28,12.59,11.06,5.36,11.26,3.889,31.04,34.96,35.94
2010,NLD,11.125,1.79,76.28,23.6,60.95,15.45,3.07,5.39,3.36,0.69,10.83,2.96,5.72,22.54,14.03,11.09,6.94,12.94,1.597,24.95,29.83,31.66
2010,GBR,12.86,1.48,73.09,23.99,59.66,16.35,3.82,5.07,2.4,1.49,8.34,1.71,4.69,27.22,11.45,10.05,9.68,13.92,3.927,21.11,24.28,25.39
2010,LTU,9.763,1.5,64.29,22.11,60.29,17.6,7.72,6.14,2.62,0.69,23.92,5.08,5.44,16.44,8.23,6.04,2.81,14.87,2.695,19.77,21.16,22.12
2010,FRA,12.867,2.03,68.86,24.74,58.59,16.67,3.61,4.2,3.19,0.42,13.1,4.15,5.16,25.59,12.24,8.66,6.49,13.67,2.92,22.21,27.09,27.85
2010,POL,10.87,1.38,64.3,21.68,64.88,13.45,7.73,3.85,2.77,1.27,20.18,4.33,3.89,22.46,10.84,6.22,2.47,14.01,1.339,20.41,24.06,24.49
2011,POL,10.205,1.3,64.51,21.29,65.07,13.64,7.53,4.28,2.67,1.24,19.71,4.9,3.97,21.99,11.08,6.21,2.51,13.89,1.291,20.77,24.21,24.61
2011,FRA,12.658,2.01,68.76,24.65,58.41,16.94,3.69,4.06,3.02,0.42,13.12,4.21,5.13,25.52,12.22,8.47,6.53,13.99,2.861,22.38,27.19,27.93
2011,LTU,9.916,1.55,66.88,21.73,60.3,17.98,7.76,5.85,2.32,0.61,24.08,4.36,6.36,16.76,8.15,6.33,2.59,14.84,2.184,19.99,21.34,22.27
2011,GBR,12.761,1.48,72.92,23.84,59.63,16.53,4.12,5.13,2.43,1.53,8.65,1.74,4.57,26.78,11.21,9.88,9.9,14.19,3.848,20.61,23.7,25.07
2011,NLD,10.811,1.76,76.42,23.39,60.7,15.91,3.08,5.35,3.21,0.69,10.87,3.0,5.6,22.12,13.92,10.74,7.02,12.97,1.564,25.05,29.87,31.7
2011,DNK,10.61,1.75,74.9,24.2,58.68,17.12,3.87,4.37,1.98,0.73,11.28,2.95,4.91,29.44,12.41,11.11,5.52,11.44,3.918,31.3,35.12,36.08
2011,HUN,8.817,1.23,62.76,20.46,62.74,16.8,7.2,2.8,3.68,1.4,16.85,4.39,4.26,23.08,9.44,7.32,6.58,13.01,3.168,20.25,32.9,35.1
2011,PRT,9.161,1.35,66.62,20.35,60.65,19.0,3.32,5.91,2.97,1.84,16.47,4.95,5.64,17.1,11.82,6.2,10.64,13.14,1.206,15.3,19.32,22.57
2011,ITA,9.118,1.44,61.04,18.9,60.47,20.64,4.06,6.47,2.76,0.98,14.2,3.3,6.71,22.02,10.23,7.14,9.41,12.73,1.313,24.77,29.16,30.79
2011,SVN,10.705,1.56,68.38,19.15,64.23,16.62,5.51,5.55,3.27,1.19,14.88,3.61,6.12,19.56,10.21,8.67,6.45,14.98,2.146,23.52,31.56,33.41
2011,FIN,11.155,1.83,73.88,22.61,59.57,17.82,4.92,4.65,2.56,0.42,12.14,4.32,5.34,25.32,9.33,11.69,6.33,12.97,3.079,22.87,26.65,29.37
2011,AUT,9.326,1.43,74.16,20.5,61.83,17.67,3.38,6.04,2.02,0.75,9.78,3.71,6.89,21.15,10.25,10.17,12.08,13.78,2.714,23.44,31.15,33.55
2011,NOR,12.239,1.88,79.64,25.18,59.58,15.25,4.17,5.32,2.7,0.48,12.3,2.98,5.96,21.8,10.25,11.63,6.1,16.31,3.09,25.07,27.91,29.39
2011,IRL,16.197,2.03,64.58,27.49,60.89,11.62,6.35,3.97,2.94,1.75,10.17,4.77,4.22,22.7,8.16,7.7,14.54,12.73,3.201,15.22,20.04,25.31
2011,EST,11.04,1.61,70.56,20.77,61.65,17.58,8.97,6.12,3.62,0.74,20.01,2.81,3.56,19.91,7.5,7.15,6.96,12.65,2.223,14.27,19.02,19.71
2011,CHE,10.268,1.52,80.75,20.76,62.21,17.03,4.0,2.7,2.33,0.95,8.82,14.29,3.82,24.59,11.07,8.24,9.21,9.97,1.38,11.1,17.15,17.46
2011,GRC,9.568,1.4,59.59,19.74,60.78,19.48,4.79,4.49,4.05,2.38,15.86,3.53,4.12,22.62,9.47,4.96,12.14,11.59,1.021,25.82,25.79,26.54
