Year,REF_AREA,Country,Household_type,Measure,INCOME_PRINCIPAL,INCOME_SPOUSE,Net_average_tax_rate_pct,Unit_measure
2018,SWE,Suède,"Single person, 2 children",net_average_tax_rate,67,0,12.08,PT
2019,SWE,Suède,"Single person, 2 children",net_average_tax_rate,67,0,11.31,PT
2020,SWE,Suède,"Single person, 2 children",net_average_tax_rate,67,0,11.6,PT
2021,SWE,Suède,"Single person, 2 children",net_average_tax_rate,67,0,10.86,PT
2022,SWE,Suède,"Single person, 2 children",net_average_tax_rate,67,0,10.89,PT
2023,SWE,Suède,"Single person, 2 children",net_average_tax_rate,67,0,11.65,PT
2024,SWE,Suède,"Single person, 2 children",net_average_tax_rate,67,0,11.2,PT
2000,CHE,Suisse,"Single person, 2 children",net_average_tax_rate,67,0,0.33,PT
2001,CHE,Suisse,"Single person, 2 children",net_average_tax_rate,67,0,0.5,PT
2002,CHE,Suisse,"Single person, 2 children",net_average_tax_rate,67,0,0.56,PT
2003,CHE,Suisse,"Single person, 2 children",net_average_tax_rate,67,0,0.37,PT
2004,CHE,Suisse,"Single person, 2 children",net_average_tax_rate,67,0,0.34,PT
2005,CHE,Suisse,"Single person, 2 children",net_average_tax_rate,67,0,0.42,PT
2006,CHE,Suisse,"Single person, 2 children",net_average_tax_rate,67,0,0.01,PT
2007,CHE,Suisse,"Single person, 2 children",net_average_tax_rate,67,0,0.44,PT
2021,CHE,Suisse,"Single person, 2 children",net_average_tax_rate,67,0,0.01,PT
2023,CHE,Suisse,"Single person, 2 children",net_average_tax_rate,67,0,0.01,PT
2024,CHE,Suisse,"Single person, 2 children",net_average_tax_rate,67,0,0.06,PT
2000,GBR,Royaume-Uni,"Single person, 2 children",net_average_tax_rate,67,0,7.68,PT
2001,GBR,Royaume-Uni,"Single person, 2 children",net_average_tax_rate,67,0,4.82,PT
2002,GBR,Royaume-Uni,"Single person, 2 children",net_average_tax_rate,67,0,4.64,PT
2003,GBR,Royaume-Uni,"Single person, 2 children",net_average_tax_rate,67,0,5.03,PT
2004,GBR,Royaume-Uni,"Single person, 2 children",net_average_tax_rate,67,0,5.14,PT
2005,GBR,Royaume-Uni,"Single person, 2 children",net_average_tax_rate,67,0,5.33,PT
2006,GBR,Royaume-Uni,"Single person, 2 children",net_average_tax_rate,67,0,6.1,PT
2007,GBR,Royaume-Uni,"Single person, 2 children",net_average_tax_rate,67,0,7.63,PT
2008,GBR,Royaume-Uni,"Single person, 2 children",net_average_tax_rate,67,0,3.02,PT
2010,GBR,Royaume-Uni,"Single person, 2 children",net_average_tax_rate,67,0,0.61,PT
2017,GBR,Royaume-Uni,"Single person, 2 children",net_average_tax_rate,67,0,0.94,PT
2018,GBR,Royaume-Uni,"Single person, 2 children",net_average_tax_rate,67,0,2.57,PT
2019,GBR,Royaume-Uni,"Single person, 2 children",net_average_tax_rate,67,0,4.32,PT
2021,GBR,Royaume-Uni,"Single person, 2 children",net_average_tax_rate,67,0,10.34,PT
2022,GBR,Royaume-Uni,"Single person, 2 children",net_average_tax_rate,67,0,10.4,PT
2023,GBR,Royaume-Uni,"Single person, 2 children",net_average_tax_rate,67,0,10.09,PT
2024,GBR,Royaume-Uni,"Single person, 2 children",net_average_tax_rate,67,0,8.2,PT
2000,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,25.63,PT
2001,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,26.24,PT
2002,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,26.54,PT
2003,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,27.12,PT
2004,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,27.74,PT
2005,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,26.83,PT
2006,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,27.43,PT
2007,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,27.97,PT
2008,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,28.46,PT
2009,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,26.73,PT
2010,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,27.04,PT
2011,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,27.56,PT
2012,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,27.98,PT
2013,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,28.46,PT
2014,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,28.79,PT
2015,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,29.17,PT
2016,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,26.51,PT
2017,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,26.85,PT
2018,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,27.23,PT
2019,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,27.66,PT
2020,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,26.82,PT
2021,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,27.32,PT
2022,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,25.82,PT
2023,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,26.83,PT
2024,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,26.61,PT
2000,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,35.84,PT
2001,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,35.95,PT
2002,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,35.89,PT
2003,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,34.89,PT
2004,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,34.83,PT
2005,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,35.13,PT
2006,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,35.18,PT
2007,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,35.47,PT
2008,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,36.12,PT
2009,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,35.82,PT
2010,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,36.38,PT
2011,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,36.51,PT
2012,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,36.38,PT
2013,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,35.99,PT
2014,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,35.91,PT
2015,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,35.36,PT
2016,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,33.37,PT
2017,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,33.27,PT
2018,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,32.14,PT
2019,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,31.35,PT
2020,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,31.26,PT
2021,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,31.55,PT
2022,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,32.36,PT
2023,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,31.85,PT
2024,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,31.67,PT
2000,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,37.45,PT
2001,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,36.66,PT
2002,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,36.17,PT
2003,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,36.17,PT
2004,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,35.63,PT
2005,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,35.54,PT
2006,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,35.6,PT
2007,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,35.72,PT
2008,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,35.4,PT
2009,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,34.83,PT
2010,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,33.51,PT
2011,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,33.68,PT
2012,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,33.77,PT
2013,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,33.3,PT
2014,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,33.12,PT
2015,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,33.41,PT
2016,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,33.39,PT
2017,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,33.31,PT
2018,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,32.97,PT
2019,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,33.14,PT
2020,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,32.33,PT
2021,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,32.42,PT
2022,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,32.74,PT
2023,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,32.91,PT
2024,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,32.93,PT
2000,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,19.94,PT
2001,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,19.26,PT
2002,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,20.69,PT
2003,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,21.16,PT
2004,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,19.46,PT
2005,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,17.35,PT
2006,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,16.4,PT
2007,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,16.83,PT
2008,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,16.09,PT
2009,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,16.68,PT
2010,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,17.64,PT
2011,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,17.99,PT
2012,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,18.29,PT
2013,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,17.96,PT
2014,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,18.19,PT
2015,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,17.05,PT
2016,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,16.94,PT
2017,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,16.98,PT
2018,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,9.9,PT
2019,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,10.63,PT
2020,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,10.88,PT
2021,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,11.59,PT
2022,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,12.42,PT
2023,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,11.58,PT
2024,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,12.97,PT
2000,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,27.85,PT
2001,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,26.5,PT
2002,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,25.9,PT
2003,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,25.37,PT
2004,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,24.57,PT
2005,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,24.78,PT
2006,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,24.25,PT
2007,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,23.92,PT
2008,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,23.94,PT
2009,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,22.7,PT
2010,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,22.73,PT
2011,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,22.58,PT
2012,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,22.38,PT
2013,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,23.4,PT
2014,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,23.75,PT
2015,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,23.99,PT
2016,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,23.6,PT
2017,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,22.87,PT
2018,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,22.93,PT
2019,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,22.8,PT
2020,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,23.35,PT
2021,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,23.59,PT
2022,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,23.43,PT
2023,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,23.6,PT
2024,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,22.31,PT
2000,FRA,France,"Single person, no children",net_average_tax_rate,67,0,25.93,PT
2001,FRA,France,"Single person, no children",net_average_tax_rate,67,0,25.64,PT
2002,FRA,France,"Single person, no children",net_average_tax_rate,67,0,25.39,PT
2003,FRA,France,"Single person, no children",net_average_tax_rate,67,0,25.59,PT
2004,FRA,France,"Single person, no children",net_average_tax_rate,67,0,25.66,PT
2005,FRA,France,"Single person, no children",net_average_tax_rate,67,0,25.89,PT
2006,FRA,France,"Single person, no children",net_average_tax_rate,67,0,25.75,PT
