Year,REF_AREA,Country,Age,Sex,Unit_measure,Unit_mult,Value_population
2015,LTU,Lituanie,65+,Total,PT_POP,0,18.66
2016,LTU,Lituanie,65+,Total,PT_POP,0,18.92
2013,PRT,Portugal,65+,Total,PT_POP,0,19.51
2013,HRV,Croatie,65+,Total,PT_POP,0,18.17
2013,ESP,Espagne,65+,Total,PT_POP,0,17.67
2013,ISL,Islande,65+,Total,PT_POP,0,12.95
2013,HUN,Hongrie,65+,Total,PT_POP,0,17.15
2016,HUN,Hongrie,65+,Total,PT_POP,0,18.19
2016,ISL,Islande,65+,Total,PT_POP,0,13.86
2016,ESP,Espagne,65+,Total,PT_POP,0,18.67
2015,PRT,Portugal,65+,Total,PT_POP,0,20.45
2015,HRV,Croatie,65+,Total,PT_POP,0,18.96
2015,ESP,Espagne,65+,Total,PT_POP,0,18.45
2015,ISL,Islande,65+,Total,PT_POP,0,13.53
2015,HUN,Hongrie,65+,Total,PT_POP,0,17.84
2004,ITA,Italie,65+,Total,PT_POP,0,19.19
2013,ITA,Italie,65+,Total,PT_POP,0,21.14
2015,ITA,Italie,65+,Total,PT_POP,0,21.86
2004,GBR,Royaume-Uni,20-64,Total,PS,0,35591908.0
2013,GBR,Royaume-Uni,20-64,Total,PS,0,37861208.0
2015,GBR,Royaume-Uni,20-64,Total,PS,0,38262881.0
2016,GBR,Royaume-Uni,20-64,Total,PS,0,38521100.0
2004,BGR,Bulgarie,65+,Total,PS,0,1337130.0
2013,LTU,Lituanie,65+,Total,PS,0,541960.0
2013,BGR,Bulgarie,65+,Total,PS,0,1398019.0
2015,BGR,Bulgarie,20-64,Total,PS,0,4310402.0
2015,NOR,Norvège,65+,Total,PS,0,834302.0
2015,BGR,Bulgarie,65+,Total,PS,0,1439556.0
2015,NOR,Norvège,20-64,Total,PS,0,3072601.0
2015,LTU,Lituanie,65+,Total,PS,0,546247.0
2015,LTU,Lituanie,20-64,Total,PS,0,1786540.0
2016,LTU,Lituanie,20-64,Total,PS,0,1765334.0
2016,LTU,Lituanie,65+,Total,PS,0,547781.0
2016,NOR,Norvège,20-64,Total,PS,0,3098106.0
2016,NOR,Norvège,65+,Total,PS,0,855100.0
2016,BGR,Bulgarie,65+,Total,PS,0,1462839.0
2013,BGR,Bulgarie,20-64,Total,PS,0,4513152.0
2013,ISL,Islande,20-64,Total,PS,0,190911.0
2013,ESP,Espagne,65+,Total,PS,0,8252922.0
2013,ESP,Espagne,20-64,Total,PS,0,29213842.0
2013,HUN,Hongrie,65+,Total,PS,0,1697426.0
2013,HUN,Hongrie,20-64,Total,PS,0,6205750.0
2013,PRT,Portugal,20-64,Total,PS,0,6342655.0
2013,PRT,Portugal,65+,Total,PS,0,2049243.0
2013,HRV,Croatie,65+,Total,PS,0,771993.0
2013,HRV,Croatie,20-64,Total,PS,0,2597765.0
2015,HRV,Croatie,65+,Total,PS,0,792550.0
2015,HRV,Croatie,20-64,Total,PS,0,2538852.0
2015,PRT,Portugal,20-64,Total,PS,0,6219673.0
2015,PRT,Portugal,65+,Total,PS,0,2125460.0
2015,HUN,Hongrie,65+,Total,PS,0,1751399.0
2015,HUN,Hongrie,20-64,Total,PS,0,6129705.0
2015,ESP,Espagne,65+,Total,PS,0,8564614.0
2015,ESP,Espagne,20-64,Total,PS,0,28682976.0
2015,ISL,Islande,20-64,Total,PS,0,195447.0
2016,ISL,Islande,20-64,Total,PS,0,197795.0
2016,HUN,Hongrie,20-64,Total,PS,0,6086498.0
2016,PRT,Portugal,65+,Total,PS,0,2165011.0
2016,HRV,Croatie,20-64,Total,PS,0,2498168.0
2016,ESP,Espagne,20-64,Total,PS,0,28577549.0
2004,BGR,Bulgarie,20-64,Total,PS,0,4837281.0
2004,ITA,Italie,20-64,Total,PS,0,35542466.0
2004,ITA,Italie,65+,Total,PS,0,11057940.0
2013,ITA,Italie,65+,Total,PS,0,12741455.0
2013,ITA,Italie,20-64,Total,PS,0,36235139.0
2015,ITA,Italie,65+,Total,PS,0,13181761.0
2015,ITA,Italie,20-64,Total,PS,0,35941123.0
2016,ITA,Italie,20-64,Total,PS,0,35756287.0
2004,GBR,Royaume-Uni,65+,Total,PS,0,9549700.0
2013,GBR,Royaume-Uni,65+,Total,PS,0,11131900.0
2016,GBR,Royaume-Uni,65+,Total,PS,0,11814000.0
2015,EST,Estonie,65+,Total,PS,0,246649.0
2015,EST,Estonie,65+,Total,PT_POP,0,18.76
2013,GBR,Royaume-Uni,65+,Total,PT_POP,0,17.36
2016,GBR,Royaume-Uni,65+,Total,PT_POP,0,18.01
2004,GBR,Royaume-Uni,65+,Total,PT_POP,0,15.93
2006,DEU,Allemagne,65+,Total,PS,0,15870074.0
2006,FIN,Finlande,20-64,Total,PS,0,3186569.0
2006,SWE,Suède,20-64,Total,PS,0,5323219.0
2006,NOR,Norvège,20-64,Total,PS,0,2751764.0
2006,IRL,Irlande,65+,Total,PS,0,461493.0
2006,NLD,Pays-Bas,20-64,Total,PS,0,10028125.0
2006,POL,Pologne,65+,Total,PS,0,5075823.0
2006,ISL,Islande,20-64,Total,PS,0,177161.0
2006,AUT,Autriche,20-64,Total,PS,0,5093024.0
2006,NOR,Norvège,65+,Total,PS,0,682469.0
2006,SVK,République slovaque,65+,Total,PS,0,634985.0
2006,HUN,Hongrie,20-64,Total,PS,0,6305203.0
2006,PRT,Portugal,65+,Total,PS,0,1824636.0
2006,EST,Estonie,20-64,Total,PS,0,818100.0
2006,FRA,France,65+,Total,PS,0,10341358.0
2006,HRV,Croatie,20-64,Total,PS,0,2617405.0
2006,LTU,Lituanie,20-64,Total,PS,0,1959715.0
2006,LVA,Lettonie,20-64,Total,PS,0,1347922.0
2006,DEU,Allemagne,20-64,Total,PS,0,50082260.0
2006,LUX,Luxembourg,65+,Total,PS,0,66000.0
2006,FIN,Finlande,65+,Total,PS,0,841165.0
2006,ESP,Espagne,20-64,Total,PS,0,27996562.0
2006,EST,Estonie,65+,Total,PS,0,227870.0
2006,LUX,Luxembourg,20-64,Total,PS,0,289201.0
2006,IRL,Irlande,20-64,Total,PS,0,2591657.0
2006,GBR,Royaume-Uni,65+,Total,PS,0,9654200.0
2006,LTU,Lituanie,65+,Total,PS,0,535939.0
2006,AUT,Autriche,65+,Total,PS,0,1357587.0
2006,ROU,Roumanie,65+,Total,PS,0,3132931.0
2006,POL,Pologne,20-64,Total,PS,0,24022774.0
2006,SVN,Slovénie,65+,Total,PS,0,312874.0
2006,GRC,Grèce,65+,Total,PS,0,2030907.0
2006,BEL,Belgique,20-64,Total,PS,0,6273659.0
2006,CHE,Suisse,20-64,Total,PS,0,4632328.0
2006,SVN,Slovénie,20-64,Total,PS,0,1284784.0
2006,FRA,France,20-64,Total,PS,0,36989583.0
2006,LVA,Lettonie,65+,Total,PS,0,378740.0
2006,NLD,Pays-Bas,65+,Total,PS,0,2330459.0
2006,DNK,Danemark,20-64,Total,PS,0,3274340.0
2006,DNK,Danemark,65+,Total,PS,0,823027.0
2006,CHE,Suisse,65+,Total,PS,0,1192465.0
2006,HRV,Croatie,65+,Total,PS,0,755687.0
2006,PRT,Portugal,20-64,Total,PS,0,6433570.0
2006,SWE,Suède,65+,Total,PS,0,1565377.0
2006,BEL,Belgique,65+,Total,PS,0,1809017.0
2006,ROU,Roumanie,20-64,Total,PS,0,13047712.0
2006,SVK,République slovaque,20-64,Total,PS,0,3436632.0
2006,ISL,Islande,65+,Total,PS,0,35039.0
2006,HUN,Hongrie,65+,Total,PS,0,1590712.0
2006,GRC,Grèce,20-64,Total,PS,0,6701965.0
2006,ESP,Espagne,65+,Total,PS,0,7324148.0
2003,ESP,Espagne,65+,Total,PS,0,7092839.0
2003,GRC,Grèce,20-64,Total,PS,0,6612810.0
2003,HUN,Hongrie,65+,Total,PS,0,1559245.0
2003,ISL,Islande,65+,Total,PS,0,33791.0
2003,SVK,République slovaque,20-64,Total,PS,0,3349026.0
2003,ROU,Roumanie,20-64,Total,PS,0,13140625.0
2003,BEL,Belgique,65+,Total,PS,0,1762390.0
2003,SWE,Suède,65+,Total,PS,0,1533795.0
2003,PRT,Portugal,20-64,Total,PS,0,6376953.0
2003,HRV,Croatie,65+,Total,PS,0,724440.0
2003,CHE,Suisse,65+,Total,PS,0,1142479.0
2003,DNK,Danemark,65+,Total,PS,0,798351.0
2003,DNK,Danemark,20-64,Total,PS,0,3285344.0
2003,NLD,Pays-Bas,65+,Total,PS,0,2220456.0
2003,LVA,Lettonie,65+,Total,PS,0,364187.0
2003,FRA,France,20-64,Total,PS,0,36162884.0
2003,SVN,Slovénie,20-64,Total,PS,0,1271094.0
2003,CHE,Suisse,20-64,Total,PS,0,4528592.0
2003,BEL,Belgique,20-64,Total,PS,0,6186086.0
2003,GRC,Grèce,65+,Total,PS,0,1939719.0
2003,SVN,Slovénie,65+,Total,PS,0,294654.0
2003,POL,Pologne,20-64,Total,PS,0,23295416.0
2003,ROU,Roumanie,65+,Total,PS,0,3053118.0
2003,AUT,Autriche,65+,Total,PS,0,1250479.0
2003,LTU,Lituanie,65+,Total,PS,0,512193.0
2003,GBR,Royaume-Uni,65+,Total,PS,0,9489500.0
2003,IRL,Irlande,20-64,Total,PS,0,2384072.0
2003,LUX,Luxembourg,20-64,Total,PS,0,275793.0
2003,EST,Estonie,65+,Total,PS,0,217870.0
2003,ESP,Espagne,20-64,Total,PS,0,26279688.0
2003,FIN,Finlande,65+,Total,PS,0,798564.0
2003,LUX,Luxembourg,65+,Total,PS,0,62889.0
2003,DEU,Allemagne,20-64,Total,PS,0,51008845.0
2003,LVA,Lettonie,20-64,Total,PS,0,1380102.0
2003,LTU,Lituanie,20-64,Total,PS,0,2022729.0
2003,HRV,Croatie,20-64,Total,PS,0,2602779.0
2003,FRA,France,65+,Total,PS,0,9977549.0
2003,EST,Estonie,20-64,Total,PS,0,829420.0
2003,PRT,Portugal,65+,Total,PS,0,1749232.0
2003,HUN,Hongrie,20-64,Total,PS,0,6304724.0
2003,SVK,République slovaque,65+,Total,PS,0,616628.0
2003,NOR,Norvège,65+,Total,PS,0,673576.0
2003,AUT,Autriche,20-64,Total,PS,0,5030344.0
2003,ISL,Islande,20-64,Total,PS,0,168049.0
2003,POL,Pologne,65+,Total,PS,0,4887675.0
2003,NLD,Pays-Bas,20-64,Total,PS,0,10003117.0
2003,IRL,Irlande,65+,Total,PS,0,440429.0
2003,NOR,Norvège,20-64,Total,PS,0,2696268.0
2003,SWE,Suède,20-64,Total,PS,0,5262842.0
2003,FIN,Finlande,20-64,Total,PS,0,3157592.0
2003,DEU,Allemagne,65+,Total,PS,0,14438819.0
2001,ESP,Espagne,65+,Total,PS,0,6826650.0
2001,GRC,Grèce,20-64,Total,PS,0,6656421.0
2001,HUN,Hongrie,65+,Total,PS,0,1544980.0
2001,ISL,Islande,65+,Total,PS,0,32791.0
2001,SVK,République slovaque,20-64,Total,PS,0,3284148.0
2001,ROU,Roumanie,20-64,Total,PS,0,13724117.0
2001,BEL,Belgique,65+,Total,PS,0,1729735.0
2001,SWE,Suède,65+,Total,PS,0,1530887.0
2001,PRT,Portugal,20-64,Total,PS,0,6274170.0
2001,ITA,Italie,65+,Total,PS,0,10497494.0
2001,HRV,Croatie,65+,Total,PS,0,692245.0
2001,CHE,Suisse,65+,Total,PS,0,1109186.0
2001,DNK,Danemark,65+,Total,PS,0,791944.0
2001,DNK,Danemark,20-64,Total,PS,0,3283952.0
2001,NLD,Pays-Bas,65+,Total,PS,0,2174501.0
2001,LVA,Lettonie,65+,Total,PS,0,355122.0
2001,FRA,France,20-64,Total,PS,0,35604406.0
2001,SVN,Slovénie,20-64,Total,PS,0,1258550.0
2001,CHE,Suisse,20-64,Total,PS,0,4430518.0
2001,BEL,Belgique,20-64,Total,PS,0,6121455.0
2001,GRC,Grèce,65+,Total,PS,0,1921541.0
2001,ITA,Italie,20-64,Total,PS,0,35327961.0
2001,SVN,Slovénie,65+,Total,PS,0,281406.0
2001,POL,Pologne,20-64,Total,PS,0,22891359.0
2001,ROU,Roumanie,65+,Total,PS,0,3017061.0
2001,AUT,Autriche,65+,Total,PS,0,1238016.0
2001,LTU,Lituanie,65+,Total,PS,0,484670.0
2001,GBR,Royaume-Uni,65+,Total,PS,0,9372800.0
2001,IRL,Irlande,20-64,Total,PS,0,2253938.0
2001,LUX,Luxembourg,20-64,Total,PS,0,270164.0
2001,EST,Estonie,65+,Total,PS,0,210680.0
2001,ESP,Espagne,20-64,Total,PS,0,25329690.0
2001,FIN,Finlande,65+,Total,PS,0,777198.0
2001,LUX,Luxembourg,65+,Total,PS,0,60938.0
2001,DEU,Allemagne,20-64,Total,PS,0,51175852.0
2001,LVA,Lettonie,20-64,Total,PS,0,1409122.0
2001,LTU,Lituanie,20-64,Total,PS,0,2051557.0
2001,HRV,Croatie,20-64,Total,PS,0,2600316.0
2001,FRA,France,65+,Total,PS,0,9710649.0
2001,EST,Estonie,20-64,Total,PS,0,837730.0
2001,PRT,Portugal,65+,Total,PS,0,1688130.0
2001,HUN,Hongrie,20-64,Total,PS,0,6294929.0
2001,SVK,République slovaque,65+,Total,PS,0,615524.0
2001,NOR,Norvège,65+,Total,PS,0,678826.0
2001,AUT,Autriche,20-64,Total,PS,0,4938856.0
2001,ISL,Islande,20-64,Total,PS,0,163527.0
2001,POL,Pologne,65+,Total,PS,0,4725775.0
2001,NLD,Pays-Bas,20-64,Total,PS,0,9904521.0
2001,IRL,Irlande,65+,Total,PS,0,428531.0
2001,NOR,Norvège,20-64,Total,PS,0,2656219.0
2001,SWE,Suède,20-64,Total,PS,0,5212527.0
2001,FIN,Finlande,20-64,Total,PS,0,3135806.0
2001,DEU,Allemagne,65+,Total,PS,0,13694014.0
2012,DEU,Allemagne,65+,Total,PS,0,16603432.0
2012,FIN,Finlande,20-64,Total,PS,0,3204879.0
2012,SWE,Suède,20-64,Total,PS,0,5521541.0
2012,NOR,Norvège,20-64,Total,PS,0,2969291.0
2012,IRL,Irlande,65+,Total,PS,0,545515.0
2012,NLD,Pays-Bas,20-64,Total,PS,0,10119226.0
2012,POL,Pologne,65+,Total,PS,0,5315217.0
2012,AUT,Autriche,20-64,Total,PS,0,5199262.0
2012,NOR,Norvège,65+,Total,PS,0,768014.0
2012,SVK,République slovaque,65+,Total,PS,0,690662.0
2012,HUN,Hongrie,20-64,Total,PS,0,6227293.0
2012,EST,Estonie,20-64,Total,PS,0,816356.0
2012,FRA,France,65+,Total,PS,0,11188037.0
2012,HRV,Croatie,20-64,Total,PS,0,2621492.0
2012,LTU,Lituanie,20-64,Total,PS,0,1814365.0
2012,LVA,Lettonie,20-64,Total,PS,0,1262539.0
2012,DEU,Allemagne,20-64,Total,PS,0,48923516.0
2012,LUX,Luxembourg,65+,Total,PS,0,73261.0
2012,FIN,Finlande,65+,Total,PS,0,979640.0
2012,ESP,Espagne,20-64,Total,PS,0,29413828.0
2012,EST,Estonie,65+,Total,PS,0,234619.0
2012,LUX,Luxembourg,20-64,Total,PS,0,330060.0
2012,IRL,Irlande,20-64,Total,PS,0,2776845.0
2012,LTU,Lituanie,65+,Total,PS,0,543333.0
2012,AUT,Autriche,65+,Total,PS,0,1496357.0
2012,ROU,Roumanie,65+,Total,PS,0,3242349.0
2012,POL,Pologne,20-64,Total,PS,0,24683542.0
2012,SVN,Slovénie,65+,Total,PS,0,345000.0
2012,GRC,Grèce,65+,Total,PS,0,2180461.0
2012,BEL,Belgique,20-64,Total,PS,0,6627966.0
2012,CHE,Suisse,20-64,Total,PS,0,4946967.0
2012,SVN,Slovénie,20-64,Total,PS,0,1316218.0
2012,FRA,France,20-64,Total,PS,0,38033044.0
2012,LVA,Lettonie,65+,Total,PS,0,379546.0
2012,NLD,Pays-Bas,65+,Total,PS,0,2716368.0
2012,DNK,Danemark,20-64,Total,PS,0,3266849.0
2012,DNK,Danemark,65+,Total,PS,0,968084.0
2012,CHE,Suisse,65+,Total,PS,0,1365152.0
2012,HRV,Croatie,65+,Total,PS,0,765355.0
2012,SWE,Suède,65+,Total,PS,0,1784668.0
2012,BEL,Belgique,65+,Total,PS,0,1924739.0
2012,ROU,Roumanie,20-64,Total,PS,0,12567280.0
2012,SVK,République slovaque,20-64,Total,PS,0,3549193.0
2012,ISL,Islande,65+,Total,PS,0,40322.0
2012,HUN,Hongrie,65+,Total,PS,0,1675914.0
2012,GRC,Grèce,20-64,Total,PS,0,6722313.0
2012,ESP,Espagne,65+,Total,PS,0,8128041.0
2003,NOR,Norvège,65+,Total,PT_POP,0,14.8
2003,CHE,Suisse,65+,Total,PT_POP,0,15.62
2003,BEL,Belgique,65+,Total,PT_POP,0,17.02
2003,PRT,Portugal,65+,Total,PT_POP,0,16.75
2003,SVK,République slovaque,65+,Total,PT_POP,0,11.47
2003,SVN,Slovénie,65+,Total,PT_POP,0,14.77
2003,ROU,Roumanie,65+,Total,PT_POP,0,14.12
2003,POL,Pologne,65+,Total,PT_POP,0,12.79
2003,HRV,Croatie,65+,Total,PT_POP,0,16.83
2003,LUX,Luxembourg,65+,Total,PT_POP,0,14.03
2003,NLD,Pays-Bas,65+,Total,PT_POP,0,13.71
2003,LVA,Lettonie,65+,Total,PT_POP,0,15.84
2003,FRA,France,65+,Total,PT_POP,0,16.13
2003,DNK,Danemark,65+,Total,PT_POP,0,14.83
2003,DEU,Allemagne,65+,Total,PT_POP,0,17.49
2003,AUT,Autriche,65+,Total,PT_POP,0,15.44
2003,EST,Estonie,65+,Total,PT_POP,0,15.84
2003,ESP,Espagne,65+,Total,PT_POP,0,16.96
2003,IRL,Irlande,65+,Total,PT_POP,0,11.11
2003,ISL,Islande,65+,Total,PT_POP,0,11.71
2003,FIN,Finlande,65+,Total,PT_POP,0,15.34
2003,LTU,Lituanie,65+,Total,PT_POP,0,14.93
2003,GRC,Grèce,65+,Total,PT_POP,0,17.77
2003,HUN,Hongrie,65+,Total,PT_POP,0,15.37
2003,SWE,Suède,65+,Total,PT_POP,0,17.16
2003,GBR,Royaume-Uni,65+,Total,PT_POP,0,15.91
2006,GBR,Royaume-Uni,65+,Total,PT_POP,0,15.87
2006,SWE,Suède,65+,Total,PT_POP,0,17.3
2006,HUN,Hongrie,65+,Total,PT_POP,0,15.79
2006,GRC,Grèce,65+,Total,PT_POP,0,18.45
2006,LTU,Lituanie,65+,Total,PT_POP,0,16.29
2006,FIN,Finlande,65+,Total,PT_POP,0,16.01
2006,ISL,Islande,65+,Total,PT_POP,0,11.68
2006,IRL,Irlande,65+,Total,PT_POP,0,10.97
2006,ESP,Espagne,65+,Total,PT_POP,0,16.64
2006,EST,Estonie,65+,Total,PT_POP,0,16.87
2006,AUT,Autriche,65+,Total,PT_POP,0,16.45
2006,DEU,Allemagne,65+,Total,PT_POP,0,19.25
2006,DNK,Danemark,65+,Total,PT_POP,0,15.16
2006,FRA,France,65+,Total,PT_POP,0,16.36
2006,LVA,Lettonie,65+,Total,PT_POP,0,17.0
2006,NLD,Pays-Bas,65+,Total,PT_POP,0,14.27
2006,LUX,Luxembourg,65+,Total,PT_POP,0,14.07
2006,HRV,Croatie,65+,Total,PT_POP,0,17.52
2006,POL,Pologne,65+,Total,PT_POP,0,13.3
2006,ROU,Roumanie,65+,Total,PT_POP,0,14.74
2006,SVN,Slovénie,65+,Total,PT_POP,0,15.62
2006,SVK,République slovaque,65+,Total,PT_POP,0,11.82
2006,PRT,Portugal,65+,Total,PT_POP,0,17.36
2006,BEL,Belgique,65+,Total,PT_POP,0,17.21
2006,CHE,Suisse,65+,Total,PT_POP,0,15.99
2006,NOR,Norvège,65+,Total,PT_POP,0,14.71
2001,NOR,Norvège,65+,Total,PT_POP,0,15.07
2001,CHE,Suisse,65+,Total,PT_POP,0,15.4
2001,BEL,Belgique,65+,Total,PT_POP,0,16.85
2001,PRT,Portugal,65+,Total,PT_POP,0,16.34
2001,SVK,République slovaque,65+,Total,PT_POP,0,11.44
2001,SVN,Slovénie,65+,Total,PT_POP,0,14.14
2001,ITA,Italie,65+,Total,PT_POP,0,18.43
2001,ROU,Roumanie,65+,Total,PT_POP,0,13.45
2001,POL,Pologne,65+,Total,PT_POP,0,12.35
2001,HRV,Croatie,65+,Total,PT_POP,0,16.12
2001,LUX,Luxembourg,65+,Total,PT_POP,0,13.88
2001,NLD,Pays-Bas,65+,Total,PT_POP,0,13.6
2001,LVA,Lettonie,65+,Total,PT_POP,0,15.09
2001,FRA,France,65+,Total,PT_POP,0,15.92
2001,DNK,Danemark,65+,Total,PT_POP,0,14.8
2001,DEU,Allemagne,65+,Total,PT_POP,0,16.65
2001,AUT,Autriche,65+,Total,PT_POP,0,15.43
2001,EST,Estonie,65+,Total,PT_POP,0,15.13
2001,ESP,Espagne,65+,Total,PT_POP,0,16.79
2001,IRL,Irlande,65+,Total,PT_POP,0,11.18
2001,ISL,Islande,65+,Total,PT_POP,0,11.57
2001,FIN,Finlande,65+,Total,PT_POP,0,15.0
2001,LTU,Lituanie,65+,Total,PT_POP,0,13.9
2001,GRC,Grèce,65+,Total,PT_POP,0,17.73
2001,HUN,Hongrie,65+,Total,PT_POP,0,15.15
2001,SWE,Suède,65+,Total,PT_POP,0,17.23
2001,GBR,Royaume-Uni,65+,Total,PT_POP,0,15.86
2012,SWE,Suède,65+,Total,PT_POP,0,18.82
2012,HUN,Hongrie,65+,Total,PT_POP,0,16.87
2012,GRC,Grèce,65+,Total,PT_POP,0,19.67
2012,LTU,Lituanie,65+,Total,PT_POP,0,18.09
2012,FIN,Finlande,65+,Total,PT_POP,0,18.14
2012,IRL,Irlande,65+,Total,PT_POP,0,11.89
2012,ESP,Espagne,65+,Total,PT_POP,0,17.36
2012,EST,Estonie,65+,Total,PT_POP,0,17.7
2012,AUT,Autriche,65+,Total,PT_POP,0,17.8
2012,DEU,Allemagne,65+,Total,PT_POP,0,20.67
2012,DNK,Danemark,65+,Total,PT_POP,0,17.35
2012,FRA,France,65+,Total,PT_POP,0,17.14
2012,LVA,Lettonie,65+,Total,PT_POP,0,18.56
2012,NLD,Pays-Bas,65+,Total,PT_POP,0,16.24
2012,LUX,Luxembourg,65+,Total,PT_POP,0,13.96
2012,HRV,Croatie,65+,Total,PT_POP,0,17.9
2012,POL,Pologne,65+,Total,PT_POP,0,13.96
2012,ROU,Roumanie,65+,Total,PT_POP,0,16.13
2012,ITA,Italie,65+,Total,PT_POP,0,20.83
2012,SVN,Slovénie,65+,Total,PT_POP,0,16.78
2012,SVK,République slovaque,65+,Total,PT_POP,0,12.78
2012,BEL,Belgique,65+,Total,PT_POP,0,17.38
2012,CHE,Suisse,65+,Total,PT_POP,0,17.16
2012,NOR,Norvège,65+,Total,PT_POP,0,15.4
2012,ISL,Islande,65+,Total,PT_POP,0,12.62
2012,PRT,Portugal,65+,Total,PT_POP,0,19.17
2001,BGR,Bulgarie,65+,Total,PT_POP,0,16.33
2003,BGR,Bulgarie,65+,Total,PT_POP,0,17.14
2006,BGR,Bulgarie,65+,Total,PT_POP,0,17.51
2012,BGR,Bulgarie,65+,Total,PT_POP,0,18.85
2003,ITA,Italie,65+,Total,PT_POP,0,18.98
2006,ITA,Italie,65+,Total,PT_POP,0,19.83
2012,ISL,Islande,20-64,Total,PS,0,189783.0
2012,PRT,Portugal,65+,Total,PS,0,2024538.0
2012,PRT,Portugal,20-64,Total,PS,0,6393810.0
2003,ITA,Italie,65+,Total,PS,0,10853900.0
2003,ITA,Italie,20-64,Total,PS,0,35323015.0
2006,ITA,Italie,20-64,Total,PS,0,35631354.0
2006,ITA,Italie,65+,Total,PS,0,11556551.0
2012,ITA,Italie,20-64,Total,PS,0,36255484.0
2012,ITA,Italie,65+,Total,PS,0,12519205.0
2001,GBR,Royaume-Uni,20-64,Total,PS,0,34955450.0
2003,GBR,Royaume-Uni,20-64,Total,PS,0,35347426.0
2006,GBR,Royaume-Uni,20-64,Total,PS,0,36356901.0
2012,GBR,Royaume-Uni,20-64,Total,PS,0,37754447.0
2001,BGR,Bulgarie,65+,Total,PS,0,1331168.0
2003,BGR,Bulgarie,65+,Total,PS,0,1337831.0
2006,BGR,Bulgarie,65+,Total,PS,0,1335819.0
2012,BGR,Bulgarie,65+,Total,PS,0,1381079.0
2001,BGR,Bulgarie,20-64,Total,PS,0,4839595.0
2003,BGR,Bulgarie,20-64,Total,PS,0,4836304.0
2006,BGR,Bulgarie,20-64,Total,PS,0,4830612.0
2012,BGR,Bulgarie,20-64,Total,PS,0,4563281.0
2012,GBR,Royaume-Uni,65+,Total,PS,0,10841100.0
2012,GBR,Royaume-Uni,65+,Total,PT_POP,0,17.02
2019,GRC,Grèce,20-64,Total,PS,0,6278114.0
2019,ISL,Islande,65+,Total,PS,0,50739.0
2019,SVK,République slovaque,20-64,Total,PS,0,3453283.0
2019,ROU,Roumanie,20-64,Total,PS,0,11739424.0
2019,BEL,Belgique,65+,Total,PS,0,2165459.0
2019,SWE,Suède,65+,Total,PS,0,2035711.0
2019,CHE,Suisse,65+,Total,PS,0,1577301.0
2019,DNK,Danemark,65+,Total,PS,0,1136063.0
2019,DNK,Danemark,20-64,Total,PS,0,3368133.0
2019,NLD,Pays-Bas,65+,Total,PS,0,3314004.0
2019,LVA,Lettonie,65+,Total,PS,0,388979.0
2019,SVN,Slovénie,20-64,Total,PS,0,1261293.0
2019,CHE,Suisse,20-64,Total,PS,0,5257768.0
2019,BEL,Belgique,20-64,Total,PS,0,6718992.0
2019,GRC,Grèce,65+,Total,PS,0,2363273.0
2019,ITA,Italie,20-64,Total,PS,0,35377895.0
2019,SVN,Slovénie,65+,Total,PS,0,413054.0
2019,POL,Pologne,20-64,Total,PS,0,23623232.0
2019,ROU,Roumanie,65+,Total,PS,0,3596357.0
2019,AUT,Autriche,65+,Total,PS,0,1668559.0
2019,GBR,Royaume-Uni,65+,Total,PS,0,12375000.0
2019,LUX,Luxembourg,20-64,Total,PS,0,393753.0
2019,EST,Estonie,65+,Total,PS,0,261848.0
2019,FIN,Finlande,65+,Total,PS,0,1204837.0
2019,LUX,Luxembourg,65+,Total,PS,0,88328.0
2019,DEU,Allemagne,20-64,Total,PS,0,49841389.0
2019,LVA,Lettonie,20-64,Total,PS,0,1136982.0
2019,EST,Estonie,20-64,Total,PS,0,784322.0
2019,SVK,République slovaque,65+,Total,PS,0,874319.0
2019,NOR,Norvège,65+,Total,PS,0,918841.0
2019,AUT,Autriche,20-64,Total,PS,0,5472520.0
2019,POL,Pologne,65+,Total,PS,0,6706044.0
2019,NLD,Pays-Bas,20-64,Total,PS,0,10176321.0
2019,NOR,Norvège,20-64,Total,PS,0,3153914.0
2019,SWE,Suède,20-64,Total,PS,0,5815232.0
2019,FIN,Finlande,20-64,Total,PS,0,3134681.0
2019,DEU,Allemagne,65+,Total,PS,0,17883532.0
2020,DEU,Allemagne,65+,Total,PS,0,18090682.0
2020,FIN,Finlande,20-64,Total,PS,0,3126311.0
2020,SWE,Suède,20-64,Total,PS,0,5858492.0
2020,NOR,Norvège,20-64,Total,PS,0,3177015.0
2020,NLD,Pays-Bas,20-64,Total,PS,0,10239773.0
2020,POL,Pologne,65+,Total,PS,0,6916746.0
2020,AUT,Autriche,20-64,Total,PS,0,5486522.0
2020,NOR,Norvège,65+,Total,PS,0,941816.0
2020,SVK,République slovaque,65+,Total,PS,0,905175.0
2020,EST,Estonie,20-64,Total,PS,0,781069.0
2020,LVA,Lettonie,20-64,Total,PS,0,1121552.0
2020,DEU,Allemagne,20-64,Total,PS,0,49745527.0
2020,LUX,Luxembourg,65+,Total,PS,0,90787.0
2020,FIN,Finlande,65+,Total,PS,0,1231274.0
2020,EST,Estonie,65+,Total,PS,0,266288.0
2020,LUX,Luxembourg,20-64,Total,PS,0,401913.0
2020,AUT,Autriche,65+,Total,PS,0,1693627.0
2020,POL,Pologne,20-64,Total,PS,0,23392742.0
