Year,REF_AREA,Country,Age,Sex,Unit_measure,Unit_mult,Value_population
2009,LVA,Lettonie,0-19,Total,PS,0,454616.0
2009,LVA,Lettonie,0-19,Total,PT_POP,0,14.08
2009,NLD,Pays-Bas,0-19,Total,PS,0,3933585.0
2009,NLD,Pays-Bas,0-19,Total,PT_POP,0,17.73
2009,NOR,Norvège,0-19,Total,PS,0,1231430.0
2009,NOR,Norvège,0-19,Total,PT_POP,0,19.01
2009,POL,Pologne,0-19,Total,PS,0,8449733.0
2009,POL,Pologne,0-19,Total,PT_POP,0,15.29
2009,PRT,Portugal,0-19,Total,PS,0,2209826.0
2009,PRT,Portugal,0-19,Total,PT_POP,0,15.44
2009,ROU,Roumanie,0-19,Total,PS,0,4374784.0
2009,ROU,Roumanie,0-19,Total,PT_POP,0,15.76
2009,SVK,République slovaque,0-19,Total,PS,0,1219091.0
2009,SVK,République slovaque,0-19,Total,PT_POP,0,15.6
2009,SVN,Slovénie,0-19,Total,PS,0,393132.0
2009,SVN,Slovénie,0-19,Total,PT_POP,0,13.98
2009,SWE,Suède,0-19,Total,PS,0,2183810.0
2009,SWE,Suède,0-19,Total,PT_POP,0,16.66
2010,AUT,Autriche,0-19,Total,PS,0,1745880.0
2010,AUT,Autriche,0-19,Total,PT_POP,0,14.91
2010,BEL,Belgique,0-19,Total,PS,0,2482866.0
2010,BEL,Belgique,0-19,Total,PT_POP,0,16.9
2010,BGR,Bulgarie,0-19,Total,PS,0,1361700.0
2010,BGR,Bulgarie,0-19,Total,PT_POP,0,13.15
2010,CHE,Suisse,0-19,Total,PS,0,1636125.0
2010,CHE,Suisse,0-19,Total,PT_POP,0,15.17
2010,DEU,Allemagne,0-19,Total,PS,0,15339706.0
2010,DEU,Allemagne,0-19,Total,PT_POP,0,13.47
2010,DNK,Danemark,0-19,Total,PS,0,1352246.0
2010,DNK,Danemark,0-19,Total,PT_POP,0,18.09
2010,ESP,Espagne,0-19,Total,PS,0,9198128.0
2010,ESP,Espagne,0-19,Total,PT_POP,0,14.92
2010,EST,Estonie,0-19,Total,PS,0,281380.0
2010,EST,Estonie,0-19,Total,PT_POP,0,15.12
2010,FIN,Finlande,0-19,Total,PS,0,1222959.0
2010,FIN,Finlande,0-19,Total,PT_POP,0,16.6
2010,FRA,France,0-19,Total,PS,0,16021910.0
2010,FRA,France,0-19,Total,PT_POP,0,18.57
2010,GBR,Royaume-Uni,0-19,Total,PS,0,15055047.0
2010,GBR,Royaume-Uni,0-19,Total,PT_POP,0,17.61
2010,GRC,Grèce,0-19,Total,PS,0,2214295.0
2010,GRC,Grèce,0-19,Total,PT_POP,0,14.64
2010,HRV,Croatie,0-19,Total,PS,0,907052.0
2010,HRV,Croatie,0-19,Total,PT_POP,0,15.35
2010,HUN,Hongrie,0-19,Total,PS,0,2080649.0
2010,HUN,Hongrie,0-19,Total,PT_POP,0,14.75
2010,IRL,Irlande,0-19,Total,PS,0,1243213.0
2010,IRL,Irlande,0-19,Total,PT_POP,0,20.95
2010,ISL,Islande,0-19,Total,PS,0,90293.0
2010,ISL,Islande,0-19,Total,PT_POP,0,20.93
2010,ITA,Italie,0-19,Total,PS,0,11356458.0
2010,ITA,Italie,0-19,Total,PT_POP,0,14.1
2010,LTU,Lituanie,0-19,Total,PS,0,699443.0
2010,LTU,Lituanie,0-19,Total,PT_POP,0,14.96
2010,LUX,Luxembourg,0-19,Total,PS,0,118915.0
2010,LUX,Luxembourg,0-19,Total,PT_POP,0,17.75
2010,LVA,Lettonie,0-19,Total,PS,0,436519.0
2010,LVA,Lettonie,0-19,Total,PT_POP,0,14.16
2010,NLD,Pays-Bas,0-19,Total,PS,0,3928334.0
2010,NLD,Pays-Bas,0-19,Total,PT_POP,0,17.57
2010,NOR,Norvège,0-19,Total,PS,0,1239757.0
2010,NOR,Norvège,0-19,Total,PT_POP,0,18.89
2010,POL,Pologne,0-19,Total,PS,0,8339170.0
2010,POL,Pologne,0-19,Total,PT_POP,0,15.3
2010,PRT,Portugal,0-19,Total,PS,0,2192251.0
2010,PRT,Portugal,0-19,Total,PT_POP,0,15.3
2010,ROU,Roumanie,0-19,Total,PS,0,4334805.0
2010,ROU,Roumanie,0-19,Total,PT_POP,0,15.8
2010,SVK,République slovaque,0-19,Total,PS,0,1201680.0
2010,SVK,République slovaque,0-19,Total,PT_POP,0,15.49
2010,SVN,Slovénie,0-19,Total,PS,0,393010.0
2010,SVN,Slovénie,0-19,Total,PT_POP,0,14.03
2010,SWE,Suède,0-19,Total,PS,0,2187975.0
2010,SWE,Suède,0-19,Total,PT_POP,0,16.59
2011,AUT,Autriche,0-19,Total,PS,0,1729434.0
2011,AUT,Autriche,0-19,Total,PT_POP,0,14.74
2011,BEL,Belgique,0-19,Total,PS,0,2516315.0
2011,BEL,Belgique,0-19,Total,PT_POP,0,16.97
2011,BGR,Bulgarie,0-19,Total,PS,0,1333174.0
2011,BGR,Bulgarie,0-19,Total,PT_POP,0,13.23
2011,CHE,Suisse,0-19,Total,PS,0,1642435.0
2011,CHE,Suisse,0-19,Total,PT_POP,0,15.13
2011,DEU,Allemagne,0-19,Total,PS,0,14952416.0
2011,DEU,Allemagne,0-19,Total,PT_POP,0,13.57
2011,DNK,Danemark,0-19,Total,PS,0,1351553.0
2011,DNK,Danemark,0-19,Total,PT_POP,0,17.9
2011,ESP,Espagne,0-19,Total,PS,0,9241785.0
2011,ESP,Espagne,0-19,Total,PT_POP,0,15.03
2011,EST,Estonie,0-19,Total,PS,0,277270.0
2011,EST,Estonie,0-19,Total,PT_POP,0,15.35
2011,FIN,Finlande,0-19,Total,PS,0,1219761.0
2011,FIN,Finlande,0-19,Total,PT_POP,0,16.51
2011,FRA,France,0-19,Total,PS,0,16049464.0
2011,FRA,France,0-19,Total,PT_POP,0,18.57
2011,GBR,Royaume-Uni,0-19,Total,PS,0,15089193.0
2011,GBR,Royaume-Uni,0-19,Total,PT_POP,0,17.57
2011,GRC,Grèce,0-19,Total,PS,0,2199813.0
2011,GRC,Grèce,0-19,Total,PT_POP,0,14.64
2011,HRV,Croatie,0-19,Total,PS,0,899248.0
2011,HRV,Croatie,0-19,Total,PT_POP,0,15.27
2011,HUN,Hongrie,0-19,Total,PS,0,2046211.0
2011,HUN,Hongrie,0-19,Total,PT_POP,0,14.59
2011,IRL,Irlande,0-19,Total,PS,0,1254098.0
2011,IRL,Irlande,0-19,Total,PT_POP,0,21.27
2011,ISL,Islande,0-19,Total,PS,0,89843.0
2011,ISL,Islande,0-19,Total,PT_POP,0,20.91
2011,ITA,Italie,0-19,Total,PS,0,11357259.0
2011,ITA,Italie,0-19,Total,PT_POP,0,14.08
2011,LTU,Lituanie,0-19,Total,PS,0,670040.0
2011,LTU,Lituanie,0-19,Total,PT_POP,0,14.89
2011,LUX,Luxembourg,0-19,Total,PS,0,120428.0
2011,LUX,Luxembourg,0-19,Total,PT_POP,0,17.59
2011,LVA,Lettonie,0-19,Total,PS,0,416908.0
2011,LVA,Lettonie,0-19,Total,PT_POP,0,14.2
2011,NLD,Pays-Bas,0-19,Total,PS,0,3913819.0
2011,NLD,Pays-Bas,0-19,Total,PT_POP,0,17.45
2011,NOR,Norvège,0-19,Total,PS,0,1245333.0
2011,NOR,Norvège,0-19,Total,PT_POP,0,18.73
2011,POL,Pologne,0-19,Total,PS,0,8215802.0
2011,POL,Pologne,0-19,Total,PT_POP,0,15.25
2011,PRT,Portugal,0-19,Total,PS,0,2162317.0
2011,PRT,Portugal,0-19,Total,PT_POP,0,15.09
2011,ROU,Roumanie,0-19,Total,PS,0,4309045.0
2011,ROU,Roumanie,0-19,Total,PT_POP,0,15.83
2011,SVK,République slovaque,0-19,Total,PS,0,1180658.0
2011,SVK,République slovaque,0-19,Total,PT_POP,0,15.42
2011,SVN,Slovénie,0-19,Total,PS,0,393379.0
2011,SVN,Slovénie,0-19,Total,PT_POP,0,14.19
2011,SWE,Suède,0-19,Total,PS,0,2183564.0
2011,SWE,Suède,0-19,Total,PT_POP,0,16.62
2012,AUT,Autriche,0-19,Total,PS,0,1712502.0
2012,AUT,Autriche,0-19,Total,PT_POP,0,14.56
2012,BEL,Belgique,0-19,Total,PS,0,2523184.0
2012,BEL,Belgique,0-19,Total,PT_POP,0,16.98
2012,BGR,Bulgarie,0-19,Total,PS,0,1315767.0
2012,BGR,Bulgarie,0-19,Total,PT_POP,0,13.37
2012,CHE,Suisse,0-19,Total,PS,0,1642543.0
2012,CHE,Suisse,0-19,Total,PT_POP,0,15.02
2012,DEU,Allemagne,0-19,Total,PS,0,14800952.0
2012,DEU,Allemagne,0-19,Total,PT_POP,0,13.41
2012,DNK,Danemark,0-19,Total,PS,0,1345583.0
2012,DNK,Danemark,0-19,Total,PT_POP,0,17.68
2012,ESP,Espagne,0-19,Total,PS,0,9276350.0
2012,ESP,Espagne,0-19,Total,PT_POP,0,15.12
2012,EST,Estonie,0-19,Total,PS,0,274242.0
2012,EST,Estonie,0-19,Total,PT_POP,0,15.52
2012,FIN,Finlande,0-19,Total,PS,0,1216748.0
2012,FIN,Finlande,0-19,Total,PT_POP,0,16.46
2012,FRA,France,0-19,Total,PS,0,16055902.0
2012,FRA,France,0-19,Total,PT_POP,0,18.58
2012,GBR,Royaume-Uni,0-19,Total,PS,0,15142008.0
2012,GBR,Royaume-Uni,0-19,Total,PT_POP,0,17.6
2012,GRC,Grèce,0-19,Total,PS,0,2183632.0
2012,GRC,Grèce,0-19,Total,PT_POP,0,14.67
2012,HRV,Croatie,0-19,Total,PS,0,889137.0
2012,HRV,Croatie,0-19,Total,PT_POP,0,15.09
2012,HUN,Hongrie,0-19,Total,PS,0,2028718.0
2012,HUN,Hongrie,0-19,Total,PT_POP,0,14.5
2012,IRL,Irlande,0-19,Total,PS,0,1266927.0
2012,IRL,Irlande,0-19,Total,PT_POP,0,21.48
2012,ISL,Islande,0-19,Total,PS,0,89470.0
2012,ISL,Islande,0-19,Total,PT_POP,0,20.74
2012,ITA,Italie,0-19,Total,PS,0,11330496.0
2012,ITA,Italie,0-19,Total,PT_POP,0,14.03
2012,LTU,Lituanie,0-19,Total,PS,0,645943.0
2012,LTU,Lituanie,0-19,Total,PT_POP,0,14.78
2012,LUX,Luxembourg,0-19,Total,PS,0,121532.0
2012,LUX,Luxembourg,0-19,Total,PT_POP,0,17.14
2012,LVA,Lettonie,0-19,Total,PS,0,402728.0
2012,LVA,Lettonie,0-19,Total,PT_POP,0,14.29
2012,NLD,Pays-Bas,0-19,Total,PS,0,3894754.0
2012,NLD,Pays-Bas,0-19,Total,PT_POP,0,17.31
2012,NOR,Norvège,0-19,Total,PS,0,1248565.0
2012,NOR,Norvège,0-19,Total,PT_POP,0,18.52
2012,POL,Pologne,0-19,Total,PS,0,8065033.0
2012,POL,Pologne,0-19,Total,PT_POP,0,15.14
2012,PRT,Portugal,0-19,Total,PS,0,2140602.0
2012,PRT,Portugal,0-19,Total,PT_POP,0,14.98
2012,ROU,Roumanie,0-19,Total,PS,0,4286367.0
2012,ROU,Roumanie,0-19,Total,PT_POP,0,15.85
2012,SVK,République slovaque,0-19,Total,PS,0,1164467.0
2012,SVK,République slovaque,0-19,Total,PT_POP,0,15.41
2012,SVN,Slovénie,0-19,Total,PS,0,394278.0
2012,SVN,Slovénie,0-19,Total,PT_POP,0,14.31
2012,SWE,Suède,0-19,Total,PS,0,2176646.0
2012,SWE,Suède,0-19,Total,PT_POP,0,16.71
2013,AUT,Autriche,0-19,Total,PS,0,1699918.0
2013,AUT,Autriche,0-19,Total,PT_POP,0,14.43
2013,BEL,Belgique,0-19,Total,PS,0,2526894.0
2013,BEL,Belgique,0-19,Total,PT_POP,0,16.98
2013,BGR,Bulgarie,0-19,Total,PS,0,1315400.0
2013,BGR,Bulgarie,0-19,Total,PT_POP,0,13.84
2013,CHE,Suisse,0-19,Total,PS,0,1643307.0
2013,CHE,Suisse,0-19,Total,PT_POP,0,14.93
2013,DEU,Allemagne,0-19,Total,PS,0,14721008.0
2013,DEU,Allemagne,0-19,Total,PT_POP,0,13.27
2013,DNK,Danemark,0-19,Total,PS,0,1335820.0
2013,DNK,Danemark,0-19,Total,PT_POP,0,17.45
2013,ESP,Espagne,0-19,Total,PS,0,9245886.0
2013,ESP,Espagne,0-19,Total,PT_POP,0,15.16
2013,EST,Estonie,0-19,Total,PS,0,270840.0
2013,EST,Estonie,0-19,Total,PT_POP,0,15.67
2013,FIN,Finlande,0-19,Total,PS,0,1212105.0
2013,FIN,Finlande,0-19,Total,PT_POP,0,16.43
2013,FRA,France,0-19,Total,PS,0,16104820.0
2013,FRA,France,0-19,Total,PT_POP,0,18.59
2013,GBR,Royaume-Uni,0-19,Total,PS,0,15193584.0
2013,GBR,Royaume-Uni,0-19,Total,PT_POP,0,17.63
2013,GRC,Grèce,0-19,Total,PS,0,2161800.0
2013,GRC,Grèce,0-19,Total,PT_POP,0,14.68
2013,HRV,Croatie,0-19,Total,PS,0,878045.0
2013,HRV,Croatie,0-19,Total,PT_POP,0,14.92
2013,HUN,Hongrie,0-19,Total,PS,0,1992074.0
2013,HUN,Hongrie,0-19,Total,PT_POP,0,14.43
2013,IRL,Irlande,0-19,Total,PS,0,1276569.0
2013,IRL,Irlande,0-19,Total,PT_POP,0,21.54
2013,ISL,Islande,0-19,Total,PS,0,89269.0
2013,ISL,Islande,0-19,Total,PT_POP,0,20.65
2013,ITA,Italie,0-19,Total,PS,0,11300715.0
2013,ITA,Italie,0-19,Total,PT_POP,0,13.99
2013,LTU,Lituanie,0-19,Total,PS,0,624172.0
2013,LTU,Lituanie,0-19,Total,PT_POP,0,14.67
2013,LUX,Luxembourg,0-19,Total,PS,0,123366.0
2013,LUX,Luxembourg,0-19,Total,PT_POP,0,16.99
2013,LVA,Lettonie,0-19,Total,PS,0,391949.0
2013,LVA,Lettonie,0-19,Total,PT_POP,0,14.44
2013,NLD,Pays-Bas,0-19,Total,PS,0,3870773.0
2013,NLD,Pays-Bas,0-19,Total,PT_POP,0,17.15
2013,NOR,Norvège,0-19,Total,PS,0,1253453.0
2013,NOR,Norvège,0-19,Total,PT_POP,0,18.36
2013,POL,Pologne,0-19,Total,PS,0,7948194.0
2013,POL,Pologne,0-19,Total,PT_POP,0,15.09
2013,PRT,Portugal,0-19,Total,PS,0,2111991.0
2013,PRT,Portugal,0-19,Total,PT_POP,0,14.85
2013,ROU,Roumanie,0-19,Total,PS,0,4230964.0
2013,ROU,Roumanie,0-19,Total,PT_POP,0,15.68
2013,SVK,République slovaque,0-19,Total,PS,0,1147568.0
2013,SVK,République slovaque,0-19,Total,PT_POP,0,15.35
2013,SVN,Slovénie,0-19,Total,PS,0,396562.0
2013,SVN,Slovénie,0-19,Total,PT_POP,0,14.48
2013,SWE,Suède,0-19,Total,PS,0,2176486.0
2013,SWE,Suède,0-19,Total,PT_POP,0,16.87
2014,AUT,Autriche,0-19,Total,PS,0,1688948.0
2014,AUT,Autriche,0-19,Total,PT_POP,0,14.33
2014,BEL,Belgique,0-19,Total,PS,0,2529941.0
2014,BEL,Belgique,0-19,Total,PT_POP,0,17.0
2014,BGR,Bulgarie,0-19,Total,PS,0,1304689.0
2014,BGR,Bulgarie,0-19,Total,PT_POP,0,13.88
2014,CHE,Suisse,0-19,Total,PS,0,1653511.0
2014,CHE,Suisse,0-19,Total,PT_POP,0,14.89
2014,DEU,Allemagne,0-19,Total,PS,0,14682929.0
2014,DEU,Allemagne,0-19,Total,PT_POP,0,13.18
2014,DNK,Danemark,0-19,Total,PS,0,1325416.0
2014,DNK,Danemark,0-19,Total,PT_POP,0,17.21
2014,ESP,Espagne,0-19,Total,PS,0,9191214.0
2014,ESP,Espagne,0-19,Total,PT_POP,0,15.17
2014,EST,Estonie,0-19,Total,PS,0,269339.0
2014,EST,Estonie,0-19,Total,PT_POP,0,15.81
2014,FIN,Finlande,0-19,Total,PS,0,1208567.0
2014,FIN,Finlande,0-19,Total,PT_POP,0,16.42
2014,FRA,France,0-19,Total,PS,0,16303338.0
2014,FRA,France,0-19,Total,PT_POP,0,18.63
2014,GBR,Royaume-Uni,0-19,Total,PS,0,15250468.0
2014,GBR,Royaume-Uni,0-19,Total,PT_POP,0,17.65
2014,GRC,Grèce,0-19,Total,PS,0,2144124.0
2014,GRC,Grèce,0-19,Total,PT_POP,0,14.64
2014,HRV,Croatie,0-19,Total,PS,0,863431.0
2014,HRV,Croatie,0-19,Total,PT_POP,0,14.77
2014,HUN,Hongrie,0-19,Total,PS,0,1959436.0
2014,HUN,Hongrie,0-19,Total,PT_POP,0,14.42
2014,IRL,Irlande,0-19,Total,PS,0,1286125.0
2014,IRL,Irlande,0-19,Total,PT_POP,0,21.5
2014,ISL,Islande,0-19,Total,PS,0,89254.0
2014,ISL,Islande,0-19,Total,PT_POP,0,20.51
2014,ITA,Italie,0-19,Total,PS,0,11245646.0
2014,ITA,Italie,0-19,Total,PT_POP,0,13.91
2014,LTU,Lituanie,0-19,Total,PS,0,606067.0
2014,LTU,Lituanie,0-19,Total,PT_POP,0,14.56
2014,LUX,Luxembourg,0-19,Total,PS,0,125005.0
2014,LUX,Luxembourg,0-19,Total,PT_POP,0,16.84
2014,LVA,Lettonie,0-19,Total,PS,0,386219.0
2014,LVA,Lettonie,0-19,Total,PT_POP,0,14.71
2014,NLD,Pays-Bas,0-19,Total,PS,0,3846040.0
2014,NLD,Pays-Bas,0-19,Total,PT_POP,0,16.94
2014,NOR,Norvège,0-19,Total,PS,0,1256650.0
2014,NOR,Norvège,0-19,Total,PT_POP,0,18.22
2014,POL,Pologne,0-19,Total,PS,0,7828960.0
2014,POL,Pologne,0-19,Total,PT_POP,0,15.04
2014,PRT,Portugal,0-19,Total,PS,0,2078286.0
2014,PRT,Portugal,0-19,Total,PT_POP,0,14.66
2014,ROU,Roumanie,0-19,Total,PS,0,4182035.0
2014,ROU,Roumanie,0-19,Total,PT_POP,0,15.51
2014,SVK,République slovaque,0-19,Total,PS,0,1131833.0
2014,SVK,République slovaque,0-19,Total,PT_POP,0,15.32
2014,SVN,Slovénie,0-19,Total,PS,0,397867.0
2014,SVN,Slovénie,0-19,Total,PT_POP,0,14.61
2014,SWE,Suède,0-19,Total,PS,0,2189728.0
2014,SWE,Suède,0-19,Total,PT_POP,0,17.07
2015,AUT,Autriche,0-19,Total,PS,0,1686931.0
2015,AUT,Autriche,0-19,Total,PT_POP,0,14.28
2015,BEL,Belgique,0-19,Total,PS,0,2539134.0
2015,BEL,Belgique,0-19,Total,PT_POP,0,17.0
2015,BGR,Bulgarie,0-19,Total,PS,0,1279732.0
2015,BGR,Bulgarie,0-19,Total,PT_POP,0,13.9
2015,CHE,Suisse,0-19,Total,PS,0,1663752.0
2015,CHE,Suisse,0-19,Total,PT_POP,0,14.87
2015,DEU,Allemagne,0-19,Total,PS,0,14753511.0
2015,DEU,Allemagne,0-19,Total,PT_POP,0,13.16
2015,DNK,Danemark,0-19,Total,PS,0,1315551.0
2015,DNK,Danemark,0-19,Total,PT_POP,0,17.01
2015,ESP,Espagne,0-19,Total,PS,0,9178132.0
2015,ESP,Espagne,0-19,Total,PT_POP,0,15.14
2015,EST,Estonie,0-19,Total,PS,0,269929.0
2015,EST,Estonie,0-19,Total,PT_POP,0,15.95
2015,FIN,Finlande,0-19,Total,PS,0,1203190.0
2015,FIN,Finlande,0-19,Total,PT_POP,0,16.39
2015,FRA,France,0-19,Total,PS,0,16367769.0
2015,FRA,France,0-19,Total,PT_POP,0,18.58
2015,GBR,Royaume-Uni,0-19,Total,PS,0,15338451.0
2015,GBR,Royaume-Uni,0-19,Total,PT_POP,0,17.72
2015,GRC,Grèce,0-19,Total,PS,0,2115564.0
2015,GRC,Grèce,0-19,Total,PT_POP,0,14.53
2015,HRV,Croatie,0-19,Total,PS,0,849513.0
2015,HRV,Croatie,0-19,Total,PT_POP,0,14.7
2015,HUN,Hongrie,0-19,Total,PS,0,1934754.0
2015,HUN,Hongrie,0-19,Total,PT_POP,0,14.46
2015,IRL,Irlande,0-19,Total,PS,0,1295911.0
2015,IRL,Irlande,0-19,Total,PT_POP,0,21.41
2015,ISL,Islande,0-19,Total,PS,0,89112.0
2015,ISL,Islande,0-19,Total,PT_POP,0,20.36
2015,ITA,Italie,0-19,Total,PS,0,11172613.0
2015,ITA,Italie,0-19,Total,PT_POP,0,13.81
2015,LTU,Lituanie,0-19,Total,PS,0,593857.0
2015,LTU,Lituanie,0-19,Total,PT_POP,0,14.47
2015,LUX,Luxembourg,0-19,Total,PS,0,126336.0
2015,LUX,Luxembourg,0-19,Total,PT_POP,0,16.65
2015,LVA,Lettonie,0-19,Total,PS,0,385514.0
2015,LVA,Lettonie,0-19,Total,PT_POP,0,14.99
2015,NLD,Pays-Bas,0-19,Total,PS,0,3828059.0
2015,NLD,Pays-Bas,0-19,Total,PT_POP,0,16.73
2015,NOR,Norvège,0-19,Total,PS,0,1258899.0
2015,NOR,Norvège,0-19,Total,PT_POP,0,18.05
2015,POL,Pologne,0-19,Total,PS,0,7739164.0
2015,POL,Pologne,0-19,Total,PT_POP,0,15.04
2015,PRT,Portugal,0-19,Total,PS,0,2049988.0
2015,PRT,Portugal,0-19,Total,PT_POP,0,14.41
2015,ROU,Roumanie,0-19,Total,PS,0,4162387.0
2015,ROU,Roumanie,0-19,Total,PT_POP,0,15.51
2015,SVK,République slovaque,0-19,Total,PS,0,1122171.0
2015,SVK,République slovaque,0-19,Total,PT_POP,0,15.31
2015,SVN,Slovénie,0-19,Total,PS,0,399301.0
2015,SVN,Slovénie,0-19,Total,PT_POP,0,14.75
2015,SWE,Suède,0-19,Total,PS,0,2209269.0
2015,SWE,Suède,0-19,Total,PT_POP,0,17.26
2016,AUT,Autriche,0-19,Total,PS,0,1709585.0
2016,AUT,Autriche,0-19,Total,PT_POP,0,14.33
2016,BEL,Belgique,0-19,Total,PS,0,2556179.0
2016,BEL,Belgique,0-19,Total,PT_POP,0,16.99
2016,BGR,Bulgarie,0-19,Total,PS,0,1260116.0
2016,BGR,Bulgarie,0-19,Total,PT_POP,0,13.88
2016,CHE,Suisse,0-19,Total,PS,0,1675503.0
2016,CHE,Suisse,0-19,Total,PT_POP,0,14.85
2016,DEU,Allemagne,0-19,Total,PS,0,15071090.0
2016,DEU,Allemagne,0-19,Total,PT_POP,0,13.24
2016,DNK,Danemark,0-19,Total,PS,0,1311238.0
2016,DNK,Danemark,0-19,Total,PT_POP,0,16.83
2016,ESP,Espagne,0-19,Total,PS,0,9177132.0
2016,ESP,Espagne,0-19,Total,PT_POP,0,15.07
2016,EST,Estonie,0-19,Total,PS,0,271383.0
2016,EST,Estonie,0-19,Total,PT_POP,0,16.07
2016,FIN,Finlande,0-19,Total,PS,0,1197194.0
2016,FIN,Finlande,0-19,Total,PT_POP,0,16.33
2016,FRA,France,0-19,Total,PS,0,16360869.0
2016,FRA,France,0-19,Total,PT_POP,0,18.43
2016,GBR,Royaume-Uni,0-19,Total,PS,0,15444690.0
2016,GBR,Royaume-Uni,0-19,Total,PT_POP,0,17.8
2016,GRC,Grèce,0-19,Total,PS,0,2091508.0
2016,GRC,Grèce,0-19,Total,PT_POP,0,14.44
2016,HRV,Croatie,0-19,Total,PS,0,830988.0
2016,HRV,Croatie,0-19,Total,PT_POP,0,14.61
2016,HUN,Hongrie,0-19,Total,PS,0,1914017.0
2016,HUN,Hongrie,0-19,Total,PT_POP,0,14.48
2016,IRL,Irlande,0-19,Total,PS,0,1304504.0
2016,IRL,Irlande,0-19,Total,PT_POP,0,21.25
2016,ISL,Islande,0-19,Total,PS,0,88661.0
2016,ISL,Islande,0-19,Total,PT_POP,0,20.01
2016,ITA,Italie,0-19,Total,PS,0,11086243.0
2016,ITA,Italie,0-19,Total,PT_POP,0,13.67
2016,LTU,Lituanie,0-19,Total,PS,0,582458.0
2016,LTU,Lituanie,0-19,Total,PT_POP,0,14.51
2016,LUX,Luxembourg,0-19,Total,PS,0,128077.0
2016,LUX,Luxembourg,0-19,Total,PT_POP,0,16.47
2016,LVA,Lettonie,0-19,Total,PS,0,386541.0
2016,LVA,Lettonie,0-19,Total,PT_POP,0,15.25
2016,NLD,Pays-Bas,0-19,Total,PS,0,3818499.0
2016,NLD,Pays-Bas,0-19,Total,PT_POP,0,16.49
2016,NOR,Norvège,0-19,Total,PS,0,1260779.0
2016,NOR,Norvège,0-19,Total,PT_POP,0,17.91
2016,POL,Pologne,0-19,Total,PS,0,7672108.0
2016,POL,Pologne,0-19,Total,PT_POP,0,15.04
2016,PRT,Portugal,0-19,Total,PS,0,2027305.0
2016,PRT,Portugal,0-19,Total,PT_POP,0,14.15
2016,ROU,Roumanie,0-19,Total,PS,0,4150198.0
2016,ROU,Roumanie,0-19,Total,PT_POP,0,15.52
2016,SVK,République slovaque,0-19,Total,PS,0,1118012.0
2016,SVK,République slovaque,0-19,Total,PT_POP,0,15.33
2016,SVN,Slovénie,0-19,Total,PS,0,401044.0
2016,SVN,Slovénie,0-19,Total,PT_POP,0,14.84
2016,SWE,Suède,0-19,Total,PS,0,2239615.0
2016,SWE,Suède,0-19,Total,PT_POP,0,17.43
2017,AUT,Autriche,0-19,Total,PS,0,1717725.0
2017,AUT,Autriche,0-19,Total,PT_POP,0,14.41
2017,BEL,Belgique,0-19,Total,PS,0,2560808.0
2017,BEL,Belgique,0-19,Total,PT_POP,0,16.98
2017,BGR,Bulgarie,0-19,Total,PS,0,1241062.0
2017,BGR,Bulgarie,0-19,Total,PT_POP,0,13.93
2017,CHE,Suisse,0-19,Total,PS,0,1691466.0
2017,CHE,Suisse,0-19,Total,PT_POP,0,14.91
2017,DEU,Allemagne,0-19,Total,PS,0,15221437.0
2017,DEU,Allemagne,0-19,Total,PT_POP,0,13.39
2017,DNK,Danemark,0-19,Total,PS,0,1310918.0
2017,DNK,Danemark,0-19,Total,PT_POP,0,16.73
2017,ESP,Espagne,0-19,Total,PS,0,9183410.0
2017,ESP,Espagne,0-19,Total,PT_POP,0,14.99
2017,EST,Estonie,0-19,Total,PS,0,273155.0
2017,EST,Estonie,0-19,Total,PT_POP,0,16.24
2017,FIN,Finlande,0-19,Total,PS,0,1192842.0
2017,FIN,Finlande,0-19,Total,PT_POP,0,16.25
2017,FRA,France,0-19,Total,PS,0,16324945.0
2017,FRA,France,0-19,Total,PT_POP,0,18.29
2017,GBR,Royaume-Uni,0-19,Total,PS,0,15513941.0
2017,GBR,Royaume-Uni,0-19,Total,PT_POP,0,17.9
2017,GRC,Grèce,0-19,Total,PS,0,2092696.0
2017,GRC,Grèce,0-19,Total,PT_POP,0,14.44
2017,HRV,Croatie,0-19,Total,PS,0,810107.0
2017,HRV,Croatie,0-19,Total,PT_POP,0,14.57
2017,HUN,Hongrie,0-19,Total,PS,0,1898707.0
2017,HUN,Hongrie,0-19,Total,PT_POP,0,14.5
2017,IRL,Irlande,0-19,Total,PS,0,1320279.0
2017,IRL,Irlande,0-19,Total,PT_POP,0,21.09
2017,ISL,Islande,0-19,Total,PS,0,88759.0
2017,ISL,Islande,0-19,Total,PT_POP,0,19.75
2017,ITA,Italie,0-19,Total,PS,0,10986232.0
2017,ITA,Italie,0-19,Total,PT_POP,0,13.51
2017,LTU,Lituanie,0-19,Total,PS,0,571678.0
2017,LTU,Lituanie,0-19,Total,PT_POP,0,14.62
2017,LUX,Luxembourg,0-19,Total,PS,0,129171.0
2017,LUX,Luxembourg,0-19,Total,PT_POP,0,16.24
2017,LVA,Lettonie,0-19,Total,PS,0,389386.0
2017,LVA,Lettonie,0-19,Total,PT_POP,0,15.57
2017,NLD,Pays-Bas,0-19,Total,PS,0,3817173.0
2017,NLD,Pays-Bas,0-19,Total,PT_POP,0,16.29
2017,NOR,Norvège,0-19,Total,PS,0,1262730.0
2017,NOR,Norvège,0-19,Total,PT_POP,0,17.83
