Year,REF_AREA,Country,Measure,Unit_measure,Value
2002,LUX,Luxembourg,household_net_saving,PT,8.15
2002,NLD,Pays-Bas,household_net_saving,PT,5.91
2002,NOR,Norvège,household_net_saving,PT,7.85
2002,POL,Pologne,household_net_saving,PT,8.65
2002,PRT,Portugal,household_net_saving,PT,6.67
2002,SVK,République slovaque,household_net_saving,PT,4.1
2002,ESP,Espagne,household_net_saving,PT,6.83
2002,SWE,Suède,household_net_saving,PT,4.17
2002,CHE,Suisse,household_net_saving,PT,14.28
2002,GBR,Royaume-Uni,household_net_saving,PT,4.38
2003,AUT,Autriche,household_net_saving,PT,9.68
2003,BEL,Belgique,household_net_saving,PT,11.77
2003,DNK,Danemark,household_net_saving,PT,0.5
2003,EST,Estonie,household_net_saving,PT,-9.7
2003,FIN,Finlande,household_net_saving,PT,1.56
2003,FRA,France,household_net_saving,PT,10.0
2003,DEU,Allemagne,household_net_saving,PT,10.52
2003,GRC,Grèce,household_net_saving,PT,3.35
2003,HUN,Hongrie,household_net_saving,PT,1.7
2003,IRL,Irlande,household_net_saving,PT,1.31
2003,ITA,Italie,household_net_saving,PT,10.73
2003,LVA,Lettonie,household_net_saving,PT,-1.46
2003,LUX,Luxembourg,household_net_saving,PT,6.37
2003,NLD,Pays-Bas,household_net_saving,PT,5.17
2003,NOR,Norvège,household_net_saving,PT,8.35
2003,POL,Pologne,household_net_saving,PT,7.66
2003,PRT,Portugal,household_net_saving,PT,6.05
2003,SVK,République slovaque,household_net_saving,PT,1.9
2003,ESP,Espagne,household_net_saving,PT,7.86
2003,SWE,Suède,household_net_saving,PT,3.35
2003,CHE,Suisse,household_net_saving,PT,13.34
2003,GBR,Royaume-Uni,household_net_saving,PT,3.0
2004,AUT,Autriche,household_net_saving,PT,9.43
2004,BEL,Belgique,household_net_saving,PT,10.48
2004,DNK,Danemark,household_net_saving,PT,-3.48
2004,EST,Estonie,household_net_saving,PT,-11.22
2004,FIN,Finlande,household_net_saving,PT,2.49
2004,FRA,France,household_net_saving,PT,10.01
2004,DEU,Allemagne,household_net_saving,PT,10.55
2004,GRC,Grèce,household_net_saving,PT,3.57
2004,HUN,Hongrie,household_net_saving,PT,5.87
2004,IRL,Irlande,household_net_saving,PT,1.91
2004,ITA,Italie,household_net_saving,PT,11.08
2004,LVA,Lettonie,household_net_saving,PT,-0.93
2004,LTU,Lituanie,household_net_saving,PT,-4.93
2004,LUX,Luxembourg,household_net_saving,PT,6.12
2004,NLD,Pays-Bas,household_net_saving,PT,4.62
2004,NOR,Norvège,household_net_saving,PT,6.55
2004,POL,Pologne,household_net_saving,PT,6.8
2004,PRT,Portugal,household_net_saving,PT,4.53
2004,SVK,République slovaque,household_net_saving,PT,1.12
2004,ESP,Espagne,household_net_saving,PT,5.89
2004,SWE,Suède,household_net_saving,PT,2.28
2004,CHE,Suisse,household_net_saving,PT,12.95
2004,GBR,Royaume-Uni,household_net_saving,PT,3.3
2005,AUT,Autriche,household_net_saving,PT,10.83
2005,BEL,Belgique,household_net_saving,PT,10.18
2005,DNK,Danemark,household_net_saving,PT,-6.58
2005,EST,Estonie,household_net_saving,PT,-9.19
2005,FIN,Finlande,household_net_saving,PT,0.55
2005,FRA,France,household_net_saving,PT,9.09
2005,DEU,Allemagne,household_net_saving,PT,10.53
2005,GRC,Grèce,household_net_saving,PT,-0.86
2005,HUN,Hongrie,household_net_saving,PT,7.63
2005,IRL,Irlande,household_net_saving,PT,2.6
2005,ITA,Italie,household_net_saving,PT,10.32
2005,LVA,Lettonie,household_net_saving,PT,0.12
2005,LTU,Lituanie,household_net_saving,PT,-7.5
2005,LUX,Luxembourg,household_net_saving,PT,5.18
2005,NLD,Pays-Bas,household_net_saving,PT,3.04
2005,NOR,Norvège,household_net_saving,PT,9.33
2005,POL,Pologne,household_net_saving,PT,6.38
2005,PRT,Portugal,household_net_saving,PT,3.25
2005,SVK,République slovaque,household_net_saving,PT,0.98
2005,ESP,Espagne,household_net_saving,PT,5.04
2005,SWE,Suède,household_net_saving,PT,1.96
2005,CHE,Suisse,household_net_saving,PT,14.2
2005,GBR,Royaume-Uni,household_net_saving,PT,3.06
2006,AUT,Autriche,household_net_saving,PT,11.76
2006,BEL,Belgique,household_net_saving,PT,10.86
2006,DNK,Danemark,household_net_saving,PT,-3.58
2006,EST,Estonie,household_net_saving,PT,-8.1
2006,FIN,Finlande,household_net_saving,PT,-1.01
2006,FRA,France,household_net_saving,PT,9.37
2006,DEU,Allemagne,household_net_saving,PT,10.62
2006,GRC,Grèce,household_net_saving,PT,3.08
2006,HUN,Hongrie,household_net_saving,PT,8.1
2006,IRL,Irlande,household_net_saving,PT,0.7
2006,ITA,Italie,household_net_saving,PT,9.67
2006,LVA,Lettonie,household_net_saving,PT,-2.85
2006,LTU,Lituanie,household_net_saving,PT,-4.3
2006,LUX,Luxembourg,household_net_saving,PT,4.52
2006,NLD,Pays-Bas,household_net_saving,PT,1.8
2006,NOR,Norvège,household_net_saving,PT,-0.88
2006,POL,Pologne,household_net_saving,PT,5.69
2006,PRT,Portugal,household_net_saving,PT,1.39
2006,SVK,République slovaque,household_net_saving,PT,0.68
2006,ESP,Espagne,household_net_saving,PT,3.34
2006,SWE,Suède,household_net_saving,PT,4.24
2006,CHE,Suisse,household_net_saving,PT,15.82
2006,GBR,Royaume-Uni,household_net_saving,PT,3.61
2007,AUT,Autriche,household_net_saving,PT,12.71
2007,BEL,Belgique,household_net_saving,PT,11.24
2007,DNK,Danemark,household_net_saving,PT,-5.73
2007,EST,Estonie,household_net_saving,PT,-7.19
2007,FIN,Finlande,household_net_saving,PT,-0.72
2007,FRA,France,household_net_saving,PT,9.69
2007,DEU,Allemagne,household_net_saving,PT,10.7
2007,GRC,Grèce,household_net_saving,PT,1.41
2007,HUN,Hongrie,household_net_saving,PT,3.92
2007,IRL,Irlande,household_net_saving,PT,0.38
2007,ITA,Italie,household_net_saving,PT,9.08
2007,LVA,Lettonie,household_net_saving,PT,-3.26
2007,LTU,Lituanie,household_net_saving,PT,-11.83
2007,LUX,Luxembourg,household_net_saving,PT,5.0
2007,NLD,Pays-Bas,household_net_saving,PT,1.59
2007,NOR,Norvège,household_net_saving,PT,0.22
2007,POL,Pologne,household_net_saving,PT,5.33
2007,PRT,Portugal,household_net_saving,PT,0.26
2007,SVK,République slovaque,household_net_saving,PT,1.55
2007,ESP,Espagne,household_net_saving,PT,1.79
2007,SWE,Suède,household_net_saving,PT,6.69
2007,CHE,Suisse,household_net_saving,PT,17.77
2007,GBR,Royaume-Uni,household_net_saving,PT,4.87
2008,AUT,Autriche,household_net_saving,PT,12.92
2008,BEL,Belgique,household_net_saving,PT,11.89
2008,DNK,Danemark,household_net_saving,PT,-6.85
2008,EST,Estonie,household_net_saving,PT,2.87
2008,FIN,Finlande,household_net_saving,PT,-0.47
2008,FRA,France,household_net_saving,PT,9.47
2008,DEU,Allemagne,household_net_saving,PT,10.94
2008,GRC,Grèce,household_net_saving,PT,1.68
2008,HUN,Hongrie,household_net_saving,PT,3.64
2008,IRL,Irlande,household_net_saving,PT,6.1
2008,ITA,Italie,household_net_saving,PT,8.46
2008,LVA,Lettonie,household_net_saving,PT,9.78
2008,LTU,Lituanie,household_net_saving,PT,-5.7
2008,LUX,Luxembourg,household_net_saving,PT,5.21
2008,NLD,Pays-Bas,household_net_saving,PT,3.71
2008,NOR,Norvège,household_net_saving,PT,2.86
2008,POL,Pologne,household_net_saving,PT,2.95
2008,PRT,Portugal,household_net_saving,PT,-0.23
2008,SVK,République slovaque,household_net_saving,PT,0.7
2008,ESP,Espagne,household_net_saving,PT,4.02
2008,SWE,Suède,household_net_saving,PT,8.96
2008,CHE,Suisse,household_net_saving,PT,17.12
2008,GBR,Royaume-Uni,household_net_saving,PT,4.17
2009,AUT,Autriche,household_net_saving,PT,12.59
2009,DNK,Danemark,household_net_saving,PT,-0.62
2009,EST,Estonie,household_net_saving,PT,8.2
2009,FIN,Finlande,household_net_saving,PT,3.27
2009,FRA,France,household_net_saving,PT,10.94
2009,DEU,Allemagne,household_net_saving,PT,10.4
2009,GRC,Grèce,household_net_saving,PT,3.74
2009,HUN,Hongrie,household_net_saving,PT,5.71
2009,IRL,Irlande,household_net_saving,PT,11.2
2009,ITA,Italie,household_net_saving,PT,7.78
2009,LVA,Lettonie,household_net_saving,PT,10.63
2009,LTU,Lituanie,household_net_saving,PT,-1.13
2009,LUX,Luxembourg,household_net_saving,PT,7.32
2009,NLD,Pays-Bas,household_net_saving,PT,7.14
2009,NOR,Norvège,household_net_saving,PT,4.53
2009,POL,Pologne,household_net_saving,PT,4.97
2009,PRT,Portugal,household_net_saving,PT,4.67
2009,SVK,République slovaque,household_net_saving,PT,2.05
2009,ESP,Espagne,household_net_saving,PT,7.83
2009,SWE,Suède,household_net_saving,PT,8.6
2009,CHE,Suisse,household_net_saving,PT,16.86
2009,GBR,Royaume-Uni,household_net_saving,PT,7.08
2010,AUT,Autriche,household_net_saving,PT,10.3
2010,BEL,Belgique,household_net_saving,PT,9.03
2010,DNK,Danemark,household_net_saving,PT,-0.55
2010,EST,Estonie,household_net_saving,PT,4.47
2010,FIN,Finlande,household_net_saving,PT,4.61
2010,FRA,France,household_net_saving,PT,10.61
2010,DEU,Allemagne,household_net_saving,PT,10.32
2010,GRC,Grèce,household_net_saving,PT,-3.65
2010,HUN,Hongrie,household_net_saving,PT,6.63
2010,IRL,Irlande,household_net_saving,PT,9.14
2010,ITA,Italie,household_net_saving,PT,4.97
2010,LVA,Lettonie,household_net_saving,PT,2.41
2010,LTU,Lituanie,household_net_saving,PT,1.55
2010,LUX,Luxembourg,household_net_saving,PT,5.49
2010,NLD,Pays-Bas,household_net_saving,PT,4.76
2010,NOR,Norvège,household_net_saving,PT,3.75
2010,POL,Pologne,household_net_saving,PT,5.12
2010,PRT,Portugal,household_net_saving,PT,2.09
2010,SVK,République slovaque,household_net_saving,PT,3.36
2010,ESP,Espagne,household_net_saving,PT,6.0
2010,SWE,Suède,household_net_saving,PT,9.61
2010,CHE,Suisse,household_net_saving,PT,17.07
2010,GBR,Royaume-Uni,household_net_saving,PT,7.64
2011,AUT,Autriche,household_net_saving,PT,7.79
2011,BEL,Belgique,household_net_saving,PT,8.63
2011,DNK,Danemark,household_net_saving,PT,-0.92
2011,EST,Estonie,household_net_saving,PT,4.79
2011,FIN,Finlande,household_net_saving,PT,2.73
2011,FRA,France,household_net_saving,PT,10.16
2011,DEU,Allemagne,household_net_saving,PT,10.13
2011,GRC,Grèce,household_net_saving,PT,-8.44
2011,HUN,Hongrie,household_net_saving,PT,7.56
2011,IRL,Irlande,household_net_saving,PT,8.71
2011,ITA,Italie,household_net_saving,PT,4.3
2011,LVA,Lettonie,household_net_saving,PT,-3.98
2011,LTU,Lituanie,household_net_saving,PT,-2.73
2011,LUX,Luxembourg,household_net_saving,PT,6.15
2011,NLD,Pays-Bas,household_net_saving,PT,4.68
2011,NOR,Norvège,household_net_saving,PT,5.81
2011,POL,Pologne,household_net_saving,PT,2.17
2011,PRT,Portugal,household_net_saving,PT,1.58
2011,SVK,République slovaque,household_net_saving,PT,2.39
2011,ESP,Espagne,household_net_saving,PT,6.82
2011,SWE,Suède,household_net_saving,PT,10.55
2011,CHE,Suisse,household_net_saving,PT,17.01
2011,GBR,Royaume-Uni,household_net_saving,PT,5.18
2012,AUT,Autriche,household_net_saving,PT,9.36
2012,BEL,Belgique,household_net_saving,PT,7.89
2012,DNK,Danemark,household_net_saving,PT,-1.92
2012,EST,Estonie,household_net_saving,PT,0.4
2012,FIN,Finlande,household_net_saving,PT,1.85
2012,FRA,France,household_net_saving,PT,10.28
2012,DEU,Allemagne,household_net_saving,PT,9.82
2012,GRC,Grèce,household_net_saving,PT,-14.14
2012,HUN,Hongrie,household_net_saving,PT,5.94
2012,IRL,Irlande,household_net_saving,PT,10.77
2012,ITA,Italie,household_net_saving,PT,2.01
2012,LVA,Lettonie,household_net_saving,PT,-4.26
2012,LTU,Lituanie,household_net_saving,PT,-6.35
2012,LUX,Luxembourg,household_net_saving,PT,6.38
2012,NLD,Pays-Bas,household_net_saving,PT,6.52
2012,NOR,Norvège,household_net_saving,PT,6.91
2012,POL,Pologne,household_net_saving,PT,2.33
2012,PRT,Portugal,household_net_saving,PT,2.77
2012,SVK,République slovaque,household_net_saving,PT,1.5
2012,ESP,Espagne,household_net_saving,PT,3.16
2012,SWE,Suède,household_net_saving,PT,12.72
2012,CHE,Suisse,household_net_saving,PT,17.12
2012,GBR,Royaume-Uni,household_net_saving,PT,4.15
2013,AUT,Autriche,household_net_saving,PT,7.19
2013,BEL,Belgique,household_net_saving,PT,6.65
2013,DNK,Danemark,household_net_saving,PT,-1.87
2013,EST,Estonie,household_net_saving,PT,2.27
2013,FIN,Finlande,household_net_saving,PT,1.92
2013,FRA,France,household_net_saving,PT,8.86
2013,DEU,Allemagne,household_net_saving,PT,9.42
2013,GRC,Grèce,household_net_saving,PT,-16.45
2013,HUN,Hongrie,household_net_saving,PT,7.74
2013,IRL,Irlande,household_net_saving,PT,8.99
2013,ITA,Italie,household_net_saving,PT,3.45
2013,LVA,Lettonie,household_net_saving,PT,-8.42
2013,LTU,Lituanie,household_net_saving,PT,-4.65
2013,LUX,Luxembourg,household_net_saving,PT,9.87
2013,NLD,Pays-Bas,household_net_saving,PT,6.67
2013,NOR,Norvège,household_net_saving,PT,7.22
2013,POL,Pologne,household_net_saving,PT,3.49
2013,PRT,Portugal,household_net_saving,PT,2.01
2013,SVK,République slovaque,household_net_saving,PT,0.67
2013,ESP,Espagne,household_net_saving,PT,4.92
2013,SWE,Suède,household_net_saving,PT,12.87
2013,CHE,Suisse,household_net_saving,PT,17.5
2013,GBR,Royaume-Uni,household_net_saving,PT,3.92
2014,AUT,Autriche,household_net_saving,PT,7.5
2014,BEL,Belgique,household_net_saving,PT,6.15
2014,DNK,Danemark,household_net_saving,PT,-6.31
2014,EST,Estonie,household_net_saving,PT,1.64
2014,FIN,Finlande,household_net_saving,PT,1.2
2014,FRA,France,household_net_saving,PT,9.1
2014,DEU,Allemagne,household_net_saving,PT,10.03
2014,GRC,Grèce,household_net_saving,PT,-13.78
2014,HUN,Hongrie,household_net_saving,PT,8.14
2014,IRL,Irlande,household_net_saving,PT,6.72
2014,ITA,Italie,household_net_saving,PT,3.86
2014,LVA,Lettonie,household_net_saving,PT,-4.43
2014,LTU,Lituanie,household_net_saving,PT,-5.93
2014,LUX,Luxembourg,household_net_saving,PT,9.75
2014,NLD,Pays-Bas,household_net_saving,PT,7.53
2014,NOR,Norvège,household_net_saving,PT,7.83
2014,POL,Pologne,household_net_saving,PT,5.51
2014,PRT,Portugal,household_net_saving,PT,-0.78
2014,SVK,République slovaque,household_net_saving,PT,1.98
2014,ESP,Espagne,household_net_saving,PT,3.34
2014,SWE,Suède,household_net_saving,PT,13.4
2014,CHE,Suisse,household_net_saving,PT,18.64
2014,GBR,Royaume-Uni,household_net_saving,PT,2.88
2015,AUT,Autriche,household_net_saving,PT,7.23
2015,BEL,Belgique,household_net_saving,PT,4.95
2015,DNK,Danemark,household_net_saving,PT,2.03
2015,EST,Estonie,household_net_saving,PT,3.87
2015,FIN,Finlande,household_net_saving,PT,0.99
2015,FRA,France,household_net_saving,PT,8.52
2015,DEU,Allemagne,household_net_saving,PT,10.18
2015,GRC,Grèce,household_net_saving,PT,-11.08
2015,HUN,Hongrie,household_net_saving,PT,7.96
2015,IRL,Irlande,household_net_saving,PT,8.19
2015,ITA,Italie,household_net_saving,PT,3.12
2015,LVA,Lettonie,household_net_saving,PT,-1.12
2015,LTU,Lituanie,household_net_saving,PT,-5.16
2015,LUX,Luxembourg,household_net_saving,PT,7.39
2015,NLD,Pays-Bas,household_net_saving,PT,7.26
2015,NOR,Norvège,household_net_saving,PT,9.77
2015,POL,Pologne,household_net_saving,PT,4.09
2015,PRT,Portugal,household_net_saving,PT,0.31
2015,SVK,République slovaque,household_net_saving,PT,3.16
2015,ESP,Espagne,household_net_saving,PT,4.34
2015,SWE,Suède,household_net_saving,PT,11.05
2015,CHE,Suisse,household_net_saving,PT,17.79
2015,GBR,Royaume-Uni,household_net_saving,PT,5.25
2016,AUT,Autriche,household_net_saving,PT,8.09
2016,BEL,Belgique,household_net_saving,PT,4.89
2016,DNK,Danemark,household_net_saving,PT,2.65
2016,EST,Estonie,household_net_saving,PT,3.07
2016,FIN,Finlande,household_net_saving,PT,0.3
2016,FRA,France,household_net_saving,PT,8.32
2016,DEU,Allemagne,household_net_saving,PT,10.02
2016,GRC,Grèce,household_net_saving,PT,-11.44
2016,HUN,Hongrie,household_net_saving,PT,7.82
2016,IRL,Irlande,household_net_saving,PT,7.84
2016,ITA,Italie,household_net_saving,PT,3.3
2016,LVA,Lettonie,household_net_saving,PT,0.01
2016,LTU,Lituanie,household_net_saving,PT,-2.02
2016,LUX,Luxembourg,household_net_saving,PT,5.96
2016,NLD,Pays-Bas,household_net_saving,PT,8.57
2016,NOR,Norvège,household_net_saving,PT,6.9
2016,POL,Pologne,household_net_saving,PT,5.66
2016,PRT,Portugal,household_net_saving,PT,-0.05
2016,SVK,République slovaque,household_net_saving,PT,3.33
2016,ESP,Espagne,household_net_saving,PT,4.08
2016,SWE,Suède,household_net_saving,PT,12.35
2016,CHE,Suisse,household_net_saving,PT,17.27
2016,GBR,Royaume-Uni,household_net_saving,PT,1.76
2017,AUT,Autriche,household_net_saving,PT,7.11
2017,BEL,Belgique,household_net_saving,PT,4.41
2017,DNK,Danemark,household_net_saving,PT,3.6
2017,EST,Estonie,household_net_saving,PT,3.75
2017,FIN,Finlande,household_net_saving,PT,0.96
2017,FRA,France,household_net_saving,PT,8.49
2017,DEU,Allemagne,household_net_saving,PT,10.43
2017,GRC,Grèce,household_net_saving,PT,-13.23
2017,HUN,Hongrie,household_net_saving,PT,8.4
2017,IRL,Irlande,household_net_saving,PT,10.33
2017,ITA,Italie,household_net_saving,PT,3.02
2017,LVA,Lettonie,household_net_saving,PT,1.1
2017,LTU,Lituanie,household_net_saving,PT,-8.25
2017,LUX,Luxembourg,household_net_saving,PT,7.41
2017,NLD,Pays-Bas,household_net_saving,PT,6.16
2017,NOR,Norvège,household_net_saving,PT,6.57
2017,POL,Pologne,household_net_saving,PT,3.26
2017,PRT,Portugal,household_net_saving,PT,-1.21
2017,SVK,République slovaque,household_net_saving,PT,0.93
2017,ESP,Espagne,household_net_saving,PT,2.66
2017,SWE,Suède,household_net_saving,PT,11.37
2017,CHE,Suisse,household_net_saving,PT,16.36
2017,GBR,Royaume-Uni,household_net_saving,PT,0.22
2018,AUT,Autriche,household_net_saving,PT,7.74
2018,BEL,Belgique,household_net_saving,PT,4.21
2018,DNK,Danemark,household_net_saving,PT,3.59
2018,EST,Estonie,household_net_saving,PT,7.0
2018,FIN,Finlande,household_net_saving,PT,1.55
2018,FRA,France,household_net_saving,PT,8.25
2018,DEU,Allemagne,household_net_saving,PT,10.98
2018,GRC,Grèce,household_net_saving,PT,-15.88
2018,HUN,Hongrie,household_net_saving,PT,11.0
2018,IRL,Irlande,household_net_saving,PT,7.98
2018,ITA,Italie,household_net_saving,PT,2.74
2018,LVA,Lettonie,household_net_saving,PT,2.29
2018,LTU,Lituanie,household_net_saving,PT,-6.77
2018,LUX,Luxembourg,household_net_saving,PT,6.28
2018,NLD,Pays-Bas,household_net_saving,PT,6.82
2018,NOR,Norvège,household_net_saving,PT,5.93
2018,POL,Pologne,household_net_saving,PT,2.89
2018,PRT,Portugal,household_net_saving,PT,-1.08
2018,SVK,République slovaque,household_net_saving,PT,4.24
2018,ESP,Espagne,household_net_saving,PT,2.48
2018,SWE,Suède,household_net_saving,PT,12.51
2018,CHE,Suisse,household_net_saving,PT,15.86
2018,GBR,Royaume-Uni,household_net_saving,PT,0.04
2019,AUT,Autriche,household_net_saving,PT,7.21
2019,BEL,Belgique,household_net_saving,PT,5.57
2019,DNK,Danemark,household_net_saving,PT,1.76
2019,EST,Estonie,household_net_saving,PT,6.12
2019,FIN,Finlande,household_net_saving,PT,3.29
2019,FRA,France,household_net_saving,PT,8.88
2019,DEU,Allemagne,household_net_saving,PT,10.49
2019,GRC,Grèce,household_net_saving,PT,-10.0
2019,HUN,Hongrie,household_net_saving,PT,11.97
2019,IRL,Irlande,household_net_saving,PT,9.48
2019,ITA,Italie,household_net_saving,PT,2.54
2019,LVA,Lettonie,household_net_saving,PT,4.15
2019,LTU,Lituanie,household_net_saving,PT,-2.18
2019,LUX,Luxembourg,household_net_saving,PT,8.77
2019,NLD,Pays-Bas,household_net_saving,PT,9.22
2019,NOR,Norvège,household_net_saving,PT,7.06
2019,POL,Pologne,household_net_saving,PT,4.22
2019,PRT,Portugal,household_net_saving,PT,-1.15
2019,SVK,République slovaque,household_net_saving,PT,3.58
2019,ESP,Espagne,household_net_saving,PT,5.11
2019,SWE,Suède,household_net_saving,PT,14.52
2019,CHE,Suisse,household_net_saving,PT,17.31
2019,GBR,Royaume-Uni,household_net_saving,PT,0.43
2020,AUT,Autriche,household_net_saving,PT,13.55
2020,BEL,Belgique,household_net_saving,PT,12.95
2020,DNK,Danemark,household_net_saving,PT,2.97
2020,EST,Estonie,household_net_saving,PT,9.2
2020,FIN,Finlande,household_net_saving,PT,6.78
2020,FRA,France,household_net_saving,PT,14.84
2020,DEU,Allemagne,household_net_saving,PT,16.03
2020,GRC,Grèce,household_net_saving,PT,-6.9
2020,HUN,Hongrie,household_net_saving,PT,11.96
2020,IRL,Irlande,household_net_saving,PT,22.2
2020,ITA,Italie,household_net_saving,PT,10.31
2020,LVA,Lettonie,household_net_saving,PT,9.66
2020,LTU,Lituanie,household_net_saving,PT,8.26
2020,LUX,Luxembourg,household_net_saving,PT,20.82
2020,NLD,Pays-Bas,household_net_saving,PT,15.59
2020,NOR,Norvège,household_net_saving,PT,12.88
2020,POL,Pologne,household_net_saving,PT,11.06
2020,PRT,Portugal,household_net_saving,PT,3.65
2020,SVK,République slovaque,household_net_saving,PT,5.39
2020,ESP,Espagne,household_net_saving,PT,14.31
2020,SWE,Suède,household_net_saving,PT,15.01
2020,CHE,Suisse,household_net_saving,PT,22.04
2020,GBR,Royaume-Uni,household_net_saving,PT,11.64
2021,AUT,Autriche,household_net_saving,PT,11.35
2021,BEL,Belgique,household_net_saving,PT,10.22
2021,DNK,Danemark,household_net_saving,PT,0.46
2021,EST,Estonie,household_net_saving,PT,4.33
2021,FIN,Finlande,household_net_saving,PT,4.58
2021,FRA,France,household_net_saving,PT,13.25
2021,DEU,Allemagne,household_net_saving,PT,14.21
2021,GRC,Grèce,household_net_saving,PT,-2.22
2021,HUN,Hongrie,household_net_saving,PT,13.89
2021,IRL,Irlande,household_net_saving,PT,17.5
2021,ITA,Italie,household_net_saving,PT,8.12
2021,LVA,Lettonie,household_net_saving,PT,5.86
2021,LTU,Lituanie,household_net_saving,PT,6.77
2021,LUX,Luxembourg,household_net_saving,PT,12.0
2021,NLD,Pays-Bas,household_net_saving,PT,12.25
2021,NOR,Norvège,household_net_saving,PT,12.75
2021,POL,Pologne,household_net_saving,PT,3.1
2021,PRT,Portugal,household_net_saving,PT,2.24
2021,SVK,République slovaque,household_net_saving,PT,4.71
2021,ESP,Espagne,household_net_saving,PT,10.8
2021,SWE,Suède,household_net_saving,PT,14.99
2021,CHE,Suisse,household_net_saving,PT,21.44
2021,GBR,Royaume-Uni,household_net_saving,PT,7.43
2022,AUT,Autriche,household_net_saving,PT,9.06
2022,BEL,Belgique,household_net_saving,PT,6.37
2022,DNK,Danemark,household_net_saving,PT,5.38
2022,EST,Estonie,household_net_saving,PT,-2.48
2022,FIN,Finlande,household_net_saving,PT,1.47
2022,FRA,France,household_net_saving,PT,10.7
2022,GRC,Grèce,household_net_saving,PT,-12.2
2022,HUN,Hongrie,household_net_saving,PT,10.95
2022,IRL,Irlande,household_net_saving,PT,10.02
2022,ITA,Italie,household_net_saving,PT,3.16
2022,LVA,Lettonie,household_net_saving,PT,-1.18
2022,LTU,Lituanie,household_net_saving,PT,0.92
2022,LUX,Luxembourg,household_net_saving,PT,6.41
2022,NLD,Pays-Bas,household_net_saving,PT,7.2
2022,NOR,Norvège,household_net_saving,PT,4.19
2022,POL,Pologne,household_net_saving,PT,-0.99
2022,PRT,Portugal,household_net_saving,PT,-2.03
2022,SVK,République slovaque,household_net_saving,PT,-1.64
2022,ESP,Espagne,household_net_saving,PT,4.99
2022,SWE,Suède,household_net_saving,PT,13.08
2022,GBR,Royaume-Uni,household_net_saving,PT,-0.43
2023,AUT,Autriche,household_net_saving,PT,8.63
2023,BEL,Belgique,household_net_saving,PT,7.8
2023,DNK,Danemark,household_net_saving,PT,9.07
2023,EST,Estonie,household_net_saving,PT,-0.77
2023,FIN,Finlande,household_net_saving,PT,2.1
2023,HUN,Hongrie,household_net_saving,PT,15.75
2023,IRL,Irlande,household_net_saving,PT,6.87
2023,ITA,Italie,household_net_saving,PT,3.32
2023,LVA,Lettonie,household_net_saving,PT,-3.77
2023,LTU,Lituanie,household_net_saving,PT,1.77
2023,LUX,Luxembourg,household_net_saving,PT,5.72
2023,NLD,Pays-Bas,household_net_saving,PT,7.77
2023,POL,Pologne,household_net_saving,PT,2.86
2023,PRT,Portugal,household_net_saving,PT,0.44
2023,SVK,République slovaque,household_net_saving,PT,1.17
2023,ESP,Espagne,household_net_saving,PT,7.98
2023,SWE,Suède,household_net_saving,PT,14.32
2023,GBR,Royaume-Uni,household_net_saving,PT,0.63
2024,AUT,Autriche,household_net_saving,PT,11.66
2024,DNK,Danemark,household_net_saving,PT,8.46
2024,EST,Estonie,household_net_saving,PT,3.03
2024,FIN,Finlande,household_net_saving,PT,4.34
2024,IRL,Irlande,household_net_saving,PT,8.97
2024,ITA,Italie,household_net_saving,PT,4.21
2024,LVA,Lettonie,household_net_saving,PT,0.02
2024,LTU,Lituanie,household_net_saving,PT,3.83
2024,LUX,Luxembourg,household_net_saving,PT,5.0
2024,POL,Pologne,household_net_saving,PT,6.06
2024,SVK,République slovaque,household_net_saving,PT,1.96
2024,ESP,Espagne,household_net_saving,PT,9.22
2024,SWE,Suède,household_net_saving,PT,15.77
2024,GBR,Royaume-Uni,household_net_saving,PT,4.74
2022,DEU,Allemagne,household_net_saving,PT,10.26
2022,CHE,Suisse,household_net_saving,PT,17.87
2023,FRA,France,household_net_saving,PT,11.2
2023,DEU,Allemagne,household_net_saving,PT,10.4
2023,GRC,Grèce,household_net_saving,PT,-9.22
2023,CHE,Suisse,household_net_saving,PT,17.48
2024,BEL,Belgique,household_net_saving,PT,6.59
2024,FRA,France,household_net_saving,PT,12.8
2024,DEU,Allemagne,household_net_saving,PT,11.25
2024,GRC,Grèce,household_net_saving,PT,-9.3
2024,HUN,Hongrie,household_net_saving,PT,14.28
2024,NLD,Pays-Bas,household_net_saving,PT,9.55
2024,PRT,Portugal,household_net_saving,PT,4.58
2009,BEL,Belgique,household_net_saving,PT,12.43
2000,AUT,Autriche,household_debt,PT,75.57
2000,BEL,Belgique,household_debt,PT,71.45
2000,DNK,Danemark,household_debt,PT,196.16
2000,EST,Estonie,household_debt,PT,20.14
2000,FIN,Finlande,household_debt,PT,67.59
2000,FRA,France,household_debt,PT,77.9
2000,DEU,Allemagne,household_debt,PT,116.7
2000,GRC,Grèce,household_debt,PT,33.96
2000,HUN,Hongrie,household_debt,PT,20.54
2000,IRL,Irlande,household_debt,PT,91.1
2000,ITA,Italie,household_debt,PT,52.3
2000,LVA,Lettonie,household_debt,PT,11.67
2000,LTU,Lituanie,household_debt,PT,3.31
2000,LUX,Luxembourg,household_debt,PT,90.61
2000,NLD,Pays-Bas,household_debt,PT,203.44
2000,NOR,Norvège,household_debt,PT,133.02
2000,POL,Pologne,household_debt,PT,11.71
